time,FRJ21
2021-01-01,6.967857
2021-01-02,6.0992856
2021-01-03,4.6085715
2021-01-04,3.4407141
2021-01-05,3.3057141
2021-01-06,4.467857
2021-01-07,3.6421428
2021-01-08,4.802857
2021-01-09,5.837857
2021-01-10,2.8971426
2021-01-11,2.7664285
2021-01-12,3.4857142
2021-01-13,5.260714
2021-01-14,4.5971427
2021-01-15,5.3328576
2021-01-16,7.192857
2021-01-17,6.5371428
2021-01-18,7.8364286
2021-01-19,8.103571
2021-01-20,7.7285714
2021-01-21,10.245
2021-01-22,13.349286
2021-01-23,9.283571
2021-01-24,13.14857
2021-01-25,12.315001
2021-01-26,14.237857
2021-01-27,14.967143
2021-01-28,14.247856
2021-01-29,11.624285
2021-01-30,12.113571
2021-01-31,10.696428
2021-02-01,14.520713
2021-02-02,12.4021435
2021-02-03,10.479285
2021-02-04,11.435714
2021-02-05,14.460714
2021-02-06,10.925714
2021-02-07,9.808571
2021-02-08,10.034999
2021-02-09,9.456429
2021-02-10,12.155714
2021-02-11,12.089999
2021-02-12,12.335714
2021-02-13,11.616429
2021-02-14,10.235713
2021-02-15,9.772142
2021-02-16,10.272142
2021-02-17,10.577857
2021-02-18,10.782142
2021-02-19,10.626428
2021-02-20,11.625
2021-02-21,10.924286
2021-02-22,10.442143
2021-02-23,11.741429
2021-02-24,11.698571
2021-02-25,12.882856
2021-02-26,12.401428
2021-02-27,10.682857
2021-02-28,10.809286
2021-03-01,9.963571
2021-03-02,10.808572
2021-03-03,12.244285
2021-03-04,10.783571
2021-03-05,10.311429
2021-03-06,10.867857
2021-03-07,9.863571
2021-03-08,9.908571
2021-03-09,9.0507145
2021-03-10,9.496429
2021-03-11,10.524285
2021-03-12,11.05
2021-03-13,11.545
2021-03-14,11.290715
2021-03-15,11.776428
2021-03-16,11.7628565
2021-03-17,11.797143
2021-03-18,10.119286
2021-03-19,7.5371428
2021-03-20,6.75
2021-03-21,7.0385714
2021-03-22,9.109285
2021-03-23,10.185715
2021-03-24,11.818571
2021-03-25,12.935714
2021-03-26,13.504286
2021-03-27,13.086428
2021-03-28,13.004286
2021-03-29,14.693571
