time,FRI15
2021-01-01,-0.69666666
2021-01-02,-0.060833324
2021-01-03,0.8125
2021-01-04,0.7808333
2021-01-05,0.05250001
2021-01-06,-0.285
2021-01-07,-0.85499996
2021-01-08,-0.40499997
2021-01-09,-1.2325
2021-01-10,-1.5849999
2021-01-11,-3.5599997
2021-01-12,-1.4174999
2021-01-13,-0.3983333
2021-01-14,-1.445
2021-01-15,-2.5641668
2021-01-16,-5.2149997
2021-01-17,-7.1825004
2021-01-18,-6.0166664
2021-01-19,-0.145
2021-01-20,2.6066666
2021-01-21,3.4916668
2021-01-22,4.8775
2021-01-23,1.4699999
2021-01-24,-0.42916667
2021-01-25,-0.9141666
2021-01-26,-1.3575
2021-01-27,-0.82750005
2021-01-28,-0.6141667
2021-01-29,-2.0974998
2021-01-30,-2.9341667
2021-01-31,-7.914167
2021-02-01,-6.480833
2021-02-02,0.5358333
2021-02-03,5.424166
2021-02-04,3.265
2021-02-05,0.44999996
2021-02-06,-1.9249998
2021-02-07,-7.603333
2021-02-08,-9.53
2021-02-09,-9.47
2021-02-10,-10.431666
2021-02-11,-9.3075
2021-02-12,-9.599999
2021-02-13,-7.0533333
2021-02-14,-7.406667
2021-02-15,-7.2525
2021-02-16,-1.1525
2021-02-17,2.9808333
2021-02-18,4.0008335
2021-02-19,3.2191668
2021-02-20,3.1108332
2021-02-21,2.4441664
2021-02-22,2.7441666
2021-02-23,6.2075005
2021-02-24,7.783333
2021-02-25,7.91
2021-02-26,4.9016666
2021-02-27,3.0591667
2021-02-28,3.0575
2021-03-01,2.2433333
2021-03-02,3.745
2021-03-03,3.7866666
2021-03-04,3.8008335
2021-03-05,-1.1324999
2021-03-06,-1.4549999
2021-03-07,0.49
2021-03-08,-1.2166666
2021-03-09,-2.7541666
2021-03-10,-1.0141667
2021-03-11,2.2616668
2021-03-12,4.2425
2021-03-13,4.851667
2021-03-14,3.3516667
2021-03-15,2.2291665
2021-03-16,1.8141667
2021-03-17,1.2308333
2021-03-18,-0.14916666
2021-03-19,-1.1866666
2021-03-20,-5.0074997
2021-03-21,0.5808334
2021-03-22,1.0124999
2021-03-23,2.7116663
2021-03-24,4.085833
2021-03-25,5.5333333
2021-03-26,7.6024995
2021-03-27,5.3141665
2021-03-28,4.3158336
2021-03-29,8.9875
2021-03-30,11.615001
2021-03-31,11.338333
2021-04-01,11.024999
2021-04-02,5.15
2021-04-03,3.0208333
2021-04-04,2.6449997
2021-04-05,2.743333
2021-04-06,-0.08166667
2021-04-07,1.0425
2021-04-08,1.4141668
2021-04-09,5.1291666
2021-04-10,6.1358337
2021-04-11,9.888333
2021-04-12,3.2524998
2021-04-13,3.095
2021-04-14,2.4474998
2021-04-15,1.0575
2021-04-16,2.5041666
2021-04-17,4.315
2021-04-18,5.97
2021-04-19,7.4791665
2021-04-20,8.178333
2021-04-21,8.393333
2021-04-22,6.0183334
2021-04-23,4.7724996
2021-04-24,5.620833
2021-04-25,4.2966666
2021-04-26,3.2316666
2021-04-27,4.6875
2021-04-28,8.679999
2021-04-29,11.1466675
2021-04-30,8.949166
