time,DEC05
2021-08-03,23.04
2021-08-04,24.007
2021-08-05,23.952
2021-08-06,22.496
2021-08-07,20.739998
2021-08-08,20.824
2021-08-09,21.932
2021-08-10,24.719997
2021-08-11,25.706
2021-08-12,25.804
2021-08-13,27.884998
2021-08-14,28.028
2021-08-15,27.516
2021-08-16,26.125
2021-08-17,25.038998
2021-08-18,23.614998
2021-08-19,23.285
2021-08-20,22.421
2021-08-21,23.288
2021-08-22,25.531
2021-08-23,27.001999
2021-08-24,25.444998
2021-08-25,24.472998
2021-08-26,24.396
2021-08-27,23.778
2021-08-28,21.768002
2021-08-29,21.651
2021-08-30,22.256
2021-08-31,23.314999
2021-09-01,21.814
2021-09-02,21.784
2021-09-03,21.858997
2021-09-04,23.154999
2021-09-05,25.541
2021-09-06,27.366999
2021-09-07,23.685999
2021-09-08,21.291
2021-09-09,21.626
2021-09-10,22.026999
2021-09-11,22.478
2021-09-12,24.041998
2021-09-13,22.121
2021-09-14,19.230999
2021-09-15,20.061
2021-09-16,20.791
2021-09-17,20.334997
2021-09-18,18.93
2021-09-19,19.451
2021-09-20,20.15
2021-09-21,20.0
2021-09-22,19.431
2021-09-23,18.262
2021-09-24,19.324
2021-09-25,17.904999
2021-09-26,18.551998
2021-09-27,19.234
2021-09-28,18.800999
2021-09-29,18.455
2021-09-30,19.408
2021-10-01,20.564
2021-10-02,20.423
2021-10-03,15.979999
2021-10-04,16.187
2021-10-05,18.108
2021-10-06,20.421
2021-10-07,20.612
2021-10-08,20.595999
2021-10-09,20.376999
2021-10-10,20.206
2021-10-11,20.244999
2021-10-12,19.88
2021-10-13,19.831
2021-10-14,18.777998
2021-10-15,18.319998
2021-10-16,18.592999
2021-10-17,20.255001
2021-10-18,21.34
2021-10-19,21.222
2021-10-20,20.713001
2021-10-21,17.326
2021-10-22,16.416998
2021-10-23,15.555
2021-10-24,15.566
2021-10-25,15.498999
2021-10-26,16.260998
2021-10-27,15.977
2021-10-28,15.603999
2021-10-29,16.610998
2021-10-30,19.603
2021-10-31,19.161
2021-11-01,16.027
2021-11-02,13.8220005
2021-11-03,11.973001
2021-11-04,10.1449995
2021-11-05,10.117
2021-11-06,9.667
2021-11-07,8.962999
2021-11-08,12.014
2021-11-09,12.518999
2021-11-10,11.858999
2021-11-11,11.496
2021-11-12,10.577001
2021-11-13,11.450999
2021-11-14,11.440001
2021-11-15,10.1189995
2021-11-16,10.674001
2021-11-17,10.74
2021-11-18,11.164999
2021-11-19,12.828
2021-11-20,13.125999
2021-11-21,12.591
2021-11-22,9.688
2021-11-23,6.7479997
2021-11-24,8.027
2021-11-25,7.9969993
2021-11-26,7.5979996
2021-11-27,8.217
2021-11-28,7.336
2021-11-29,10.455
2021-11-30,8.0
2021-12-01,7.938999
2021-12-02,9.709
2021-12-03,8.093
2021-12-04,10.44
2021-12-05,10.68
2021-12-06,10.54
2021-12-07,10.937
2021-12-08,10.276999
2021-12-09,11.362999
2021-12-10,12.318999
2021-12-11,11.9470005
2021-12-12,11.051
2021-12-13,11.219999
2021-12-14,10.125
2021-12-15,9.304001
2021-12-16,9.478001
2021-12-17,9.704
2021-12-18,8.646
2021-12-19,10.658999
2021-12-20,11.951999
2021-12-21,13.378
2021-12-22,14.339998
2021-12-23,13.592999
2021-12-24,13.421
2021-12-25,13.167999
2021-12-26,14.275999
2021-12-27,16.143002
2021-12-28,14.958
2021-12-29,13.2369995
2021-12-30,12.183001
2021-12-31,12.723
