time,ITH37
2021-01-01,0.08999999
2021-01-02,-0.45428568
2021-01-03,1.7814285
2021-01-04,2.0371428
2021-01-05,2.0628572
2021-01-06,1.51
2021-01-07,-2.0400002
2021-01-08,-0.28857142
2021-01-09,1.2471428
2021-01-10,0.41000003
2021-01-11,5.21
2021-01-12,5.7442856
2021-01-13,2.8185713
2021-01-14,3.2999997
2021-01-15,-0.24428572
2021-01-16,3.9885712
2021-01-17,5.5099998
2021-01-18,3.898571
2021-01-19,8.12
2021-01-20,9.39
2021-01-21,3.3985713
2021-01-22,2.3657143
2021-01-23,0.18714285
2021-01-24,-1.6814287
2021-01-25,-1.1685715
2021-01-26,1.0400001
2021-01-27,5.3157134
2021-01-28,7.7242856
2021-01-29,8.077143
2021-01-30,3.1057143
2021-01-31,0.024285717
2021-02-01,2.6185715
2021-02-02,5.4814286
2021-02-03,6.86
2021-02-04,5.1042857
2021-02-05,6.012857
2021-02-06,3.72
2021-02-07,1.2214285
2021-02-08,-0.031428568
2021-02-09,-0.45
2021-02-10,-0.5985714
2021-02-11,-1.8171428
2021-02-12,-0.21000001
2021-02-13,-1.5714285
2021-02-14,1.9542857
2021-02-15,7.497143
2021-02-16,9.278571
2021-02-17,8.172857
2021-02-18,8.527143
2021-02-19,6.305714
2021-02-20,10.541429
2021-02-21,9.437142
2021-02-22,8.677142
2021-02-23,8.244286
2021-02-24,12.228572
2021-02-25,9.175714
2021-02-26,5.615714
2021-02-27,5.2714286
2021-02-28,4.678571
2021-03-01,2.6357143
2021-03-02,4.3514285
2021-03-03,3.9571424
2021-03-04,4.3085713
2021-03-05,3.292857
2021-03-06,1.642857
2021-03-07,2.51
2021-03-08,4.5071425
2021-03-09,5.4785714
2021-03-10,7.801429
2021-03-11,8.792857
2021-03-12,6.3399997
2021-03-13,5.38
2021-03-14,6.002857
2021-03-15,8.488572
2021-03-16,9.631429
2021-03-17,6.3671427
2021-03-18,6.4500003
2021-03-19,7.4371424
2021-03-20,8.45
2021-03-21,8.154285
2021-03-22,5.9328575
2021-03-23,7.5099998
2021-03-24,9.611428
2021-03-25,8.402857
2021-03-26,8.725714
2021-03-27,5.6342854
2021-03-28,10.08
2021-03-29,12.748571
2021-03-30,11.742857
2021-03-31,14.474286
2021-04-01,8.138571
2021-04-02,5.7999997
2021-04-03,5.8914285
2021-04-04,6.895714
2021-04-05,4.5499997
2021-04-06,2.7642858
2021-04-07,1.8157141
2021-04-08,6.562857
2021-04-09,5.688571
2021-04-10,2.835714
2021-04-11,3.374286
2021-04-12,3.8228567
2021-04-13,4.6742854
2021-04-14,5.8328576
2021-04-15,4.4799995
2021-04-16,4.535714
2021-04-17,5.438572
2021-04-18,6.5128565
2021-04-19,7.7557144
2021-04-20,9.097142
2021-04-21,9.031428
2021-04-22,6.2357144
2021-04-23,8.445715
2021-04-24,8.668571
2021-04-25,7.1585717
2021-04-26,6.5642853
2021-04-27,7.9542856
2021-04-28,7.4500003
2021-04-29,4.964286
2021-04-30,6.202857
2021-05-01,5.401428
2021-05-02,5.8
2021-05-03,7.342857
2021-05-04,7.312857
2021-05-05,5.035714
2021-05-06,5.84
2021-05-07,6.4471426
2021-05-08,9.04
2021-05-09,13.741429
2021-05-10,11.692858
2021-05-11,9.865714
2021-05-12,9.782857
2021-05-13,11.022857
2021-05-14,9.401428
2021-05-15,9.934286
2021-05-16,9.78
2021-05-17,10.832856
2021-05-18,10.4871435
2021-05-19,10.301429
2021-05-20,8.49
2021-05-21,10.244286
2021-05-22,9.267142
2021-05-23,7.898571
2021-05-24,8.44
2021-05-25,10.095714
2021-05-26,9.988571
2021-05-27,11.334285
