time,DE21C
2021-01-01,0.5825
2021-01-02,0.695
2021-01-03,0.35999998
2021-01-04,-0.1875
2021-01-05,0.015000001
2021-01-06,0.54249996
2021-01-07,-0.375
2021-01-08,-0.2525
2021-01-09,-0.9925
2021-01-10,-1.4875
2021-01-11,-2.045
2021-01-12,0.605
2021-01-13,0.495
2021-01-14,-0.145
2021-01-15,-1.5775
2021-01-16,-2.5524998
2021-01-17,-2.4074998
2021-01-18,1.055
2021-01-19,1.9399999
2021-01-20,4.4425
2021-01-21,6.7
2021-01-22,3.9099998
2021-01-23,0.96
2021-01-24,-0.085
2021-01-25,-2.225
2021-01-26,-0.23249999
2021-01-27,-0.29999998
2021-01-28,1.1524999
2021-01-29,4.225
2021-01-30,0.51
2021-01-31,-1.9425001
2021-02-01,0.4075
2021-02-02,4.4624996
2021-02-03,8.155
2021-02-04,5.2425
2021-02-05,3.27
2021-02-06,0.73749995
2021-02-07,-5.3324995
2021-02-08,-9.205
2021-02-09,-13.355
2021-02-10,-12.225
2021-02-11,-7.7799997
2021-02-12,-10.9025
2021-02-13,-11.1525
2021-02-14,-10.3975
2021-02-15,-3.705
2021-02-16,2.6475
2021-02-17,4.48
2021-02-18,3.69
2021-02-19,4.2
2021-02-20,6.6525
2021-02-21,8.0075
2021-02-22,5.35
2021-02-23,9.3025
2021-02-24,10.1075
2021-02-25,9.8475
2021-02-26,4.7375
2021-02-27,2.3325
2021-02-28,3.8725
2021-03-01,3.2424998
2021-03-02,5.0225
2021-03-03,5.4425
2021-03-04,4.6675005
2021-03-05,0.97749996
2021-03-06,-0.835
2021-03-07,-0.64
2021-03-08,0.69499993
2021-03-09,1.165
2021-03-10,4.235
2021-03-11,7.0975
2021-03-12,5.2349997
2021-03-13,4.345
2021-03-14,3.355
2021-03-15,3.4775
2021-03-16,3.3075
2021-03-17,0.9975
2021-03-18,0.67249995
2021-03-19,1.0675
2021-03-20,0.30749997
2021-03-21,3.8674998
2021-03-22,3.56
2021-03-23,4.3124995
2021-03-24,5.62
2021-03-25,7.7675
2021-03-26,9.37
2021-03-27,4.5874996
2021-03-28,6.7799993
2021-03-29,11.8675
2021-03-30,11.477499
2021-03-31,13.26
2021-04-01,11.844999
2021-04-02,5.7025
2021-04-03,4.685
2021-04-04,3.8674998
2021-04-05,1.305
2021-04-06,0.2025
2021-04-07,0.27249998
2021-04-08,1.6199999
2021-04-09,6.0674996
2021-04-10,6.5975
2021-04-11,6.2225
2021-04-12,2.24
2021-04-13,1.6625
2021-04-14,1.5574999
2021-04-15,2.1374998
2021-04-16,5.0025
2021-04-17,4.9925
2021-04-18,7.1075
2021-04-19,7.115
2021-04-20,8.32
2021-04-21,9.3175
2021-04-22,5.2675
2021-04-23,5.415
2021-04-24,5.98
2021-04-25,4.2275
2021-04-26,5.31
2021-04-27,7.285
2021-04-28,10.914999
2021-04-29,9.202499
2021-04-30,6.855
2021-05-01,8.58
2021-05-02,6.3575
2021-05-03,6.9174995
2021-05-04,8.4625
2021-05-05,4.9725
2021-05-06,5.4399996
2021-05-07,5.345
2021-05-08,8.4675
2021-05-09,18.022501
2021-05-10,16.31
2021-05-11,13.237499
2021-05-12,12.1725
2021-05-13,11.804999
2021-05-14,11.65
2021-05-15,9.53
2021-05-16,9.594999
2021-05-17,9.7275
2021-05-18,9.0725
2021-05-19,9.2575
2021-05-20,11.235001
2021-05-21,12.684999
2021-05-22,9.334999
2021-05-23,9.655
2021-05-24,11.672499
2021-05-25,8.0725
2021-05-26,8.5675
