time,LT024
2021-01-01,0.97999996
2021-01-02,3.21
2021-01-03,3.54
2021-01-04,4.52
2021-01-05,3.82
2021-01-06,4.4
2021-01-07,1.6999999
2021-01-08,0.14999999
2021-01-09,0.69
2021-01-10,0.14999999
2021-01-11,4.64
2021-01-12,7.83
2021-01-13,4.37
2021-01-14,5.77
2021-01-15,2.21
2021-01-16,2.78
2021-01-17,5.46
2021-01-18,4.29
2021-01-19,8.17
2021-01-20,9.26
2021-01-21,5.99
2021-01-22,3.97
2021-01-23,2.27
2021-01-24,0.38
2021-01-25,2.23
2021-01-26,2.95
2021-01-27,6.33
2021-01-28,9.0199995
2021-01-29,9.139999
2021-01-30,5.96
2021-01-31,2.4199998
2021-02-01,4.2999997
2021-02-02,7.5299997
2021-02-03,8.74
2021-02-04,5.79
2021-02-05,8.49
2021-02-06,6.0499997
2021-02-07,2.25
2021-02-08,-1.67
2021-02-09,-1.16
2021-02-10,-0.48999998
2021-02-11,-2.3
2021-02-12,-0.61
2021-02-13,-1.63
2021-02-14,1.0699999
2021-02-15,6.81
2021-02-16,8.679999
2021-02-17,9.12
2021-02-18,9.2699995
2021-02-19,7.0099998
2021-02-20,11.9
2021-02-21,12.009999
2021-02-22,9.92
2021-02-23,10.309999
2021-02-24,13.24
2021-02-25,10.719999
2021-02-26,7.0499997
2021-02-27,5.97
2021-02-28,6.2999997
2021-03-01,6.0899997
2021-03-02,5.9
2021-03-03,6.02
2021-03-04,5.66
2021-03-05,4.5699997
2021-03-06,3.04
2021-03-07,3.32
2021-03-08,3.6699998
2021-03-09,7.25
2021-03-10,6.22
2021-03-11,9.69
2021-03-12,7.37
2021-03-13,7.7799997
2021-03-14,6.72
2021-03-15,9.05
2021-03-16,8.07
2021-03-17,7.45
2021-03-18,6.3799996
2021-03-19,6.93
2021-03-20,6.27
2021-03-21,8.01
2021-03-22,6.6
2021-03-23,6.7999997
2021-03-24,8.23
2021-03-25,8.75
2021-03-26,9.889999
2021-03-27,7.02
2021-03-28,9.84
2021-03-29,12.2699995
2021-03-30,13.049999
2021-03-31,14.57
2021-04-01,10.42
2021-04-02,7.33
2021-04-03,6.92
2021-04-04,7.8799996
2021-04-05,6.22
2021-04-06,3.61
2021-04-07,2.72
2021-04-08,6.79
2021-04-09,8.32
2021-04-10,6.48
2021-04-11,5.5
2021-04-12,4.24
2021-04-13,5.24
2021-04-14,5.67
2021-04-15,5.49
2021-04-16,5.73
2021-04-17,6.44
2021-04-18,6.8799996
2021-04-19,8.05
2021-04-20,9.2
2021-04-21,8.5199995
2021-04-22,7.49
2021-04-23,8.349999
2021-04-24,9.58
2021-04-25,8.13
2021-04-26,7.6
2021-04-27,7.94
2021-04-28,8.389999
2021-04-29,7.7799997
2021-04-30,7.49
2021-05-01,7.24
2021-05-02,7.7
2021-05-03,8.91
2021-05-04,10.7
2021-05-05,8.32
