time,LT024
2021-05-06,6.6299996
2021-05-07,8.179999
2021-05-08,11.759999
2021-05-09,15.099999
2021-05-10,13.75
2021-05-11,11.889999
2021-05-12,12.0199995
2021-05-13,11.99
2021-05-14,10.21
2021-05-15,11.11
2021-05-16,11.24
2021-05-17,12.33
2021-05-18,11.08
2021-05-19,12.37
2021-05-20,10.38
2021-05-21,11.71
2021-05-22,11.5199995
2021-05-23,9.54
2021-05-24,11.2
2021-05-25,10.73
2021-05-26,10.679999
2021-05-27,12.45
2021-05-28,13.04
2021-05-29,14.58
2021-05-30,13.13
2021-05-31,15.349999
2021-06-01,17.41
2021-06-02,19.23
2021-06-03,18.359999
2021-06-04,14.509999
2021-06-05,15.37
2021-06-06,15.99
2021-06-07,16.22
2021-06-08,16.58
2021-06-09,17.369999
2021-06-10,18.4
2021-06-11,18.63
2021-06-12,18.199999
2021-06-13,18.68
2021-06-14,20.789999
2021-06-15,18.01
2021-06-16,20.9
2021-06-17,20.109999
2021-06-18,16.359999
2021-06-19,14.36
2021-06-20,15.509999
2021-06-21,13.15
2021-06-22,14.059999
2021-06-23,13.69
2021-06-24,14.41
2021-06-25,17.02
2021-06-26,16.43
2021-06-27,17.539999
2021-06-28,17.14
2021-06-29,16.24
2021-06-30,14.7
2021-07-01,15.299999
2021-07-02,17.84
2021-07-03,18.14
2021-07-04,17.77
2021-07-05,16.82
2021-07-06,16.51
2021-07-07,16.01
2021-07-08,16.91
2021-07-09,17.71
2021-07-10,15.7699995
2021-07-11,16.34
2021-07-12,17.4
2021-07-13,18.3
2021-07-14,18.27
2021-07-15,17.93
2021-07-16,17.63
2021-07-17,19.31
2021-07-18,21.31
2021-07-19,21.529999
2021-07-20,21.64
2021-07-21,22.07
2021-07-22,20.439999
2021-07-23,18.52
2021-07-24,19.34
2021-07-25,18.63
2021-07-26,19.119999
2021-07-27,18.56
2021-07-28,18.67
2021-07-29,17.16
2021-07-30,16.8
2021-07-31,17.16
2021-08-01,16.539999
2021-08-02,15.969999
2021-08-03,16.22
2021-08-04,16.31
2021-08-05,17.21
2021-08-06,18.26
2021-08-07,16.74
2021-08-08,16.81
2021-08-09,17.08
2021-08-10,17.63
2021-08-11,17.14
2021-08-12,18.52
2021-08-13,17.4
2021-08-14,18.66
2021-08-15,18.65
2021-08-16,15.99
2021-08-17,14.299999
2021-08-18,18.3
2021-08-19,16.9
2021-08-20,17.5
2021-08-21,18.25
2021-08-22,17.529999
2021-08-23,17.83
2021-08-24,17.85
2021-08-25,17.449999
2021-08-26,16.49
2021-08-27,15.95
2021-08-28,16.42
2021-08-29,15.95
2021-08-30,15.99
2021-08-31,17.08
2021-09-01,16.47
2021-09-02,17.33
2021-09-03,17.699999
2021-09-04,16.92
2021-09-05,19.22
2021-09-06,19.91
2021-09-07,21.43
2021-09-08,21.75
2021-09-09,20.27
2021-09-10,19.789999
2021-09-11,18.66
2021-09-12,16.18
2021-09-13,16.5
2021-09-14,18.199999
2021-09-15,17.279999
2021-09-16,17.05
2021-09-17,17.25
2021-09-18,18.81
2021-09-19,17.9
2021-09-20,16.5
2021-09-21,14.98
2021-09-22,15.5
2021-09-23,16.039999
2021-09-24,17.76
2021-09-25,17.35
2021-09-26,17.46
2021-09-27,16.41
2021-09-28,14.65
2021-09-29,12.73
2021-09-30,11.509999
2021-10-01,15.65
2021-10-02,11.61
2021-10-03,13.5199995
2021-10-04,13.759999
2021-10-05,13.219999
2021-10-06,13.07
2021-10-07,13.63
2021-10-08,15.389999
2021-10-09,13.17
2021-10-10,13.03
2021-10-11,11.96
2021-10-12,11.639999
2021-10-13,12.099999
2021-10-14,13.11
2021-10-15,12.25
2021-10-16,11.61
2021-10-17,12.719999
2021-10-18,12.92
2021-10-19,18.38
2021-10-20,16.13
2021-10-21,10.2699995
2021-10-22,8.95
2021-10-23,11.0199995
2021-10-24,12.0
2021-10-25,12.78
2021-10-26,12.2
2021-10-27,14.679999
2021-10-28,13.549999
2021-10-29,13.7
2021-10-30,12.219999
2021-10-31,10.84
2021-11-01,11.07
2021-11-02,8.33
2021-11-03,6.96
2021-11-04,8.46
2021-11-05,7.39
2021-11-06,9.53
2021-11-07,10.639999
2021-11-08,7.5499997
2021-11-09,11.69
2021-11-10,11.59
2021-11-11,12.15
2021-11-12,10.82
2021-11-13,11.96
2021-11-14,11.88
2021-11-15,10.28
2021-11-16,8.98
2021-11-17,9.8
2021-11-18,8.99
2021-11-19,10.96
2021-11-20,10.03
2021-11-21,7.89
2021-11-22,7.6699996
2021-11-23,6.6499996
2021-11-24,5.5299997
2021-11-25,5.92
2021-11-26,5.39
2021-11-27,4.0499997
2021-11-28,2.71
2021-11-29,1.75
2021-11-30,7.1
2021-12-01,9.679999
2021-12-02,3.8899999
2021-12-03,4.64
2021-12-04,5.8399997
2021-12-05,5.46
2021-12-06,4.93
2021-12-07,4.47
2021-12-08,7.0
2021-12-09,6.18
2021-12-10,5.5699997
2021-12-11,4.88
2021-12-12,10.66
2021-12-13,10.37
2021-12-14,9.87
2021-12-15,10.309999
2021-12-16,9.889999
2021-12-17,7.91
2021-12-18,7.41
2021-12-19,5.25
2021-12-20,6.2799997
2021-12-21,4.04
2021-12-22,1.26
2021-12-23,5.5899997
2021-12-24,8.51
2021-12-25,7.8199997
2021-12-26,7.8399997
2021-12-27,8.25
2021-12-28,10.24
2021-12-29,10.38
2021-12-30,12.9
2021-12-31,12.82
