time,AT213
2021-01-01,2.4399998
2021-01-02,2.8633335
2021-01-03,2.9733334
2021-01-04,2.3999999
2021-01-05,2.54
2021-01-06,2.2733333
2021-01-07,2.0
2021-01-08,1.3833333
2021-01-09,-0.38333333
2021-01-10,1.0033333
2021-01-11,3.68
2021-01-12,4.99
2021-01-13,2.9133332
2021-01-14,1.0699999
2021-01-15,0.30999997
2021-01-16,0.3133333
2021-01-17,3.3666668
2021-01-18,4.23
2021-01-19,6.8933334
2021-01-20,8.983334
2021-01-21,7.81
2021-01-22,3.2866666
2021-01-23,2.9666665
2021-01-24,1.8733333
2021-01-25,2.1933331
2021-01-26,3.8166666
2021-01-27,3.86
2021-01-28,5.5699997
2021-01-29,8.293333
2021-01-30,0.98999995
2021-01-31,-0.46666667
2021-02-01,2.0233333
2021-02-02,6.2566667
2021-02-03,8.563333
2021-02-04,6.843333
2021-02-05,7.183333
2021-02-06,3.3799999
2021-02-07,-3.9399998
2021-02-08,-6.47
2021-02-09,-6.566666
2021-02-10,-5.3766665
2021-02-11,-5.733333
2021-02-12,-6.313333
2021-02-13,-6.123333
2021-02-14,-1.07
2021-02-15,2.9866667
2021-02-16,7.24
2021-02-17,9.493333
2021-02-18,8.03
2021-02-19,7.2233334
2021-02-20,11.649999
2021-02-21,11.41
2021-02-22,11.639999
2021-02-23,13.493333
2021-02-24,13.206666
2021-02-25,11.170001
2021-02-26,6.653333
2021-02-27,4.2366667
2021-02-28,4.536667
2021-03-01,4.476667
2021-03-02,6.836666
2021-03-03,7.6066666
2021-03-04,3.9166667
2021-03-05,2.1266665
2021-03-06,0.78999996
2021-03-07,1.4366665
2021-03-08,4.8399997
2021-03-09,5.1166663
2021-03-10,6.4133334
2021-03-11,9.330001
2021-03-12,6.77
2021-03-13,6.92
2021-03-14,5.47
2021-03-15,6.203333
2021-03-16,5.6399994
2021-03-17,4.6066666
2021-03-18,3.6433332
2021-03-19,4.23
2021-03-20,4.276666
2021-03-21,6.0499997
