time,CH055
2021-01-01,0.83
2021-01-02,-0.45
2021-01-03,0.38
2021-01-04,0.51
2021-01-05,1.1899999
2021-01-06,1.18
2021-01-07,0.25
2021-01-08,-0.17999999
2021-01-09,-0.90999997
2021-01-10,-3.04
2021-01-11,-2.6399999
2021-01-12,0.95
2021-01-13,0.29
2021-01-14,0.12
2021-01-15,-1.61
2021-01-16,-4.16
2021-01-17,-0.48999998
2021-01-18,1.67
2021-01-19,0.98999995
2021-01-20,5.21
2021-01-21,8.45
2021-01-22,4.79
2021-01-23,2.36
2021-01-24,0.19
2021-01-25,0.14999999
2021-01-26,0.39
2021-01-27,0.13
2021-01-28,6.6
2021-01-29,8.13
2021-01-30,4.2599998
2021-01-31,0.11
2021-02-01,4.36
2021-02-02,7.69
2021-02-03,9.4
2021-02-04,6.39
2021-02-05,6.5699997
2021-02-06,5.69
2021-02-07,4.27
2021-02-08,-1.48
2021-02-09,-4.81
2021-02-10,-7.37
2021-02-11,-5.8399997
2021-02-12,-5.79
2021-02-13,-5.68
2021-02-14,-2.3999999
2021-02-15,1.39
2021-02-16,6.3399997
2021-02-17,6.93
2021-02-18,6.04
2021-02-19,6.3199997
2021-02-20,9.34
2021-02-21,10.059999
2021-02-22,8.24
2021-02-23,12.74
2021-02-24,11.86
2021-02-25,11.05
2021-02-26,5.42
2021-02-27,3.86
2021-02-28,4.58
2021-03-01,6.2999997
2021-03-02,7.77
2021-03-03,8.49
2021-03-04,6.66
2021-03-05,3.12
2021-03-06,1.7099999
2021-03-07,2.0
2021-03-08,1.64
2021-03-09,2.9099998
2021-03-10,5.5699997
2021-03-11,7.8599997
2021-03-12,5.64
2021-03-13,5.46
2021-03-14,3.1299999
2021-03-15,4.77
2021-03-16,3.99
2021-03-17,3.53
2021-03-18,3.1
2021-03-19,2.01
2021-03-20,2.11
2021-03-21,4.22
2021-03-22,3.79
2021-03-23,5.94
2021-03-24,7.31
2021-03-25,7.83
2021-03-26,9.34
2021-03-27,6.33
2021-03-28,8.66
2021-03-29,11.78
2021-03-30,14.139999
2021-03-31,15.86
2021-04-01,15.809999
2021-04-02,7.89
2021-04-03,7.02
2021-04-04,6.8199997
2021-04-05,2.54
2021-04-06,0.52
2021-04-07,1.28
2021-04-08,3.4399998
2021-04-09,8.48
2021-04-10,8.87
2021-04-11,7.18
2021-04-12,3.6499999
2021-04-13,3.6999998
2021-04-14,3.1899998
2021-04-15,3.55
2021-04-16,4.18
2021-04-17,6.91
2021-04-18,7.1299996
2021-04-19,7.8999996
2021-04-20,9.16
2021-04-21,11.469999
2021-04-22,9.059999
2021-04-23,9.22
2021-04-24,10.78
2021-04-25,9.849999
