time,DE27D
2021-05-25,17.100714
2021-05-26,14.152857
2021-05-27,15.573571
2021-05-28,16.04357
2021-05-29,15.170714
2021-05-30,13.697856
2021-05-31,13.3949995
2021-06-01,14.4728565
2021-06-02,14.99857
2021-06-03,16.240713
2021-06-04,18.21143
2021-06-05,19.85357
2021-06-06,20.113571
2021-06-07,20.025713
2021-06-08,21.222858
2021-06-09,21.949999
2021-06-10,21.235714
2021-06-11,19.982859
2021-06-12,20.987854
2021-06-13,19.697142
2021-06-14,16.324999
2021-06-15,18.841427
2021-06-16,21.477858
2021-06-17,23.174284
2021-06-18,23.539997
2021-06-19,24.727142
2021-06-20,24.499285
2021-06-21,25.558573
2021-06-22,27.56143
2021-06-23,27.835714
2021-06-24,28.944286
2021-06-25,28.26
2021-06-26,23.927141
2021-06-27,23.810715
2021-06-28,24.73714
2021-06-29,26.71214
2021-06-30,27.13
2021-07-01,22.46857
2021-07-02,20.455
2021-07-03,21.359999
2021-07-04,21.565716
2021-07-05,23.355713
2021-07-06,24.765
2021-07-07,26.52643
2021-07-08,28.577856
2021-07-09,28.747145
2021-07-10,24.304287
2021-07-11,24.99
2021-07-12,24.758572
2021-07-13,27.505001
2021-07-14,28.87857
2021-07-15,25.279999
2021-07-16,24.980715
2021-07-17,24.379995
2021-07-18,24.791428
2021-07-19,22.418573
2021-07-20,22.905714
2021-07-21,21.089285
2021-07-22,21.037855
2021-07-23,21.404284
2021-07-24,22.770712
2021-07-25,24.898573
2021-07-26,26.587143
2021-07-27,26.907858
2021-07-28,27.902853
2021-07-29,26.19071
2021-07-30,25.586428
2021-07-31,25.719997
2021-08-01,25.588572
2021-08-02,22.092144
2021-08-03,22.085001
2021-08-04,23.101427
2021-08-05,21.511429
2021-08-06,20.690714
2021-08-07,22.140715
2021-08-08,25.262857
2021-08-09,24.687145
2021-08-10,25.177856
2021-08-11,24.757854
2021-08-12,23.768572
2021-08-13,24.229284
2021-08-14,26.372854
2021-08-15,27.395
2021-08-16,28.037857
2021-08-17,21.342142
2021-08-18,18.492142
2021-08-19,19.142141
2021-08-20,20.849285
2021-08-21,21.908571
2021-08-22,23.002142
2021-08-23,22.459286
2021-08-24,20.14143
2021-08-25,17.10643
2021-08-26,17.144285
2021-08-27,15.251428
2021-08-28,14.830714
2021-08-29,16.132143
2021-08-30,16.632143
2021-08-31,17.727858
2021-09-01,17.89
2021-09-02,17.567142
2021-09-03,17.502142
2021-09-04,17.960001
2021-09-05,18.831427
2021-09-06,17.157858
2021-09-07,16.952143
2021-09-08,17.754286
2021-09-09,18.105715
2021-09-10,18.140001
2021-09-11,18.85857
2021-09-12,19.985714
2021-09-13,20.75357
2021-09-14,21.23357
2021-09-15,22.24857
2021-09-16,23.736425
2021-09-17,21.64
2021-09-18,17.100712
2021-09-19,16.47
2021-09-20,12.331429
2021-09-21,12.333571
2021-09-22,11.635
2021-09-23,12.676429
2021-09-24,16.467855
2021-09-25,17.987858
2021-09-26,18.916428
2021-09-27,19.102856
2021-09-28,18.840714
2021-09-29,16.119999
2021-09-30,14.364286
2021-10-01,14.559999
2021-10-02,14.125
2021-10-03,15.531428
2021-10-04,17.238571
2021-10-05,18.137857
2021-10-06,14.794286
2021-10-07,13.288572
2021-10-08,12.024999
2021-10-09,8.737857
2021-10-10,7.977857
2021-10-11,9.68
2021-10-12,10.056428
2021-10-13,8.265714
2021-10-14,6.800715
2021-10-15,7.745
2021-10-16,10.678572
2021-10-17,9.302142
2021-10-18,9.13
2021-10-19,9.61
2021-10-20,12.045714
2021-10-21,14.383571
2021-10-22,13.142144
2021-10-23,10.825714
2021-10-24,6.991429
2021-10-25,7.316428
2021-10-26,7.217858
2021-10-27,7.505714
2021-10-28,7.1207137
2021-10-29,8.793571
2021-10-30,10.344285
2021-10-31,9.401428
2021-11-01,9.018571
2021-11-02,8.645715
2021-11-03,8.737857
2021-11-04,15.792143
2021-11-05,9.207857
2021-11-06,7.8314285
2021-11-07,8.5742855
2021-11-08,8.157857
2021-11-09,7.9849997
2021-11-10,5.696428
2021-11-11,5.2057147
2021-11-12,3.132857
2021-11-13,3.342857
2021-11-14,6.842143
2021-11-15,5.8021426
2021-11-16,6.335714
2021-11-17,5.1321425
2021-11-18,6.491428
2021-11-19,6.411429
2021-11-20,8.377143
2021-11-21,5.6257143
2021-11-22,3.8649995
2021-11-23,5.517857
2021-11-24,1.1671429
2021-11-25,2.332143
2021-11-26,4.682857
2021-11-27,4.350714
2021-11-28,7.862142
2021-11-29,3.605
2021-11-30,2.395
2021-12-01,6.320714
2021-12-02,8.370714
2021-12-03,4.897857
2021-12-04,-1.0585715
2021-12-05,2.1207142
2021-12-06,3.2821429
2021-12-07,1.4307142
2021-12-08,0.26285717
2021-12-09,1.5414283
2021-12-10,1.3357143
2021-12-11,2.612857
2021-12-12,1.4971428
2021-12-13,1.505
2021-12-14,0.120714284
2021-12-15,1.2564286
2021-12-16,3.2457142
2021-12-17,4.9207144
2021-12-18,3.545714
2021-12-19,3.7235713
2021-12-20,3.3114283
2021-12-21,-0.25285715
2021-12-22,-2.2335713
2021-12-23,-3.4199998
2021-12-24,4.6392856
2021-12-25,6.2392855
2021-12-26,0.1992857
2021-12-27,-1.5228571
2021-12-28,-0.40642855
2021-12-29,1.8771428
2021-12-30,3.3571427
2021-12-31,7.9392853
