time,FRJ15
2021-09-22,22.029999
2021-09-23,24.279999
2021-09-24,24.14
2021-09-25,24.88
2021-09-26,24.439999
2021-09-27,22.92
2021-09-28,23.14
2021-09-29,21.77
2021-09-30,21.529999
2021-10-01,21.32
2021-10-02,21.15
2021-10-03,23.38
2021-10-04,18.21
2021-10-05,17.75
2021-10-06,18.93
2021-10-07,18.72
2021-10-08,18.83
2021-10-09,19.029999
2021-10-10,18.59
2021-10-11,17.68
2021-10-12,18.19
2021-10-13,17.72
2021-10-14,17.25
2021-10-15,17.88
2021-10-16,17.91
2021-10-17,17.88
2021-10-18,17.69
2021-10-19,17.84
2021-10-20,19.21
2021-10-21,20.279999
2021-10-22,18.41
2021-10-23,17.73
2021-10-24,17.949999
2021-10-25,17.539999
2021-10-26,16.69
2021-10-27,16.46
2021-10-28,16.88
2021-10-29,17.18
2021-10-30,18.98
2021-10-31,21.189999
2021-11-01,18.08
2021-11-02,17.0
2021-11-03,15.48
2021-11-04,13.59
2021-11-05,12.04
2021-11-06,13.83
2021-11-07,12.78
2021-11-08,13.78
2021-11-09,14.98
2021-11-10,15.41
2021-11-11,16.1
2021-11-12,15.03
2021-11-13,16.42
2021-11-14,14.15
2021-11-15,13.61
2021-11-16,14.389999
2021-11-17,13.049999
2021-11-18,13.08
2021-11-19,14.03
2021-11-20,14.28
2021-11-21,14.74
2021-11-22,13.42
2021-11-23,13.099999
2021-11-24,13.84
2021-11-25,11.03
2021-11-26,11.86
2021-11-27,11.16
2021-11-28,8.25
2021-11-29,9.49
2021-11-30,11.4
2021-12-01,13.79
2021-12-02,9.96
2021-12-03,9.32
2021-12-04,13.219999
2021-12-05,10.099999
2021-12-06,9.2
2021-12-07,13.2
2021-12-08,11.9
2021-12-09,10.26
2021-12-10,13.13
2021-12-11,11.2
2021-12-12,10.29
2021-12-13,11.0199995
2021-12-14,11.37
2021-12-15,11.219999
2021-12-16,10.25
2021-12-17,11.09
2021-12-18,10.78
2021-12-19,10.42
2021-12-20,11.01
2021-12-21,13.23
2021-12-22,11.37
2021-12-23,12.87
2021-12-24,14.049999
2021-12-25,14.2
2021-12-26,13.389999
2021-12-27,14.83
2021-12-28,14.61
2021-12-29,15.48
2021-12-30,14.719999
2021-12-31,12.61
