time,DED21
2021-01-01,2.4199998
2021-01-02,3.125
2021-01-03,3.85
2021-01-04,3.29
2021-01-05,3.2424998
2021-01-06,1.4824998
2021-01-07,-0.3525
2021-01-08,0.15999998
2021-01-09,-2.07
2021-01-10,-1.8074999
2021-01-11,-3.23
2021-01-12,-3.5025
2021-01-13,-1.4849999
2021-01-14,-0.835
2021-01-15,-2.81
2021-01-16,-3.4299998
2021-01-17,-3.24
2021-01-18,-3.4975
2021-01-19,0.325
2021-01-20,5.6
2021-01-21,8.5225
2021-01-22,9.747499
2021-01-23,6.72
2021-01-24,1.6049999
2021-01-25,-1.0675
2021-01-26,-0.61999995
2021-01-27,-0.6225
2021-01-28,1.365
2021-01-29,3.7975
2021-01-30,4.0125
2021-01-31,-0.4825
2021-02-01,-1.88
2021-02-02,0.23750001
2021-02-03,6.6599994
2021-02-04,7.9624996
2021-02-05,6.9775
2021-02-06,5.8475
2021-02-07,8.0425005
2021-02-08,3.4275
2021-02-09,2.1675
2021-02-10,1.7075
2021-02-11,-3.2175
2021-02-12,-5.9125
2021-02-13,-5.29
2021-02-14,-3.345
2021-02-15,-2.9275
2021-02-16,1.7525
2021-02-17,3.0475
2021-02-18,3.9225
2021-02-19,6.0299997
2021-02-20,5.2124996
2021-02-21,5.5424995
2021-02-22,7.6674995
2021-02-23,8.647499
2021-02-24,9.0425
2021-02-25,9.025
2021-02-26,8.985
2021-02-27,5.69
2021-02-28,2.8425
2021-03-01,3.7824998
2021-03-02,4.5275
2021-03-03,6.1124997
2021-03-04,8.6825
2021-03-05,5.9249997
2021-03-06,0.097500004
2021-03-07,0.19999999
2021-03-08,4.455
2021-03-09,1.99
2021-03-10,2.4874997
2021-03-11,4.8099995
2021-03-12,7.4349995
2021-03-13,7.7975
2021-03-14,5.33
2021-03-15,4.3875
2021-03-16,4.015
2021-03-17,2.5774999
2021-03-18,2.1675
2021-03-19,1.1875
2021-03-20,0.00500001
2021-03-21,0.26500002
2021-03-22,3.3075
2021-03-23,5.1675
2021-03-24,5.805
2021-03-25,6.1175
2021-03-26,9.4625
2021-03-27,10.95
2021-03-28,7.0874996
2021-03-29,9.9625
2021-03-30,12.8425
2021-03-31,13.709999
2021-04-01,15.1275
2021-04-02,13.947499
2021-04-03,7.8449993
2021-04-04,4.0099998
2021-04-05,7.285
2021-04-06,0.13749999
2021-04-07,-0.030000001
2021-04-08,2.84
2021-04-09,7.29
2021-04-10,10.3925
2021-04-11,11.2975
2021-04-12,9.3075
2021-04-13,2.9424999
2021-04-14,4.305
2021-04-15,4.4525
2021-04-16,5.43
2021-04-17,6.4275
2021-04-18,7.66
2021-04-19,7.09
2021-04-20,8.315001
2021-04-21,9.974999
2021-04-22,10.645
2021-04-23,9.1025
2021-04-24,11.2025
2021-04-25,11.727499
2021-04-26,7.4825
2021-04-27,5.8650002
2021-04-28,9.1825
2021-04-29,14.692499
2021-04-30,16.324999
2021-05-01,17.56
2021-05-02,12.3825
2021-05-03,9.41
2021-05-04,12.9125
2021-05-05,12.107499
2021-05-06,7.92
2021-05-07,7.6525
2021-05-08,10.3
2021-05-09,15.5925
2021-05-10,19.252499
2021-05-11,19.825
2021-05-12,14.4175
2021-05-13,13.414999
2021-05-14,12.827499
2021-05-15,13.9725
2021-05-16,15.325
2021-05-17,11.4025
2021-05-18,13.36
2021-05-19,10.1325
2021-05-20,12.63
2021-05-21,15.1825
2021-05-22,15.3125
2021-05-23,11.134999
2021-05-24,9.7575
2021-05-25,9.4175005
2021-05-26,12.29
2021-05-27,13.344999
2021-05-28,13.6325
2021-05-29,12.047501
2021-05-30,11.93
2021-05-31,12.93
2021-06-01,14.032499
2021-06-02,16.0325
2021-06-03,17.915
2021-06-04,20.06
2021-06-05,20.4825
2021-06-06,18.16
2021-06-07,20.0875
2021-06-08,19.785
2021-06-09,19.704998
2021-06-10,19.689999
2021-06-11,18.57
2021-06-12,20.2775
2021-06-13,18.9025
2021-06-14,15.702499
2021-06-15,18.539999
2021-06-16,20.7725
2021-06-17,22.4675
2021-06-18,23.369999
2021-06-19,24.392498
2021-06-20,25.824999
2021-06-21,26.8475
2021-06-22,25.807499
2021-06-23,25.335
2021-06-24,27.602499
2021-06-25,22.715
2021-06-26,21.945
2021-06-27,23.199999
2021-06-28,25.425
2021-06-29,26.7725
2021-06-30,22.5175
2021-07-01,15.865
2021-07-02,18.314999
2021-07-03,20.895
2021-07-04,19.91
2021-07-05,19.7825
2021-07-06,23.8475
2021-07-07,25.832499
2021-07-08,25.7775
2021-07-09,24.667498
2021-07-10,21.117498
2021-07-11,21.2225
2021-07-12,23.302498
2021-07-13,25.6725
2021-07-14,21.8
2021-07-15,21.03
2021-07-16,21.984999
2021-07-17,20.262499
2021-07-18,21.2325
2021-07-19,21.755
2021-07-20,20.16
2021-07-21,19.1325
2021-07-22,19.955
2021-07-23,18.375
2021-07-24,22.765
2021-07-25,24.022501
2021-07-26,24.2125
2021-07-27,22.902498
2021-07-28,26.1775
2021-07-29,23.484999
2021-07-30,24.9475
2021-07-31,21.8925
2021-08-01,19.1075
2021-08-02,18.7425
2021-08-03,19.6075
2021-08-04,19.3975
2021-08-05,17.289999
2021-08-06,19.2125
2021-08-07,22.6675
2021-08-08,21.735
2021-08-09,20.564999
2021-08-10,22.5225
2021-08-11,23.189999
2021-08-12,23.265
2021-08-13,24.294998
2021-08-14,25.1675
2021-08-15,24.097498
2021-08-16,23.707499
2021-08-17,17.537498
2021-08-18,16.857498
2021-08-19,18.115
2021-08-20,19.98
2021-08-21,20.5225
2021-08-22,21.4025
2021-08-23,15.912499
2021-08-24,17.3
2021-08-25,14.6325
2021-08-26,14.9625
2021-08-27,14.5575
2021-08-28,14.359999
2021-08-29,13.1625
2021-08-30,13.907499
2021-08-31,16.035
2021-09-01,15.0625
2021-09-02,15.6475
2021-09-03,15.897499
2021-09-04,15.99
2021-09-05,16.3625
2021-09-06,15.992499
2021-09-07,15.785
2021-09-08,15.4574995
2021-09-09,15.11
2021-09-10,16.185
2021-09-11,16.7225
2021-09-12,17.867498
2021-09-13,18.2375
2021-09-14,19.105
2021-09-15,21.125
2021-09-16,20.805
2021-09-17,15.129999
2021-09-18,14.92
2021-09-19,14.8025
2021-09-20,11.5925
2021-09-21,12.012499
2021-09-22,12.099999
2021-09-23,12.33
2021-09-24,15.072499
2021-09-25,15.344999
2021-09-26,16.682499
2021-09-27,16.09
2021-09-28,16.4625
2021-09-29,15.1975
2021-09-30,12.76
2021-10-01,12.1
2021-10-02,12.0975
2021-10-03,16.4225
2021-10-04,17.670002
2021-10-05,17.56
2021-10-06,12.105
2021-10-07,10.155
2021-10-08,10.5625
2021-10-09,8.4625
2021-10-10,6.205
2021-10-11,8.5
2021-10-12,6.9375
2021-10-13,6.685
2021-10-14,6.4449997
2021-10-15,7.58
2021-10-16,9.405
2021-10-17,7.49
2021-10-18,7.1799994
2021-10-19,9.2725
2021-10-20,12.3375
2021-10-21,15.2125
2021-10-22,11.35
2021-10-23,7.9075003
2021-10-24,4.96
2021-10-25,4.075
2021-10-26,5.8125
2021-10-27,6.7225
2021-10-28,5.2374997
2021-10-29,4.775
2021-10-30,4.295
2021-10-31,6.1424994
2021-11-01,10.595
2021-11-02,8.21
2021-11-03,8.697499
2021-11-04,10.9625
2021-11-05,6.67
2021-11-06,7.23
2021-11-07,7.7625
2021-11-08,7.225
2021-11-09,5.435
2021-11-10,4.1400003
2021-11-11,4.26
2021-11-12,4.1
2021-11-13,5.2875
2021-11-14,5.455
2021-11-15,6.4075
2021-11-16,6.2925
2021-11-17,5.5675
2021-11-18,5.545
2021-11-19,6.74
2021-11-20,4.635
2021-11-21,3.0674999
2021-11-22,4.975
2021-11-23,1.9825
2021-11-24,-0.255
2021-11-25,0.96999997
2021-11-26,1.9024999
2021-11-27,1.4749999
2021-11-28,1.9774998
2021-11-29,-0.30249998
2021-11-30,0.2175
2021-12-01,5.755
2021-12-02,3.6525002
2021-12-03,1.3675
2021-12-04,0.19
2021-12-05,1.0799999
2021-12-06,1.7974999
2021-12-07,-1.035
2021-12-08,-1.1975
2021-12-09,-0.3975
2021-12-10,-1.7675
2021-12-11,-0.525
2021-12-12,-0.75
2021-12-13,1.4375
2021-12-14,2.7575
2021-12-15,2.2375
2021-12-16,3.385
2021-12-17,1.9949999
2021-12-18,1.3125
2021-12-19,2.1675
2021-12-20,0.485
2021-12-21,-2.46
2021-12-22,-0.72749996
2021-12-23,-1.9375
2021-12-24,4.39
2021-12-25,4.7875
2021-12-26,0.015000001
2021-12-27,0.1025
2021-12-28,1.1099999
2021-12-29,3.65
2021-12-30,5.6575
2021-12-31,6.2499995
