time,DK014
2021-01-01,2.33
2021-01-02,3.59
2021-01-03,3.04
2021-01-04,2.79
2021-01-05,2.62
2021-01-06,1.16
2021-01-07,1.4699999
2021-01-08,1.24
2021-01-09,0.7
2021-01-10,1.61
2021-01-11,4.27
2021-01-12,4.27
2021-01-13,3.0
2021-01-14,-0.32
2021-01-15,-0.07
2021-01-16,0.17999999
2021-01-17,1.03
2021-01-18,3.86
2021-01-19,6.91
2021-01-20,8.78
2021-01-21,7.68
2021-01-22,3.8799999
2021-01-23,1.8499999
2021-01-24,0.42999998
2021-01-25,0.19999999
2021-01-26,2.37
2021-01-27,3.08
2021-01-28,2.47
2021-01-29,2.47
2021-01-30,-1.4699999
2021-01-31,-2.54
2021-02-01,-1.22
2021-02-02,0.42999998
2021-02-03,5.72
2021-02-04,3.97
2021-02-05,3.03
2021-02-06,0.03
2021-02-07,-5.0499997
2021-02-08,-4.92
2021-02-09,-4.29
2021-02-10,-3.73
2021-02-11,-4.73
2021-02-12,-6.33
2021-02-13,-7.58
2021-02-14,-3.78
2021-02-15,1.2099999
2021-02-16,4.98
2021-02-17,7.83
2021-02-18,8.5
2021-02-19,6.69
2021-02-20,11.599999
2021-02-21,10.79
2021-02-22,10.639999
2021-02-23,12.41
2021-02-24,12.759999
2021-02-25,11.04
2021-02-26,6.46
2021-02-27,4.3399997
2021-02-28,2.31
2021-03-01,4.64
2021-03-02,5.2
2021-03-03,3.99
2021-03-04,3.34
2021-03-05,0.82
2021-03-06,2.32
2021-03-07,2.8999999
2021-03-08,4.06
2021-03-09,3.9399998
2021-03-10,5.33
2021-03-11,7.96
2021-03-12,5.85
2021-03-13,6.3199997
2021-03-14,6.0499997
2021-03-15,5.68
2021-03-16,5.8199997
2021-03-17,3.78
2021-03-18,2.87
2021-03-19,3.11
2021-03-20,2.84
2021-03-21,5.83
2021-03-22,5.7599998
2021-03-23,7.12
2021-03-24,7.6699996
2021-03-25,7.3399997
2021-03-26,9.46
2021-03-27,5.5299997
2021-03-28,8.48
2021-03-29,11.929999
2021-03-30,12.13
2021-03-31,13.469999
2021-04-01,8.13
2021-04-02,5.14
2021-04-03,6.5499997
2021-04-04,5.9
2021-04-05,2.78
2021-04-06,1.35
2021-04-07,2.55
2021-04-08,4.49
2021-04-09,6.73
2021-04-10,4.7999997
2021-04-11,3.29
2021-04-12,2.96
2021-04-13,3.9099998
2021-04-14,3.59
2021-04-15,4.65
2021-04-16,5.7799997
2021-04-17,6.0299997
2021-04-18,8.3
2021-04-19,9.67
2021-04-20,10.54
2021-04-21,6.6499996
2021-04-22,6.14
2021-04-23,6.2799997
2021-04-24,6.35
2021-04-25,6.44
2021-04-26,5.48
2021-04-27,7.43
2021-04-28,9.74
2021-04-29,7.97
2021-04-30,8.32
2021-05-01,8.28
2021-05-02,6.7999997
2021-05-03,8.12
2021-05-04,8.29
2021-05-05,6.7599998
2021-05-06,5.58
2021-05-07,6.7599998
2021-05-08,8.37
2021-05-09,18.74
2021-05-10,16.67
2021-05-11,13.0199995
2021-05-12,12.969999
2021-05-13,11.53
2021-05-14,9.67
2021-05-15,9.84
2021-05-16,10.889999
2021-05-17,10.86
2021-05-18,10.23
2021-05-19,9.32
2021-05-20,11.099999
2021-05-21,12.36
2021-05-22,10.38
2021-05-23,10.25
2021-05-24,11.929999
2021-05-25,9.5
2021-05-26,10.33
2021-05-27,10.639999
2021-05-28,11.95
2021-05-29,11.679999
2021-05-30,12.55
2021-05-31,14.849999
2021-06-01,17.859999
2021-06-02,18.939999
2021-06-03,19.98
2021-06-04,20.41
2021-06-05,16.69
2021-06-06,14.2699995
2021-06-07,15.9
2021-06-08,16.76
2021-06-09,19.369999
2021-06-10,19.14
2021-06-11,19.68
2021-06-12,16.25
2021-06-13,15.58
2021-06-14,18.98
2021-06-15,16.34
2021-06-16,20.63
2021-06-17,25.38
2021-06-18,22.529999
2021-06-19,20.1
2021-06-20,18.64
2021-06-21,12.9
2021-06-22,13.66
2021-06-23,13.91
2021-06-24,14.41
2021-06-25,15.57
2021-06-26,19.119999
2021-06-27,19.59
2021-06-28,20.82
2021-06-29,17.5
2021-06-30,14.48
2021-07-01,16.48
2021-07-02,16.25
2021-07-03,18.359999
2021-07-04,18.39
2021-07-05,17.21
2021-07-06,18.17
2021-07-07,17.5
2021-07-08,18.0
2021-07-09,17.82
2021-07-10,17.49
2021-07-11,19.279999
2021-07-12,20.109999
2021-07-13,19.84
2021-07-14,20.33
2021-07-15,18.529999
2021-07-16,17.529999
2021-07-17,19.41
2021-07-18,19.06
2021-07-19,16.529999
2021-07-20,17.01
2021-07-21,17.76
2021-07-22,17.21
2021-07-23,16.09
2021-07-24,19.09
2021-07-25,20.0
2021-07-26,19.93
2021-07-27,19.0
2021-07-28,17.46
2021-07-29,16.5
