time,DED52
2021-01-01,1.8425
2021-01-02,-0.50357145
2021-01-03,-0.050714273
2021-01-04,-0.08750001
2021-01-05,-1.4971429
2021-01-06,-1.3974999
2021-01-07,-1.0167857
2021-01-08,-1.0907142
2021-01-09,-0.45892856
2021-01-10,-1.2932144
2021-01-11,-3.7174995
2021-01-12,-3.7421424
2021-01-13,-0.9921428
2021-01-14,-0.6603571
2021-01-15,0.67928565
2021-01-16,2.4660714
2021-01-17,2.325714
2021-01-18,2.5039287
2021-01-19,1.7635714
2021-01-20,1.7360713
2021-01-21,6.597857
2021-01-22,6.458928
2021-01-23,5.9039283
2021-01-24,7.9439282
2021-01-25,8.307857
2021-01-26,9.0128565
2021-01-27,11.766428
2021-01-28,10.957143
2021-01-29,10.386429
2021-01-30,8.528571
2021-01-31,8.161786
2021-02-01,10.272142
2021-02-02,8.937142
2021-02-03,9.435356
2021-02-04,10.797143
2021-02-05,10.3714285
2021-02-06,7.438929
2021-02-07,5.539286
2021-02-08,6.629643
2021-02-09,6.2374997
2021-02-10,7.7489285
2021-02-11,8.096428
2021-02-12,9.79
2021-02-13,8.262857
2021-02-14,7.634285
2021-02-15,8.296428
2021-02-16,8.995714
2021-02-17,9.6132145
2021-02-18,9.343572
2021-02-19,9.287142
2021-02-20,11.346786
2021-02-21,8.042143
2021-02-22,5.9882135
2021-02-23,8.0825
2021-02-24,8.978929
2021-02-25,9.372142
2021-02-26,9.74
2021-02-27,9.123929
2021-02-28,7.0892854
2021-03-01,7.700714
2021-03-02,8.571428
2021-03-03,10.101428
2021-03-04,9.152143
2021-03-05,9.122857
2021-03-06,8.289642
2021-03-07,7.559643
2021-03-08,7.335357
2021-03-09,6.738571
2021-03-10,6.696429
2021-03-11,9.893929
2021-03-12,8.519286
2021-03-13,7.6710715
2021-03-14,7.838214
2021-03-15,8.478214
2021-03-16,9.548572
2021-03-17,10.007501
2021-03-18,6.0617857
2021-03-19,4.510357
2021-03-20,4.3767853
2021-03-21,5.5950003
2021-03-22,7.3914285
2021-03-23,8.768571
2021-03-24,10.454285
2021-03-25,11.482857
2021-03-26,11.899999
2021-03-27,9.991072
2021-03-28,11.636429
2021-03-29,13.129285
2021-03-30,13.984285
2021-03-31,13.310357
2021-04-01,15.072501
2021-04-02,13.081785
2021-04-03,11.88
2021-04-04,10.498215
2021-04-05,12.474642
2021-04-06,12.575
2021-04-07,10.171428
2021-04-08,11.7074995
2021-04-09,9.648928
2021-04-10,10.669999
2021-04-11,10.381784
2021-04-12,9.671428
2021-04-13,11.500714
2021-04-14,12.196785
2021-04-15,9.612856
2021-04-16,8.508214
2021-04-17,7.0446424
2021-04-18,8.493215
2021-04-19,12.034285
2021-04-20,12.855356
2021-04-21,11.893213
2021-04-22,11.144999
2021-04-23,11.288927
2021-04-24,11.066785
2021-04-25,11.864641
2021-04-26,12.5575
2021-04-27,12.5625
2021-04-28,12.826785
2021-04-29,12.559286
2021-04-30,11.443571
2021-05-01,10.313214
2021-05-02,11.293928
2021-05-03,11.505713
2021-05-04,13.689643
2021-05-05,14.648214
2021-05-06,16.10357
2021-05-07,17.374643
2021-05-08,18.134287
2021-05-09,15.304643
2021-05-10,11.806787
2021-05-11,10.97107
2021-05-12,12.862857
2021-05-13,12.832857
2021-05-14,15.146428
2021-05-15,17.103573
2021-05-16,19.2875
2021-05-17,18.424643
2021-05-18,18.6
2021-05-19,17.605715
2021-05-20,18.200714
2021-05-21,20.26643
2021-05-22,17.317501
2021-05-23,11.817857
2021-05-24,13.191071
2021-05-25,15.651785
2021-05-26,17.53
2021-05-27,18.244642
2021-05-28,19.682858
2021-05-29,20.474642
2021-05-30,21.879642
2021-05-31,21.532501
2021-06-01,18.637142
2021-06-02,18.572857
2021-06-03,20.174286
2021-06-04,20.398214
2021-06-05,17.037857
2021-06-06,19.094284
2021-06-07,21.272142
2021-06-08,22.567856
2021-06-09,23.573929
2021-06-10,23.540712
2021-06-11,22.29607
2021-06-12,21.753214
2021-06-13,23.17607
2021-06-14,24.265356
2021-06-15,23.602142
2021-06-16,22.61857
2021-06-17,17.906786
2021-06-18,18.853214
2021-06-19,19.039286
2021-06-20,17.547142
2021-06-21,17.369642
2021-06-22,16.83357
2021-06-23,16.923214
2021-06-24,19.116428
2021-06-25,21.579641
2021-06-26,23.971785
2021-06-27,22.823215
2021-06-28,20.835714
2021-06-29,20.703213
2021-06-30,23.368927
2021-07-01,24.535355
2021-07-02,25.086071
2021-07-03,24.087858
2021-07-04,24.79964
2021-07-05,25.023928
2021-07-06,22.508572
2021-07-07,20.782856
2021-07-08,20.997858
2021-07-09,23.614643
2021-07-10,26.537144
2021-07-11,28.15357
2021-07-12,23.185001
2021-07-13,19.105358
2021-07-14,19.748215
2021-07-15,22.182858
2021-07-16,24.383213
2021-07-17,25.856073
2021-07-18,25.94321
2021-07-19,25.753925
2021-07-20,26.591068
2021-07-21,27.113571
2021-07-22,27.983929
2021-07-23,27.132502
2021-07-24,24.310713
2021-07-25,23.14393
2021-07-26,22.098572
2021-07-27,23.466785
2021-07-28,26.186785
2021-07-29,26.438929
2021-07-30,26.25
2021-07-31,20.971071
2021-08-01,19.08357
2021-08-02,21.574642
2021-08-03,23.304996
2021-08-04,24.768927
2021-08-05,24.913212
2021-08-06,25.47357
2021-08-07,23.245
2021-08-08,22.175356
2021-08-09,25.265
2021-08-10,25.783926
2021-08-11,29.15357
2021-08-12,30.052856
2021-08-13,30.339285
2021-08-14,31.713215
2021-08-15,31.202856
2021-08-16,27.439283
2021-08-17,24.042143
2021-08-18,24.227142
2021-08-19,23.872858
2021-08-20,25.368927
2021-08-21,26.722498
2021-08-22,26.401785
2021-08-23,25.870358
2021-08-24,23.664286
2021-08-25,22.443213
2021-08-26,24.875355
2021-08-27,25.562855
2021-08-28,24.316427
2021-08-29,23.027857
2021-08-30,23.103212
2021-08-31,23.243572
2021-09-01,20.306429
2021-09-02,19.467855
2021-09-03,21.247854
2021-09-04,21.9175
2021-09-05,23.954285
2021-09-06,24.680714
2021-09-07,24.887854
2021-09-08,22.106428
2021-09-09,20.463573
2021-09-10,20.540712
2021-09-11,20.87393
2021-09-12,22.102858
2021-09-13,21.904285
2021-09-14,18.500357
2021-09-15,18.815716
2021-09-16,18.42357
2021-09-17,18.725357
2021-09-18,19.475714
2021-09-19,17.136427
2021-09-20,16.834642
2021-09-21,14.099999
2021-09-22,16.36143
2021-09-23,17.836784
2021-09-24,19.158571
2021-09-25,18.389643
2021-09-26,16.94607
2021-09-27,18.359285
2021-09-28,18.515356
2021-09-29,17.423214
2021-09-30,18.788929
2021-10-01,18.495358
2021-10-02,18.026072
2021-10-03,14.205
2021-10-04,11.573214
2021-10-05,13.691429
2021-10-06,16.178213
2021-10-07,15.887141
2021-10-08,16.081785
2021-10-09,15.992143
2021-10-10,16.321072
2021-10-11,16.098927
2021-10-12,15.7628565
2021-10-13,14.659643
2021-10-14,15.089643
2021-10-15,15.941071
2021-10-16,14.102858
2021-10-17,16.914999
2021-10-18,17.689285
2021-10-19,17.986786
2021-10-20,17.254642
2021-10-21,15.29
2021-10-22,12.414642
2021-10-23,11.907499
2021-10-24,11.54
2021-10-25,11.483572
2021-10-26,12.848928
2021-10-27,12.543929
2021-10-28,12.825
2021-10-29,12.733571
2021-10-30,14.934644
2021-10-31,16.847857
2021-11-01,13.315356
2021-11-02,9.816428
2021-11-03,7.5832143
2021-11-04,5.6014285
2021-11-05,6.075
2021-11-06,6.028571
2021-11-07,5.8382144
2021-11-08,9.940715
2021-11-09,8.085
2021-11-10,8.4375
2021-11-11,8.918928
2021-11-12,9.998929
2021-11-13,9.620357
2021-11-14,9.669642
2021-11-15,7.741071
2021-11-16,5.798571
2021-11-17,6.691071
2021-11-18,6.996785
2021-11-19,8.384643
2021-11-20,9.106428
2021-11-21,10.049643
2021-11-22,5.4060717
2021-11-23,3.6446426
2021-11-24,3.3435712
2021-11-25,4.247143
2021-11-26,4.4307146
2021-11-27,2.613929
2021-11-28,2.4046428
2021-11-29,6.978928
2021-11-30,6.721428
2021-12-01,4.0346427
2021-12-02,4.5089283
2021-12-03,5.802857
2021-12-04,5.023215
2021-12-05,4.8789287
2021-12-06,6.3185716
2021-12-07,6.3775
2021-12-08,5.519643
2021-12-09,5.3967857
2021-12-10,9.344999
2021-12-11,9.522142
2021-12-12,8.306071
2021-12-13,8.229643
2021-12-14,8.417143
2021-12-15,7.765
2021-12-16,6.4
2021-12-17,5.7607145
2021-12-18,4.9417853
2021-12-19,6.1549997
2021-12-20,5.8335714
2021-12-21,9.306428
2021-12-22,8.907143
2021-12-23,8.521428
2021-12-24,9.408929
2021-12-25,8.664286
2021-12-26,9.282143
2021-12-27,11.314285
2021-12-28,9.470714
2021-12-29,9.393571
2021-12-30,9.576072
2021-12-31,10.657143
