time,NL226
2021-01-01,13.309999
2021-01-02,9.84
2021-01-03,11.969999
2021-01-04,12.83
2021-01-05,11.7
2021-01-06,10.12
2021-01-07,11.37
2021-01-08,8.2699995
2021-01-09,4.8199997
2021-01-10,4.7
2021-01-11,4.58
2021-01-12,7.14
2021-01-13,6.6
2021-01-14,3.31
2021-01-15,2.6599998
2021-01-16,2.6399999
2021-01-17,1.3199999
2021-01-18,2.06
2021-01-19,1.5899999
2021-01-20,0.26999998
2021-01-21,1.12
2021-01-22,7.1499996
2021-01-23,8.55
2021-01-24,12.799999
2021-01-25,11.559999
2021-01-26,6.67
2021-01-27,6.17
2021-01-28,5.14
2021-01-29,4.18
2021-01-30,8.41
2021-01-31,9.33
2021-02-01,6.72
2021-02-02,6.3999996
2021-02-03,7.96
2021-02-04,8.99
2021-02-05,8.889999
2021-02-06,9.28
2021-02-07,8.34
2021-02-08,10.719999
2021-02-09,13.42
2021-02-10,12.84
2021-02-11,12.74
2021-02-12,6.33
2021-02-13,
2021-02-14,
2021-02-15,1.43
2021-02-16,-0.7
2021-02-17,-2.46
2021-02-18,4.77
2021-02-19,1.79
2021-02-20,1.0
2021-02-21,4.75
2021-02-22,3.56
2021-02-23,6.99
2021-02-24,5.69
2021-02-25,7.85
2021-02-26,11.86
2021-02-27,11.08
2021-02-28,8.88
2021-03-01,3.7099998
2021-03-02,5.54
2021-03-03,5.81
2021-03-04,8.99
2021-03-05,10.98
2021-03-06,8.73
2021-03-07,3.12
2021-03-08,6.7799997
2021-03-09,6.5499997
2021-03-10,5.27
2021-03-11,4.64
2021-03-12,2.9099998
2021-03-13,4.8599997
2021-03-14,6.1299996
2021-03-15,10.58
2021-03-16,9.65
2021-03-17,6.72
2021-03-18,6.6099997
2021-03-19,7.1099997
2021-03-20,5.58
2021-03-21,7.23
2021-03-22,7.2999997
2021-03-23,5.71
2021-03-24,2.55
2021-03-25,3.3799999
2021-03-26,6.39
2021-03-27,7.1099997
2021-03-28,9.309999
2021-03-29,8.599999
2021-03-30,5.97
2021-03-31,5.7599998
2021-04-01,8.7
2021-04-02,11.3
2021-04-03,10.309999
2021-04-04,9.599999
2021-04-05,7.29
2021-04-06,12.349999
2021-04-07,10.87
2021-04-08,6.75
2021-04-09,6.12
2021-04-10,6.58
2021-04-11,6.79
2021-04-12,8.49
2021-04-13,13.49
2021-04-14,11.05
2021-04-15,9.099999
2021-04-16,9.26
2021-04-17,8.67
2021-04-18,11.19
2021-04-19,12.179999
2021-04-20,12.309999
2021-04-21,11.969999
2021-04-22,11.7699995
2021-04-23,13.799999
2021-04-24,12.349999
2021-04-25,11.88
2021-04-26,14.12
2021-04-27,15.0199995
2021-04-28,11.929999
2021-04-29,13.49
2021-04-30,16.279999
2021-05-01,18.77
2021-05-02,20.76
2021-05-03,21.46
2021-05-04,15.57
2021-05-05,16.41
2021-05-06,15.86
2021-05-07,17.41
2021-05-08,17.05
2021-05-09,13.509999
2021-05-10,11.759999
2021-05-11,14.9
2021-05-12,13.549999
2021-05-13,13.86
2021-05-14,15.37
2021-05-15,16.24
2021-05-16,15.089999
2021-05-17,17.14
2021-05-18,16.13
2021-05-19,16.539999
2021-05-20,16.1
2021-05-21,15.969999
2021-05-22,16.68
2021-05-23,19.55
2021-05-24,19.3
2021-05-25,18.88
2021-05-26,18.92
2021-05-27,20.01
2021-05-28,18.09
2021-05-29,19.119999
2021-05-30,18.35
2021-05-31,15.53
2021-06-01,12.719999
2021-06-02,14.86
2021-06-03,14.94
2021-06-04,17.06
2021-06-05,17.529999
2021-06-06,17.52
2021-06-07,18.63
2021-06-08,18.76
2021-06-09,20.029999
2021-06-10,20.38
2021-06-11,20.359999
2021-06-12,19.55
2021-06-13,19.39
2021-06-14,16.89
2021-06-15,18.71
2021-06-16,19.59
2021-06-17,18.69
2021-06-18,19.72
2021-06-19,19.359999
2021-06-20,20.08
2021-06-21,21.26
2021-06-22,21.33
2021-06-23,22.06
2021-06-24,23.55
2021-06-25,25.06
2021-06-26,25.23
2021-06-27,24.07
2021-06-28,23.699999
2021-06-29,24.89
2021-06-30,25.199999
2021-07-01,24.9
2021-07-02,23.68
2021-07-03,21.77
2021-07-04,20.31
2021-07-05,22.449999
2021-07-06,22.939999
2021-07-07,22.31
2021-07-08,22.21
2021-07-09,22.85
2021-07-10,25.4
2021-07-11,25.699999
2021-07-12,22.57
2021-07-13,24.05
2021-07-14,24.699999
2021-07-15,27.019999
2021-07-16,26.349998
2021-07-17,25.35
2021-07-18,26.369999
2021-07-19,26.689999
2021-07-20,25.63
2021-07-21,23.01
2021-07-22,22.64
2021-07-23,21.85
2021-07-24,21.99
2021-07-25,23.449999
2021-07-26,23.9
2021-07-27,27.369999
2021-07-28,27.82
2021-07-29,28.01
2021-07-30,26.269999
2021-07-31,27.019999
2021-08-01,26.359999
2021-08-02,30.429998
2021-08-03,26.4
2021-08-04,26.349998
2021-08-05,28.47
2021-08-06,27.21
2021-08-07,23.38
2021-08-08,23.529999
2021-08-09,25.93
2021-08-10,27.439999
2021-08-11,26.109999
2021-08-12,26.4
2021-08-13,24.18
2021-08-14,23.519999
2021-08-15,22.85
2021-08-16,24.529999
2021-08-17,26.099998
2021-08-18,23.74
2021-08-19,21.77
2021-08-20,20.359999
2021-08-21,23.189999
2021-08-22,21.98
2021-08-23,22.26
2021-08-24,23.97
2021-08-25,26.14
2021-08-26,23.22
2021-08-27,23.859999
2021-08-28,21.869999
2021-08-29,23.35
2021-08-30,22.449999
2021-08-31,20.72
2021-09-01,20.939999
2021-09-02,20.869999
2021-09-03,18.34
2021-09-04,20.59
2021-09-05,22.119999
2021-09-06,19.98
2021-09-07,18.9
2021-09-08,18.67
2021-09-09,19.359999
2021-09-10,19.939999
2021-09-11,21.1
2021-09-12,20.609999
2021-09-13,20.14
2021-09-14,21.14
