time,PL213
2021-01-01,6.635
2021-01-02,8.071667
2021-01-03,6.0916667
2021-01-04,6.1783333
2021-01-05,3.3183334
2021-01-06,0.61999995
2021-01-07,2.5266666
2021-01-08,1.0383333
2021-01-09,2.865
2021-01-10,3.7833335
2021-01-11,3.116
2021-01-12,5.574
2021-01-13,6.56
2021-01-14,6.2666664
2021-01-15,3.0816667
2021-01-16,-1.525
2021-01-17,3.5216665
2021-01-18,1.9616666
2021-01-19,0.59000003
2021-01-20,0.20666665
2021-01-21,2.1416667
2021-01-22,1.215
2021-01-23,-1.346
2021-01-24,2.5
2021-01-25,3.14
2021-01-26,1.2733332
2021-01-27,4.603333
2021-01-28,6.08
2021-01-29,5.1583333
2021-01-30,4.8333335
2021-01-31,5.633333
2021-02-01,7.393333
2021-02-02,7.7049994
2021-02-03,9.795
2021-02-04,8.408333
2021-02-05,5.648333
2021-02-06,7.655
2021-02-07,9.188333
2021-02-08,6.515
2021-02-09,8.966666
2021-02-10,7.52
2021-02-11,4.7466664
2021-02-12,2.62
2021-02-13,-4.9599996
2021-02-14,-1.9683332
2021-02-15,0.03666663
2021-02-16,2.705
2021-02-17,1.9949999
2021-02-18,-0.66833335
2021-02-19,-0.55
2021-02-20,-2.7616665
2021-02-21,2.388333
2021-02-22,2.3799999
2021-02-23,11.231667
2021-02-24,8.003333
2021-02-25,4.092
2021-02-26,7.656666
2021-02-27,2.8033333
2021-02-28,1.6816667
2021-03-01,1.6983334
2021-03-02,3.833333
2021-03-03,1.9916667
2021-03-04,6.1766667
2021-03-05,3.7883332
2021-03-06,2.8149998
2021-03-07,6.2450004
2021-03-08,4.8116665
2021-03-09,2.9383335
2021-03-10,3.5266666
2021-03-11,3.3283331
2021-03-12,-1.6439998
2021-03-13,-1.7649999
2021-03-14,0.565
2021-03-15,3.3599997
2021-03-16,3.7716668
2021-03-17,7.511667
2021-03-18,4.5799994
2021-03-19,2.555
2021-03-20,-0.06666664
2021-03-21,2.283333
2021-03-22,3.3783333
2021-03-23,-3.0833333
2021-03-24,1.4266667
2021-03-25,0.9066667
2021-03-26,2.215
2021-03-27,0.79833335
2021-03-28,-1.24
2021-03-29,1.8483332
2021-03-30,2.1816666
2021-03-31,4.082
2021-04-01,5.97
2021-04-02,5.35
2021-04-03,4.224
2021-04-04,4.62
2021-04-05,8.830001
2021-04-06,7.519999
2021-04-07,9.6883335
2021-04-08,8.516001
2021-04-09,6.653333
2021-04-10,4.048333
2021-04-11,3.7849998
2021-04-12,7.5299993
2021-04-13,2.72
2021-04-14,4.9349995
2021-04-15,7.398333
2021-04-16,10.066667
2021-04-17,13.083333
2021-04-18,14.261665
2021-04-19,15.563334
2021-04-20,13.1050005
2021-04-21,11.616666
2021-04-22,8.171666
2021-04-23,8.258333
2021-04-24,10.291667
2021-04-25,11.77
2021-04-26,13.026668
2021-04-27,8.478333
2021-04-28,13.176667
2021-04-29,14.9783325
2021-04-30,13.046666
2021-05-01,15.041667
2021-05-02,13.915
2021-05-03,16.305
2021-05-04,15.386665
2021-05-05,10.226666
2021-05-06,10.91
2021-05-07,12.828334
2021-05-08,12.7683325
2021-05-09,16.72
2021-05-10,11.498332
2021-05-11,12.128333
2021-05-12,12.513333
2021-05-13,14.337999
2021-05-14,15.391666
2021-05-15,14.210001
2021-05-16,14.328334
2021-05-17,13.866666
2021-05-18,13.573334
2021-05-19,12.595
2021-05-20,14.3550005
2021-05-21,19.06
2021-05-22,17.233334
2021-05-23,12.418334
2021-05-24,13.861667
2021-05-25,14.226666
2021-05-26,13.099999
2021-05-27,15.608333
2021-05-28,13.906667
2021-05-29,15.294999
2021-05-30,11.938001
2021-05-31,14.596667
2021-06-01,14.894
2021-06-02,16.262
2021-06-03,15.42
2021-06-04,17.751999
2021-06-05,14.756
2021-06-06,13.103999
2021-06-07,11.224
2021-06-08,13.931999
2021-06-09,16.488
2021-06-10,15.734001
2021-06-11,16.130001
2021-06-12,15.879999
2021-06-13,13.924001
2021-06-14,18.11
2021-06-15,19.854
2021-06-16,19.086
2021-06-17,16.655998
2021-06-18,19.86
2021-06-19,20.754
2021-06-20,23.888
2021-06-21,22.62
2021-06-22,21.688
2021-06-23,19.638
2021-06-24,18.242
2021-06-25,17.354
2021-06-26,18.012
2021-06-27,20.296
2021-06-28,19.256
2021-06-29,19.828
2021-06-30,19.584
2021-07-01,21.176
2021-07-02,19.926666
2021-07-03,20.796667
2021-07-04,22.407999
2021-07-05,20.56
2021-07-06,20.273998
2021-07-07,22.338001
2021-07-08,23.168
2021-07-09,20.65
2021-07-10,20.539997
2021-07-11,21.508
2021-07-12,23.146
2021-07-13,23.575998
2021-07-14,20.174
2021-07-15,22.556
2021-07-16,19.196665
2021-07-17,22.421999
2021-07-18,25.123999
2021-07-19,23.315998
2021-07-20,25.01
2021-07-21,23.2
2021-07-22,18.786
2021-07-23,17.292
2021-07-24,19.702
2021-07-25,19.973999
2021-07-26,24.798
2021-07-27,24.422
2021-07-28,23.296
2021-07-29,19.739998
2021-07-30,20.797998
2021-07-31,22.59
2021-08-01,21.46
2021-08-02,21.737999
2021-08-03,22.751999
2021-08-04,22.036
2021-08-05,23.345999
2021-08-06,24.506
2021-08-07,26.638
2021-08-08,23.64
2021-08-09,22.493332
2021-08-10,21.618
2021-08-11,21.303999
2021-08-12,23.113998
2021-08-13,23.495998
2021-08-14,21.883999
2021-08-15,22.128
2021-08-16,21.546001
2021-08-17,17.712
2021-08-18,19.256
2021-08-19,20.196001
2021-08-20,21.086
2021-08-21,21.678
2021-08-22,21.566
2021-08-23,17.934
2021-08-24,18.273998
2021-08-25,23.156
2021-08-26,24.439999
2021-08-27,20.84
2021-08-28,19.880001
2021-08-29,20.057999
2021-08-30,22.268
2021-08-31,22.592
2021-09-01,19.329998
2021-09-02,14.468
2021-09-03,16.256
2021-09-04,15.375999
2021-09-05,16.966
2021-09-06,13.403333
2021-09-07,16.042
2021-09-08,15.08
2021-09-09,16.026
2021-09-10,17.273998
2021-09-11,17.458
2021-09-12,18.35
2021-09-13,19.336
2021-09-14,18.836
2021-09-15,18.497997
2021-09-16,18.726
2021-09-17,16.114
2021-09-18,18.184
2021-09-19,17.48
2021-09-20,18.501999
2021-09-21,16.194
2021-09-22,11.213333
2021-09-23,13.445999
2021-09-24,13.1779995
2021-09-25,12.721999
2021-09-26,12.102
2021-09-27,14.3220005
2021-09-28,14.226
2021-09-29,13.764
2021-09-30,12.448
2021-10-01,9.940001
2021-10-02,11.999999
2021-10-03,13.051999
2021-10-04,14.326001
2021-10-05,10.078
2021-10-06,7.186
2021-10-07,5.132
2021-10-08,6.38
2021-10-09,7.378
2021-10-10,8.374001
2021-10-11,7.664
2021-10-12,9.278001
2021-10-13,10.258
2021-10-14,10.235999
2021-10-15,12.5460005
2021-10-16,12.908
2021-10-17,15.19
2021-10-18,
2021-10-19,10.86
2021-10-20,12.176
2021-10-21,7.7899995
2021-10-22,9.61
2021-10-23,9.912
2021-10-24,11.35
2021-10-25,9.89
2021-10-26,11.3220005
2021-10-27,7.6999993
2021-10-28,12.589999
2021-10-29,13.696001
2021-10-30,16.817999
2021-10-31,14.365999
2021-11-01,17.595999
2021-11-02,14.869999
2021-11-03,13.506
2021-11-04,8.13
2021-11-05,11.441999
2021-11-06,11.035999
2021-11-07,10.888
2021-11-08,10.586
2021-11-09,10.768
2021-11-10,7.09
2021-11-11,9.408
2021-11-12,8.564
2021-11-13,11.874
2021-11-14,7.6080003
2021-11-15,6.3199997
2021-11-16,8.747999
2021-11-17,6.372
2021-11-18,2.6859999
2021-11-19,2.698
2021-11-20,7.782
2021-11-21,9.314
2021-11-22,6.636
2021-11-23,3.538
2021-11-24,5.9259996
2021-11-25,7.53
2021-11-26,4.2499995
2021-11-27,3.7839997
2021-11-28,0.8533333
2021-11-29,5.808
2021-11-30,5.04
2021-12-01,4.1839995
2021-12-02,-0.32600003
2021-12-03,-0.22999997
2021-12-04,7.372
2021-12-05,10.773999
2021-12-06,8.934
2021-12-07,7.6400003
2021-12-08,12.696
2021-12-09,7.4479995
2021-12-10,9.096
2021-12-11,5.474
2021-12-12,6.9339995
2021-12-13,7.3619995
2021-12-14,4.46
2021-12-15,2.3519998
2021-12-16,4.2639995
2021-12-17,-4.2366667
2021-12-18,0.148
2021-12-19,3.6560001
2021-12-20,1.948
2021-12-21,0.16600004
2021-12-22,-2.476
2021-12-23,-4.555
2021-12-24,0.384
2021-12-25,-5.0759997
2021-12-26,2.254
2021-12-27,7.928
2021-12-28,8.530001
2021-12-29,4.933333
2021-12-30,4.144
2021-12-31,3.954
