time,DK031
2021-01-01,1.88
2021-01-02,3.37
2021-01-03,3.22
2021-01-04,2.3999999
2021-01-05,2.87
2021-01-06,1.74
2021-01-07,2.37
2021-01-08,1.42
2021-01-09,1.22
2021-01-10,1.43
2021-01-11,4.2799997
2021-01-12,4.25
2021-01-13,2.6399999
2021-01-14,0.07
2021-01-15,0.47
2021-01-16,0.44
2021-01-17,2.56
2021-01-18,4.0499997
2021-01-19,7.27
2021-01-20,8.69
2021-01-21,7.16
2021-01-22,3.49
2021-01-23,2.48
2021-01-24,1.42
2021-01-25,0.78
2021-01-26,3.37
2021-01-27,3.97
2021-01-28,3.87
2021-01-29,5.72
2021-01-30,-0.19999999
2021-01-31,-2.27
2021-02-01,0.19999999
2021-02-02,2.76
2021-02-03,8.01
2021-02-04,5.99
2021-02-05,4.94
2021-02-06,1.11
2021-02-07,-4.69
2021-02-08,-6.06
2021-02-09,-5.5499997
2021-02-10,-4.0499997
2021-02-11,-6.2999997
2021-02-12,-6.8999996
2021-02-13,-7.3999996
2021-02-14,-2.25
2021-02-15,2.32
2021-02-16,6.3199997
2021-02-17,8.84
2021-02-18,8.5
2021-02-19,6.99
2021-02-20,11.639999
2021-02-21,10.95
2021-02-22,11.5199995
2021-02-23,13.28
2021-02-24,13.34
2021-02-25,11.24
2021-02-26,6.45
2021-02-27,4.15
2021-02-28,3.4299998
2021-03-01,4.7999997
2021-03-02,5.2799997
2021-03-03,4.63
2021-03-04,3.58
2021-03-05,1.3399999
2021-03-06,0.77
2021-03-07,1.5999999
2021-03-08,4.54
2021-03-09,4.92
2021-03-10,5.5299997
2021-03-11,8.78
2021-03-12,6.3999996
2021-03-13,6.62
2021-03-14,6.2
2021-03-15,6.2799997
2021-03-16,5.56
2021-03-17,3.9599998
2021-03-18,3.36
2021-03-19,3.6499999
2021-03-20,3.28
2021-03-21,6.02
2021-03-22,5.71
2021-03-23,6.87
2021-03-24,7.37
2021-03-25,7.68
2021-03-26,9.929999
2021-03-27,5.93
2021-03-28,9.37
2021-03-29,12.349999
2021-03-30,12.24
2021-03-31,13.69
2021-04-01,9.309999
2021-04-02,5.2
2021-04-03,6.68
2021-04-04,5.99
2021-04-05,3.47
2021-04-06,1.87
2021-04-07,2.9199998
2021-04-08,4.83
2021-04-09,7.2999997
2021-04-10,4.96
2021-04-11,3.6499999
2021-04-12,2.45
2021-04-13,3.9099998
2021-04-14,3.62
2021-04-15,5.23
2021-04-16,6.39
2021-04-17,6.71
2021-04-18,8.13
2021-04-19,9.13
2021-04-20,10.69
2021-04-21,7.6499996
2021-04-22,6.18
2021-04-23,6.5499997
2021-04-24,6.93
2021-04-25,6.69
2021-04-26,6.49
2021-04-27,7.91
2021-04-28,10.2
2021-04-29,7.4199996
2021-04-30,8.4
2021-05-01,7.93
2021-05-02,6.62
2021-05-03,9.25
2021-05-04,8.57
2021-05-05,6.8199997
2021-05-06,6.06
2021-05-07,6.5899997
2021-05-08,9.5
2021-05-09,18.869999
2021-05-10,16.44
2021-05-11,13.639999
2021-05-12,13.17
2021-05-13,12.469999
2021-05-14,9.73
2021-05-15,10.2
