time,FRC12
2021-03-28,9.08
2021-03-29,10.809999
2021-03-30,15.165
2021-03-31,14.889999
2021-04-01,15.889999
2021-04-02,15.03
2021-04-03,8.92
2021-04-04,5.7599998
2021-04-05,8.0
2021-04-06,2.04
2021-04-07,1.4649999
2021-04-08,4.41
2021-04-09,7.08
2021-04-10,11.885
2021-04-11,12.940001
2021-04-12,11.545
2021-04-13,4.0499997
2021-04-14,5.375
2021-04-15,4.9449997
2021-04-16,5.42
2021-04-17,6.565
2021-04-18,7.805
2021-04-19,7.7799997
2021-04-20,9.44
2021-04-21,10.78
2021-04-22,11.8949995
2021-04-23,9.715
2021-04-24,10.849999
2021-04-25,12.389999
2021-04-26,8.655
2021-04-27,7.035
2021-04-28,9.51
2021-04-29,15.084999
2021-04-30,17.055
2021-05-01,19.33
2021-05-02,16.029999
2021-05-03,10.86
2021-05-04,13.474999
2021-05-05,14.325
2021-05-06,9.875
2021-05-07,9.135
2021-05-08,9.86
2021-05-09,15.719999
2021-05-10,18.79
2021-05-11,20.375
2021-05-12,16.16
2021-05-13,14.205
2021-05-14,14.099999
2021-05-15,14.91
2021-05-16,16.07
2021-05-17,13.315001
2021-05-18,13.715
2021-05-19,11.42
2021-05-20,13.315001
2021-05-21,14.129999
2021-05-22,16.025
2021-05-23,14.635
2021-05-24,11.309999
2021-05-25,12.209999
2021-05-26,13.26
2021-05-27,14.135
2021-05-28,14.434999
2021-05-29,13.035
2021-05-30,12.655
2021-05-31,13.674999
2021-06-01,14.5199995
2021-06-02,15.309999
2021-06-03,16.45
2021-06-04,19.145
2021-06-05,21.425
2021-06-06,19.335
2021-06-07,20.545
2021-06-08,20.61
2021-06-09,21.08
2021-06-10,20.6
2021-06-11,19.77
2021-06-12,20.5
2021-06-13,19.255
2021-06-14,15.815
2021-06-15,17.939999
2021-06-16,21.259998
2021-06-17,21.89
2021-06-18,23.005
2021-06-19,24.349998
2021-06-20,25.57
2021-06-21,27.27
2021-06-22,26.65
2021-06-23,26.305
2021-06-24,27.67
2021-06-25,23.939999
2021-06-26,22.25
2021-06-27,23.204998
2021-06-28,25.22
2021-06-29,26.36
2021-06-30,23.835
2021-07-01,17.855
2021-07-02,18.939999
2021-07-03,20.599998
2021-07-04,20.134998
2021-07-05,21.07
2021-07-06,23.449999
2021-07-07,26.895
2021-07-08,27.23
2021-07-09,26.46
2021-07-10,23.0
2021-07-11,22.49
2021-07-12,23.494999
2021-07-13,26.72
2021-07-14,24.259998
2021-07-15,21.43
2021-07-16,22.925
2021-07-17,21.505
2021-07-18,22.335
2021-07-19,23.005001
2021-07-20,21.645
2021-07-21,20.134998
2021-07-22,20.575
2021-07-23,20.349998
2021-07-24,22.635
2021-07-25,25.38
2021-07-26,25.755
2021-07-27,24.720001
2021-07-28,27.095
2021-07-29,24.21
2021-07-30,26.22
2021-07-31,22.599998
2021-08-01,22.205
2021-08-02,20.664999
2021-08-03,21.294998
2021-08-04,20.95
2021-08-05,18.775
2021-08-06,19.779999
2021-08-07,22.48
2021-08-08,22.76
2021-08-09,22.115
2021-08-10,23.34
2021-08-11,24.31
2021-08-12,24.45
2021-08-13,24.91
2021-08-14,25.9
2021-08-15,26.15
2021-08-16,25.4
2021-08-17,18.91
2021-08-18,17.970001
2021-08-19,18.035
2021-08-20,20.84
2021-08-21,21.08
2021-08-22,22.525
2021-08-23,18.125
2021-08-24,18.135
2021-08-25,15.92
2021-08-26,15.79
2021-08-27,15.664999
2021-08-28,14.414999
2021-08-29,15.23
2021-08-30,15.209999
2021-08-31,17.205
2021-09-01,17.044998
2021-09-02,16.485
2021-09-03,16.199999
2021-09-04,16.715
2021-09-05,17.095001
2021-09-06,16.65
2021-09-07,16.77
2021-09-08,16.955
2021-09-09,16.17
2021-09-10,16.56
2021-09-11,17.6
2021-09-12,19.445
2021-09-13,19.49
2021-09-14,20.36
2021-09-15,21.625
2021-09-16,22.34
2021-09-17,17.704998
2021-09-18,16.525
2021-09-19,15.905
2021-09-20,13.29
2021-09-21,13.254999
2021-09-22,13.424999
2021-09-23,12.915
2021-09-24,16.525
2021-09-25,16.044998
2021-09-26,17.685
2021-09-27,17.029999
2021-09-28,17.59
2021-09-29,16.555
2021-09-30,14.879999
2021-10-01,12.29
2021-10-02,13.315001
2021-10-03,16.744999
2021-10-04,18.849998
2021-10-05,18.135
2021-10-06,15.58
2021-10-07,11.9
2021-10-08,11.799999
2021-10-09,8.9
2021-10-10,6.81
2021-10-11,9.43
2021-10-12,8.764999
2021-10-13,7.5099998
2021-10-14,7.685
2021-10-15,7.875
2021-10-16,9.135
2021-10-17,8.63
2021-10-18,7.9849997
2021-10-19,9.27
2021-10-20,13.35
2021-10-21,16.2
2021-10-22,12.309999
2021-10-23,9.305
2021-10-24,6.8849998
2021-10-25,5.41
2021-10-26,6.075
2021-10-27,7.5099998
2021-10-28,6.115
2021-10-29,4.795
2021-10-30,6.22
2021-10-31,8.43
2021-11-01,10.860001
2021-11-02,9.655
2021-11-03,10.924999
2021-11-04,12.93
2021-11-05,7.27
2021-11-06,8.62
2021-11-07,9.16
2021-11-08,8.299999
2021-11-09,5.9799995
2021-11-10,4.105
2021-11-11,4.745
2021-11-12,4.68
2021-11-13,6.02
2021-11-14,6.89
2021-11-15,6.4849997
2021-11-16,6.99
2021-11-17,6.875
2021-11-18,7.715
2021-11-19,6.6899996
2021-11-20,5.675
2021-11-21,3.525
2021-11-22,5.37
2021-11-23,4.25
2021-11-24,1.495
2021-11-25,3.51
2021-11-26,3.045
2021-11-27,4.04
2021-11-28,4.6
2021-11-29,2.8
2021-11-30,2.355
2021-12-01,8.215
2021-12-02,6.415
2021-12-03,3.3899999
2021-12-04,0.755
2021-12-05,2.7399998
2021-12-06,3.57
2021-12-07,0.59
2021-12-08,0.815
2021-12-09,-0.255
2021-12-10,0.19
2021-12-11,1.87
2021-12-12,1.8599999
2021-12-13,2.2849998
2021-12-14,4.725
2021-12-15,5.33
2021-12-16,5.005
2021-12-17,4.67
2021-12-18,3.79
2021-12-19,2.935
2021-12-20,2.1100001
2021-12-21,-0.265
2021-12-22,-0.415
2021-12-23,-1.4300001
2021-12-24,5.5649996
2021-12-25,5.435
2021-12-26,-0.14999999
2021-12-27,0.285
2021-12-28,1.2149999
2021-12-29,5.5
2021-12-30,6.625
2021-12-31,6.87
