time,CZ041
2021-01-01,-0.8305555
2021-01-02,-2.8327777
2021-01-03,-5.0357404
2021-01-04,-8.193334
2021-01-05,-11.927777
2021-01-06,-9.549813
2021-01-07,-6.422592
2021-01-08,-7.7896295
2021-01-09,-11.470555
2021-01-10,-10.662223
2021-01-11,-6.4153705
2021-01-12,-8.521852
2021-01-13,-15.2272215
2021-01-14,-23.992777
2021-01-15,-19.96148
2021-01-16,-12.937222
2021-01-17,-5.414074
2021-01-18,-6.187962
2021-01-19,-2.924815
2021-01-20,-4.109259
2021-01-21,-7.990185
2021-01-22,-7.519444
2021-01-23,-0.522037
2021-01-24,0.11962962
2021-01-25,-0.17018518
2021-01-26,-1.0057406
2021-01-27,-2.474815
2021-01-28,-5.58037
2021-01-29,-7.4229627
2021-01-30,-8.47
2021-01-31,-9.1455555
2021-02-01,-10.490926
2021-02-02,-16.170925
2021-02-03,-15.762221
2021-02-04,-15.162592
2021-02-05,-16.55815
2021-02-06,-12.405186
2021-02-07,-8.018147
2021-02-08,-11.052592
2021-02-09,-12.845371
2021-02-10,-15.472778
2021-02-11,-16.113148
2021-02-12,-11.755925
2021-02-13,-5.760185
2021-02-14,-11.297591
2021-02-15,-8.815186
2021-02-16,-10.118334
2021-02-17,-21.118147
2021-02-18,-18.304258
2021-02-19,-8.009074
2021-02-20,-7.9831476
2021-02-21,-9.684258
2021-02-22,-12.697222
2021-02-23,-13.503147
2021-02-24,-7.2996297
2021-02-25,1.9068518
2021-02-26,1.6896296
2021-02-27,0.24092592
2021-02-28,2.8514814
2021-03-01,3.126852
2021-03-02,1.131111
2021-03-03,-0.8172222
2021-03-04,-6.1174073
2021-03-05,-9.713887
2021-03-06,-6.257592
2021-03-07,-7.5299997
2021-03-08,-11.596295
2021-03-09,-14.290185
2021-03-10,-18.65574
2021-03-11,-12.125
2021-03-12,-5.590555
2021-03-13,-2.4137037
2021-03-14,0.3187037
2021-03-15,0.028888889
2021-03-16,-0.8218518
2021-03-17,-2.0951853
2021-03-18,-6.0403705
2021-03-19,-8.684074
2021-03-20,-2.427037
2021-03-21,-0.7227778
2021-03-22,-4.9127774
2021-03-23,1.0742593
2021-03-24,3.596852
2021-03-25,1.7887037
2021-03-26,1.9533333
2021-03-27,2.3642592
2021-03-28,4.013148
2021-03-29,2.27
2021-03-30,4.9649997
2021-03-31,3.531111
2021-04-01,2.4716666
2021-04-02,1.5609258
2021-04-03,1.6151853
2021-04-04,3.7209258
2021-04-05,1.2342592
2021-04-06,-0.05462963
2021-04-07,0.594074
2021-04-08,-0.13574074
2021-04-09,-0.54462963
2021-04-10,1.4735185
2021-04-11,2.6477778
2021-04-12,5.4414816
2021-04-13,4.9259257
2021-04-14,1.7614814
2021-04-15,2.527407
2021-04-16,4.650185
2021-04-17,5.8762965
2021-04-18,6.228519
2021-04-19,6.613333
2021-04-20,5.426111
2021-04-21,5.6251855
2021-04-22,5.28537
2021-04-23,1.7487037
2021-04-24,1.5955557
2021-04-25,1.2618518
2021-04-26,1.551111
2021-04-27,0.9368518
2021-04-28,0.8662963
2021-04-29,0.7824074
2021-04-30,1.8151851
2021-05-01,0.9914815
2021-05-02,2.3785186
2021-05-03,4.3196297
2021-05-04,4.750741
2021-05-05,2.476111
2021-05-06,1.3542594
2021-05-07,2.0614812
2021-05-08,4.212222
2021-05-09,5.476852
2021-05-10,7.5314817
2021-05-11,16.405186
2021-05-12,17.666296
2021-05-13,19.001669
2021-05-14,14.8531475
2021-05-15,14.231851
2021-05-16,13.518147
2021-05-17,14.606111
2021-05-18,13.385925
2021-05-19,13.234628
2021-05-20,10.323889
2021-05-21,6.7716665
2021-05-22,5.5877776
2021-05-23,8.172407
2021-05-24,6.237222
2021-05-25,8.592778
2021-05-26,8.546111
2021-05-27,7.5927777
2021-05-28,9.983519
2021-05-29,8.575371
2021-05-30,10.707963
2021-05-31,10.52389
2021-06-01,13.64074
2021-06-02,16.863333
2021-06-03,17.530186
2021-06-04,18.86111
2021-06-05,18.877779
2021-06-06,19.064629
2021-06-07,17.830925
2021-06-08,16.391666
2021-06-09,17.55963
2021-06-10,18.76426
2021-06-11,19.653519
2021-06-12,16.859629
2021-06-13,13.867222
2021-06-14,14.693518
2021-06-15,13.475555
2021-06-16,12.271482
2021-06-17,16.849258
2021-06-18,20.449259
2021-06-19,18.479445
2021-06-20,22.683517
2021-06-21,24.481852
2021-06-22,24.128517
2021-06-23,20.814629
2021-06-24,17.874443
2021-06-25,19.404444
2021-06-26,20.052406
2021-06-27,19.40463
2021-06-28,18.337593
2021-06-29,18.716295
2021-06-30,17.224443
2021-07-01,16.203148
2021-07-02,18.84037
2021-07-03,21.74037
2021-07-04,22.551296
2021-07-05,23.061668
2021-07-06,22.555925
2021-07-07,23.309814
2021-07-08,20.612593
2021-07-09,20.941666
2021-07-10,21.78185
2021-07-11,23.930185
2021-07-12,21.679073
2021-07-13,22.972408
2021-07-14,22.947405
2021-07-15,23.791666
2021-07-16,18.869629
2021-07-17,18.988333
2021-07-18,17.052778
2021-07-19,14.79074
2021-07-20,14.021667
2021-07-21,13.409444
2021-07-22,14.345927
2021-07-23,13.808147
2021-07-24,15.27426
2021-07-25,19.31611
2021-07-26,21.172594
2021-07-27,22.324074
2021-07-28,21.168333
2021-07-29,18.006851
2021-07-30,16.283518
2021-07-31,16.192593
2021-08-01,16.042406
2021-08-02,15.767591
2021-08-03,11.557407
2021-08-04,13.526296
2021-08-05,13.764445
2021-08-06,15.547593
2021-08-07,16.672222
2021-08-08,17.09037
2021-08-09,16.91926
2021-08-10,15.927777
2021-08-11,15.5205555
2021-08-12,16.19463
2021-08-13,16.87537
2021-08-14,14.987779
2021-08-15,13.2692585
2021-08-16,14.62963
2021-08-17,15.844258
2021-08-18,14.702406
2021-08-19,13.675926
2021-08-20,13.469814
2021-08-21,12.415186
2021-08-22,12.032222
2021-08-23,8.245185
2021-08-24,8.378518
2021-08-25,9.708704
2021-08-26,11.515369
2021-08-27,11.8955555
2021-08-28,13.463332
2021-08-29,13.410371
2021-08-30,12.5588875
2021-08-31,12.463889
2021-09-01,9.510555
2021-09-02,7.5268517
2021-09-03,7.008703
2021-09-04,5.991111
2021-09-05,7.0829625
2021-09-06,8.1449995
2021-09-07,11.05463
2021-09-08,13.816481
2021-09-09,10.156666
2021-09-10,9.104074
2021-09-11,10.8105545
2021-09-12,11.990741
2021-09-13,9.39537
2021-09-14,6.0705557
2021-09-15,5.7598147
2021-09-16,5.590925
2021-09-17,6.055926
2021-09-18,6.7925925
2021-09-19,5.901296
2021-09-20,4.7898145
2021-09-21,3.4816668
2021-09-22,3.4764814
2021-09-23,6.001111
2021-09-24,7.6546297
2021-09-25,7.3892584
2021-09-26,7.719444
2021-09-27,7.51426
2021-09-28,6.606296
2021-09-29,7.1048145
2021-09-30,7.716852
2021-10-01,7.378333
2021-10-02,8.68574
2021-10-03,8.950185
2021-10-04,10.797222
2021-10-05,9.572778
2021-10-06,9.72611
2021-10-07,10.309258
2021-10-08,10.058518
2021-10-09,11.146667
2021-10-10,10.425555
2021-10-11,9.117222
2021-10-12,5.6390743
2021-10-13,3.4787037
2021-10-14,3.6344442
2021-10-15,6.7594447
2021-10-16,2.9057407
2021-10-17,2.8462963
2021-10-18,2.3312962
2021-10-19,-0.8861111
2021-10-20,2.8048146
2021-10-21,7.2603703
2021-10-22,2.7194445
2021-10-23,-1.1985185
2021-10-24,-2.0670369
2021-10-25,5.1877775
2021-10-26,6.7185187
2021-10-27,5.3311114
2021-10-28,5.9440737
2021-10-29,9.370926
2021-10-30,7.4938884
2021-10-31,6.994445
2021-11-01,7.1600003
2021-11-02,5.960741
2021-11-03,4.8081484
2021-11-04,5.89537
2021-11-05,4.249444
2021-11-06,2.6462963
2021-11-07,0.6561111
2021-11-08,-2.7388887
2021-11-09,-2.4575925
2021-11-10,4.567037
2021-11-11,3.1888885
2021-11-12,2.142037
2021-11-13,-0.017407414
2021-11-14,-1.6938888
2021-11-15,-0.74925923
2021-11-16,3.5166667
2021-11-17,3.9025924
2021-11-18,2.5883331
2021-11-19,0.5683333
2021-11-20,0.72833335
2021-11-21,-2.5692594
2021-11-22,-5.562222
2021-11-23,-3.370185
2021-11-24,-1.2237037
2021-11-25,-3.5431483
2021-11-26,-8.331666
2021-11-27,-12.710185
2021-11-28,-12.383333
2021-11-29,-13.235926
2021-11-30,-10.469073
2021-12-01,-9.293333
2021-12-02,-12.791481
2021-12-03,-10.124444
2021-12-04,-14.345371
2021-12-05,-20.041296
2021-12-06,-12.349444
2021-12-07,-16.743517
2021-12-08,-19.794628
2021-12-09,-15.75963
2021-12-10,-9.792223
2021-12-11,-4.7898145
2021-12-12,-3.0118518
2021-12-13,-1.4894445
2021-12-14,0.1187037
2021-12-15,-0.054074075
2021-12-16,-0.20111111
2021-12-17,-1.5362962
2021-12-18,0.61370367
2021-12-19,-3.4170368
2021-12-20,-13.126851
2021-12-21,-16.573704
2021-12-22,-13.700184
2021-12-23,-6.72537
2021-12-24,-14.527963
2021-12-25,-15.8957405
2021-12-26,-17.580185
2021-12-27,-10.866481
2021-12-28,-7.776296
2021-12-29,-4.9885187
2021-12-30,-3.8355556
2021-12-31,-2.9837036
