time,DE40B
2021-01-01,-0.91499996
2021-01-02,0.97928566
2021-01-03,0.19571434
2021-01-04,0.006428548
2021-01-05,-1.3214284
2021-01-06,-1.5378572
2021-01-07,-2.7442856
2021-01-08,-3.8985713
2021-01-09,-2.3142855
2021-01-10,-1.9685714
2021-01-11,-3.269286
2021-01-12,-2.8721428
2021-01-13,2.2792857
2021-01-14,2.5135713
2021-01-15,0.27999994
2021-01-16,-2.0514286
2021-01-17,-0.9657143
2021-01-18,-1.3042856
2021-01-19,-0.15928575
2021-01-20,1.0857142
2021-01-21,3.242857
2021-01-22,3.5971427
2021-01-23,1.422143
2021-01-24,0.80714285
2021-01-25,-0.31785697
2021-01-26,-1.0428569
2021-01-27,-0.6750001
2021-01-28,3.1414287
2021-01-29,4.6949997
2021-01-30,3.1342854
2021-01-31,3.8364282
2021-02-01,2.5
2021-02-02,3.8828568
2021-02-03,4.5264287
2021-02-04,5.39
2021-02-05,6.9757147
2021-02-06,6.3578568
2021-02-07,4.6042857
2021-02-08,2.1692855
2021-02-09,4.3442855
2021-02-10,3.9278572
2021-02-11,4.1435714
2021-02-12,0.6342856
2021-02-13,-2.6992855
2021-02-14,-2.7764285
2021-02-15,0.70714295
2021-02-16,4.066428
2021-02-17,4.8707147
2021-02-18,4.640714
2021-02-19,6.6014285
2021-02-20,6.2999997
2021-02-21,6.765
2021-02-22,7.9592857
2021-02-23,9.507143
2021-02-24,9.271428
2021-02-25,9.089285
2021-02-26,8.516428
2021-02-27,7.4057145
2021-02-28,6.0464287
2021-03-01,5.3685713
2021-03-02,6.100714
2021-03-03,7.248571
2021-03-04,6.345714
2021-03-05,6.160714
2021-03-06,4.5585713
2021-03-07,4.7200003
2021-03-08,5.249285
2021-03-09,3.9078572
2021-03-10,4.0035715
2021-03-11,6.6850004
2021-03-12,6.112857
2021-03-13,5.14
2021-03-14,4.397143
2021-03-15,3.3171425
2021-03-16,3.730714
2021-03-17,2.9664285
2021-03-18,1.3107144
2021-03-19,0.577143
2021-03-20,0.062142916
2021-03-21,0.9092857
2021-03-22,3.1492858
2021-03-23,4.740714
2021-03-24,6.585714
2021-03-25,7.6578565
2021-03-26,7.765
2021-03-27,7.8571424
2021-03-28,7.700714
2021-03-29,10.53
2021-03-30,12.717856
2021-03-31,12.970714
2021-04-01,12.903571
2021-04-02,12.7
2021-04-03,9.602858
2021-04-04,7.2950006
2021-04-05,7.770714
2021-04-06,4.712143
2021-04-07,0.755
2021-04-08,3.7671428
2021-04-09,6.8942857
2021-04-10,7.040714
2021-04-11,7.3285713
2021-04-12,5.0985713
2021-04-13,4.3007145
2021-04-14,3.857143
2021-04-15,3.4599996
2021-04-16,3.8742855
2021-04-17,4.712857
2021-04-18,5.5378566
2021-04-19,5.762857
2021-04-20,7.428571
2021-04-21,7.9864283
2021-04-22,8.817857
2021-04-23,10.655
2021-04-24,11.969286
2021-04-25,12.345714
2021-04-26,11.297142
2021-04-27,10.128571
2021-04-28,10.559285
2021-04-29,9.429999
