time,DEB37
2021-01-01,8.889999
2021-01-02,9.754
2021-01-03,9.08
2021-01-04,6.384
2021-01-05,4.988
2021-01-06,6.604
2021-01-07,5.546
2021-01-08,7.1080003
2021-01-09,7.172
2021-01-10,6.5959997
2021-01-11,4.834
2021-01-12,5.6419997
2021-01-13,5.6879997
2021-01-14,5.9479995
2021-01-15,6.068
2021-01-16,3.8939998
2021-01-17,1.6859996
2021-01-18,3.6480002
2021-01-19,4.842
2021-01-20,7.2160006
2021-01-21,12.232
2021-01-22,12.783999
2021-01-23,10.363999
2021-01-24,8.89
2021-01-25,6.5080004
2021-01-26,5.122
2021-01-27,3.7779999
2021-01-28,5.7939997
2021-01-29,8.915999
2021-01-30,10.002001
2021-01-31,8.938001
2021-02-01,8.272
2021-02-02,10.296
2021-02-03,11.264
2021-02-04,12.803999
2021-02-05,12.547999
2021-02-06,11.473999
2021-02-07,12.803999
2021-02-08,9.455999
2021-02-09,10.406
2021-02-10,9.722
2021-02-11,10.605999
2021-02-12,5.544
2021-02-13,1.7
2021-02-14,0.4120001
2021-02-15,1.956
2021-02-16,3.2080002
2021-02-17,6.9659996
2021-02-18,7.9899993
2021-02-19,8.398
2021-02-20,10.658
2021-02-21,9.983999
2021-02-22,11.062
2021-02-23,10.981999
2021-02-24,13.233999
2021-02-25,13.402
2021-02-26,11.595999
2021-02-27,9.719999
2021-02-28,8.1
2021-03-01,7.528
2021-03-02,8.556001
2021-03-03,10.304001
2021-03-04,8.044
2021-03-05,7.707999
2021-03-06,5.4179997
2021-03-07,5.138
2021-03-08,8.042
2021-03-09,7.832
2021-03-10,7.372
2021-03-11,7.342
2021-03-12,10.126
2021-03-13,10.931999
2021-03-14,8.25
2021-03-15,7.4480004
2021-03-16,6.8420005
2021-03-17,5.312
2021-03-18,4.802
2021-03-19,3.9099998
2021-03-20,4.994
2021-03-21,5.982
2021-03-22,6.15
2021-03-23,6.2120004
2021-03-24,6.94
2021-03-25,8.636001
2021-03-26,9.39
2021-03-27,10.184
2021-03-28,11.628
2021-03-29,11.852
2021-03-30,13.029999
2021-03-31,14.578
2021-04-01,17.116001
2021-04-02,14.164
2021-04-03,12.864
2021-04-04,9.502001
2021-04-05,8.249999
2021-04-06,7.268
2021-04-07,5.502
2021-04-08,5.9380007
2021-04-09,7.5060005
2021-04-10,8.182
2021-04-11,10.870001
2021-04-12,10.834
2021-04-13,8.372
2021-04-14,7.002
2021-04-15,8.07
2021-04-16,8.438
2021-04-17,8.792
2021-04-18,8.733999
2021-04-19,8.254
2021-04-20,8.91
2021-04-21,10.752
2021-04-22,10.395999
2021-04-23,11.561999
2021-04-24,12.599999
2021-04-25,12.978
2021-04-26,12.699999
2021-04-27,12.881999
2021-04-28,14.098
2021-04-29,15.667999
2021-04-30,17.47
2021-05-01,16.362
2021-05-02,15.2699995
2021-05-03,12.1779995
2021-05-04,12.606
2021-05-05,13.69
2021-05-06,14.426
2021-05-07,15.588
2021-05-08,14.089999
2021-05-09,15.698
2021-05-10,17.460001
2021-05-11,17.306
2021-05-12,14.903999
2021-05-13,13.504
2021-05-14,12.93
2021-05-15,12.906
2021-05-16,15.194
2021-05-17,16.693998
2021-05-18,14.271998
2021-05-19,14.334
2021-05-20,14.001999
2021-05-21,14.903999
2021-05-22,15.275999
2021-05-23,18.114
2021-05-24,19.514
2021-05-25,16.963999
2021-05-26,16.174
2021-05-27,16.878
2021-05-28,15.7
2021-05-29,16.067999
2021-05-30,15.635999
2021-05-31,15.472
2021-06-01,15.035998
2021-06-02,17.301998
2021-06-03,18.478
2021-06-04,19.196
2021-06-05,19.685999
2021-06-06,19.105999
2021-06-07,17.745998
2021-06-08,17.196001
2021-06-09,18.776
2021-06-10,19.102
2021-06-11,19.01
2021-06-12,19.952
2021-06-13,19.46
2021-06-14,20.55
2021-06-15,20.441998
2021-06-16,19.137999
2021-06-17,21.278
2021-06-18,21.630001
2021-06-19,22.506
2021-06-20,23.745998
2021-06-21,24.926
2021-06-22,24.026001
2021-06-23,24.985998
2021-06-24,24.696
2021-06-25,23.883999
2021-06-26,22.744
2021-06-27,23.210001
2021-06-28,24.551998
2021-06-29,24.553999
2021-06-30,23.319998
2021-07-01,21.622002
2021-07-02,21.816
2021-07-03,22.805998
2021-07-04,21.786
2021-07-05,22.526
2021-07-06,22.754002
2021-07-07,25.537998
2021-07-08,26.394001
2021-07-09,24.676
2021-07-10,22.585999
2021-07-11,22.954
2021-07-12,23.114
2021-07-13,23.904
2021-07-14,21.093998
