time,CZ072
2021-01-01,4.5208335
2021-01-02,0.9566667
2021-01-03,2.2541668
2021-01-04,2.6174998
2021-01-05,1.3666668
2021-01-06,2.1433332
2021-01-07,-0.55749995
2021-01-08,-1.2158332
2021-01-09,-0.73749995
2021-01-10,0.68416667
2021-01-11,-1.7991666
2021-01-12,1.0075
2021-01-13,7.82
2021-01-14,8.110834
2021-01-15,7.9958324
2021-01-16,2.4650002
2021-01-17,6.9225006
2021-01-18,3.6658335
2021-01-19,5.405
2021-01-20,6.476666
2021-01-21,9.783334
2021-01-22,7.7208323
2021-01-23,7.5341663
2021-01-24,6.832499
2021-01-25,7.2075
2021-01-26,3.7024996
2021-01-27,9.778334
2021-01-28,14.075833
2021-01-29,11.226666
2021-01-30,10.371666
2021-01-31,10.493333
2021-02-01,11.6875
2021-02-02,14.025832
2021-02-03,10.893333
2021-02-04,10.878333
2021-02-05,10.4275
2021-02-06,11.080833
2021-02-07,6.815
2021-02-08,7.3524995
2021-02-09,8.286667
2021-02-10,6.4566665
2021-02-11,9.05
2021-02-12,9.735
2021-02-13,8.576667
2021-02-14,7.2216663
2021-02-15,8.944166
2021-02-16,11.600834
2021-02-17,11.288334
2021-02-18,12.630834
2021-02-19,12.133334
2021-02-20,12.453332
2021-02-21,12.761665
2021-02-22,11.778333
2021-02-23,11.566667
2021-02-24,13.996667
2021-02-25,12.019165
2021-02-26,8.973332
2021-02-27,9.712501
2021-02-28,7.4449997
2021-03-01,9.984167
2021-03-02,11.595
2021-03-03,10.3875
2021-03-04,10.69
2021-03-05,10.044166
2021-03-06,7.7916665
2021-03-07,9.323333
2021-03-08,8.967501
2021-03-09,7.0008335
2021-03-10,6.399999
2021-03-11,13.660831
2021-03-12,10.531667
2021-03-13,9.799166
2021-03-14,9.371666
2021-03-15,8.824166
2021-03-16,10.927499
2021-03-17,11.245
2021-03-18,5.9858336
2021-03-19,6.4166665
2021-03-20,4.6375
2021-03-21,5.4641666
2021-03-22,8.429167
2021-03-23,8.12
2021-03-24,9.521667
2021-03-25,11.474999
2021-03-26,10.603333
2021-03-27,9.904166
2021-03-28,11.213333
2021-03-29,13.2575
2021-03-30,15.938333
2021-03-31,16.686666
2021-04-01,15.732499
2021-04-02,15.031666
2021-04-03,14.288334
2021-04-04,9.621666
2021-04-05,11.404166
2021-04-06,11.466666
2021-04-07,5.024166
2021-04-08,8.385834
2021-04-09,12.806666
2021-04-10,13.0125
2021-04-11,12.36
2021-04-12,7.238333
2021-04-13,6.960833
2021-04-14,8.428333
2021-04-15,7.82
2021-04-16,6.1858335
2021-04-17,6.2791667
2021-04-18,9.381667
2021-04-19,9.2283325
2021-04-20,13.293334
2021-04-21,13.994166
2021-04-22,13.769166
2021-04-23,14.453332
2021-04-24,16.280832
2021-04-25,16.213331
2021-04-26,14.224166
2021-04-27,13.560834
2021-04-28,14.219166
2021-04-29,12.064167
2021-04-30,11.458333
2021-05-01,11.698334
2021-05-02,9.704166
2021-05-03,11.239166
2021-05-04,13.296666
2021-05-05,14.844166
2021-05-06,14.279166
2021-05-07,16.64
2021-05-08,18.771666
2021-05-09,19.948332
2021-05-10,14.98
2021-05-11,13.0975
2021-05-12,13.0925
2021-05-13,11.836666
2021-05-14,13.329165
2021-05-15,13.9725
2021-05-16,14.287501
2021-05-17,13.663333
2021-05-18,12.585
2021-05-19,13.179168
2021-05-20,14.0575
2021-05-21,15.320832
2021-05-22,12.283333
2021-05-23,12.329165
2021-05-24,11.706666
2021-05-25,12.994167
2021-05-26,12.392499
2021-05-27,15.746666
2021-05-28,18.633333
2021-05-29,20.489164
2021-05-30,19.835001
2021-05-31,20.421665
2021-06-01,21.758331
2021-06-02,20.384165
2021-06-03,19.686666
2021-06-04,18.418333
2021-06-05,17.455832
2021-06-06,17.424166
2021-06-07,18.333334
2021-06-08,19.620832
2021-06-09,20.762499
2021-06-10,21.811666
2021-06-11,21.911667
2021-06-12,22.123335
2021-06-13,24.262499
2021-06-14,23.986666
2021-06-15,24.873335
2021-06-16,25.128332
2021-06-17,23.713333
2021-06-18,21.179167
2021-06-19,23.7125
2021-06-20,21.79
2021-06-21,19.683334
2021-06-22,16.8675
2021-06-23,17.095
2021-06-24,17.667501
2021-06-25,19.0525
2021-06-26,21.445831
2021-06-27,20.945
2021-06-28,16.911667
2021-06-29,17.750834
2021-06-30,18.368332
2021-07-01,19.781666
2021-07-02,23.456667
2021-07-03,23.845001
2021-07-04,21.136667
2021-07-05,22.591665
2021-07-06,23.513334
2021-07-07,18.137499
2021-07-08,17.366667
2021-07-09,18.867498
2021-07-10,18.978333
2021-07-11,20.348333
2021-07-12,21.028332
2021-07-13,16.18167
2021-07-14,17.185
2021-07-15,17.939999
2021-07-16,19.3775
2021-07-17,20.519999
2021-07-18,21.71833
2021-07-19,23.631666
2021-07-20,24.394999
2021-07-21,24.905
2021-07-22,26.229998
2021-07-23,25.798334
2021-07-24,21.190832
2021-07-25,19.308332
2021-07-26,20.4675
2021-07-27,19.280832
2021-07-28,19.546667
2021-07-29,21.445
2021-07-30,21.93
2021-07-31,17.270832
2021-08-01,16.689167
2021-08-02,17.514166
2021-08-03,19.297499
2021-08-04,20.034998
2021-08-05,21.153334
2021-08-06,20.854168
2021-08-07,19.020832
2021-08-08,17.785833
2021-08-09,20.106667
2021-08-10,22.514166
2021-08-11,24.638334
2021-08-12,25.685835
2021-08-13,24.293333
2021-08-14,25.875
2021-08-15,25.557497
2021-08-16,20.050001
2021-08-17,18.466665
2021-08-18,17.739164
2021-08-19,18.569164
2021-08-20,21.47
2021-08-21,21.924166
2021-08-22,21.242498
2021-08-23,20.275002
2021-08-24,19.291666
2021-08-25,20.350834
2021-08-26,21.604998
2021-08-27,20.776667
2021-08-28,18.021666
2021-08-29,17.484999
2021-08-30,18.434168
2021-08-31,19.137499
2021-09-01,19.084166
2021-09-02,20.08
2021-09-03,21.029167
2021-09-04,21.955833
2021-09-05,22.81
2021-09-06,24.464167
2021-09-07,25.698334
2021-09-08,24.686666
2021-09-09,21.499166
2021-09-10,20.496668
2021-09-11,20.73
2021-09-12,21.49
2021-09-13,22.984163
2021-09-14,23.625
2021-09-15,22.421667
2021-09-16,19.521666
2021-09-17,19.194166
2021-09-18,17.525833
2021-09-19,16.269167
2021-09-20,16.4975
2021-09-21,15.413334
2021-09-22,17.019999
2021-09-23,18.008333
2021-09-24,18.476665
2021-09-25,21.140833
2021-09-26,19.546667
2021-09-27,18.855
2021-09-28,17.025833
2021-09-29,17.520832
2021-09-30,15.325001
2021-10-01,15.194165
2021-10-02,17.145834
2021-10-03,17.818335
2021-10-04,13.409165
2021-10-05,14.008332
2021-10-06,14.695
2021-10-07,12.425832
2021-10-08,11.625833
2021-10-09,12.075833
2021-10-10,15.296666
2021-10-11,12.148334
2021-10-12,11.261666
2021-10-13,10.9558325
2021-10-14,11.060834
2021-10-15,12.408333
2021-10-16,13.699168
2021-10-17,13.8075
2021-10-18,15.0975
2021-10-19,16.865
2021-10-20,19.081665
2021-10-21,17.298334
2021-10-22,12.045834
2021-10-23,11.068334
2021-10-24,10.355834
2021-10-25,11.425834
2021-10-26,12.861668
2021-10-27,11.768333
2021-10-28,12.288334
2021-10-29,13.345
2021-10-30,15.334167
2021-10-31,16.050835
2021-11-01,13.819167
2021-11-02,12.9425
2021-11-03,10.141665
2021-11-04,7.7916665
2021-11-05,6.8641667
2021-11-06,5.619167
2021-11-07,6.7400002
2021-11-08,10.971667
2021-11-09,6.5241666
2021-11-10,5.4708333
2021-11-11,8.9175
2021-11-12,10.116667
2021-11-13,11.229167
2021-11-14,10.925
2021-11-15,9.748333
2021-11-16,8.3725
2021-11-17,7.519167
2021-11-18,9.8725
2021-11-19,7.4308333
2021-11-20,7.1225
2021-11-21,8.55
2021-11-22,7.1774993
2021-11-23,3.7283335
2021-11-24,7.1691666
2021-11-25,7.6441665
2021-11-26,5.7841663
2021-11-27,6.0416665
2021-11-28,4.811667
2021-11-29,3.7408333
2021-11-30,3.4191666
2021-12-01,7.0483327
2021-12-02,6.7858334
2021-12-03,5.1658335
2021-12-04,10.669166
2021-12-05,6.7225
2021-12-06,7.3224998
2021-12-07,7.856666
2021-12-08,7.1358337
2021-12-09,4.706667
2021-12-10,9.3425
2021-12-11,8.053333
2021-12-12,7.7083325
2021-12-13,8.236667
2021-12-14,6.7883334
2021-12-15,5.888334
2021-12-16,6.274166
2021-12-17,5.7166667
2021-12-18,6.1066666
2021-12-19,5.83
2021-12-20,4.258333
2021-12-21,4.345
2021-12-22,7.289167
2021-12-23,8.676667
2021-12-24,9.831668
2021-12-25,9.568334
2021-12-26,9.444167
2021-12-27,11.881667
2021-12-28,12.600833
2021-12-29,15.250833
2021-12-30,12.235832
2021-12-31,11.245833
