time,LT027
2021-04-09,7.965
2021-04-10,6.465
2021-04-11,5.5899997
2021-04-12,4.205
2021-04-13,5.145
2021-04-14,5.52
2021-04-15,5.495
2021-04-16,5.705
2021-04-17,6.535
2021-04-18,6.665
2021-04-19,7.785
2021-04-20,8.915
2021-04-21,8.304999
2021-04-22,7.5249996
2021-04-23,8.535
2021-04-24,9.645
2021-04-25,8.18
2021-04-26,7.505
2021-04-27,8.03
2021-04-28,8.76
2021-04-29,8.085
2021-04-30,7.515
2021-05-01,7.2999997
2021-05-02,7.5249996
2021-05-03,8.885
2021-05-04,10.84
2021-05-05,8.225
2021-05-06,6.755
2021-05-07,8.305
2021-05-08,12.065001
2021-05-09,15.23
2021-05-10,13.865
2021-05-11,11.91
2021-05-12,11.834999
2021-05-13,11.84
2021-05-14,10.18
2021-05-15,10.99
2021-05-16,11.28
2021-05-17,12.264999
2021-05-18,11.18
2021-05-19,12.0199995
2021-05-20,10.51
2021-05-21,11.86
2021-05-22,11.440001
2021-05-23,9.955
2021-05-24,11.18
2021-05-25,10.78
2021-05-26,10.764999
2021-05-27,12.215
2021-05-28,13.11
2021-05-29,14.719999
2021-05-30,13.09
2021-05-31,15.514999
2021-06-01,17.605
2021-06-02,19.439999
2021-06-03,17.945
2021-06-04,14.365
2021-06-05,15.145
2021-06-06,15.504999
2021-06-07,15.565001
2021-06-08,15.975
2021-06-09,17.025
2021-06-10,17.765
2021-06-11,17.84
2021-06-12,17.880001
2021-06-13,18.23
2021-06-14,20.345
2021-06-15,17.855
2021-06-16,20.810001
2021-06-17,20.205
2021-06-18,16.994999
2021-06-19,14.539999
2021-06-20,15.75
2021-06-21,13.639999
2021-06-22,13.924999
2021-06-23,13.59
2021-06-24,14.17
2021-06-25,16.625
2021-06-26,16.085
2021-06-27,17.625
2021-06-28,17.105
2021-06-29,16.189999
2021-06-30,14.379999
2021-07-01,15.3949995
2021-07-02,17.515
2021-07-03,18.025
2021-07-04,17.439999
2021-07-05,16.529999
2021-07-06,16.285
2021-07-07,15.929999
2021-07-08,16.775
2021-07-09,17.215
2021-07-10,15.57
2021-07-11,16.439999
2021-07-12,17.35
2021-07-13,18.224998
2021-07-14,18.055
2021-07-15,17.919998
2021-07-16,17.365
2021-07-17,18.759998
2021-07-18,20.77
2021-07-19,21.154999
2021-07-20,21.58
2021-07-21,21.9
2021-07-22,20.345
2021-07-23,18.59
2021-07-24,19.445
2021-07-25,18.47
2021-07-26,18.85
2021-07-27,18.18
2021-07-28,18.509998
2021-07-29,17.099998
2021-07-30,16.744999
2021-07-31,16.95
2021-08-01,16.625
2021-08-02,16.225
2021-08-03,16.085
2021-08-04,16.169998
2021-08-05,17.244999
2021-08-06,17.965
2021-08-07,16.395
2021-08-08,16.645
2021-08-09,17.005
2021-08-10,17.51
2021-08-11,16.96
2021-08-12,18.4
2021-08-13,17.26
2021-08-14,18.52
2021-08-15,18.314999
2021-08-16,16.224998
2021-08-17,14.44
2021-08-18,17.89
2021-08-19,16.825
2021-08-20,17.599998
2021-08-21,18.305
2021-08-22,17.42
2021-08-23,17.779999
2021-08-24,17.84
2021-08-25,17.46
2021-08-26,16.24
2021-08-27,16.064999
2021-08-28,16.555
2021-08-29,16.025
2021-08-30,16.14
2021-08-31,16.965
2021-09-01,16.59
2021-09-02,17.365
2021-09-03,17.79
2021-09-04,17.29
2021-09-05,19.605
2021-09-06,20.099998
2021-09-07,21.445
2021-09-08,21.795
2021-09-09,20.57
2021-09-10,19.79
2021-09-11,18.435
2021-09-12,16.130001
2021-09-13,16.509998
2021-09-14,18.505001
2021-09-15,17.435001
2021-09-16,16.895
2021-09-17,16.985
2021-09-18,18.68
2021-09-19,17.77
2021-09-20,16.645
2021-09-21,14.865
2021-09-22,15.33
2021-09-23,15.625
2021-09-24,17.575
2021-09-25,17.215
2021-09-26,17.58
2021-09-27,16.33
2021-09-28,14.574999
2021-09-29,12.77
2021-09-30,11.629999
2021-10-01,15.42
2021-10-02,11.825
2021-10-03,13.754999
2021-10-04,13.65
2021-10-05,13.289999
2021-10-06,13.245
2021-10-07,13.379999
2021-10-08,15.49
2021-10-09,13.414999
2021-10-10,13.174999
2021-10-11,12.145
2021-10-12,11.71
2021-10-13,11.945
2021-10-14,12.914999
2021-10-15,12.2699995
2021-10-16,11.7
2021-10-17,12.53
2021-10-18,13.11
2021-10-19,18.16
2021-10-20,16.355
2021-10-21,10.775
2021-10-22,9.264999
2021-10-23,10.9
2021-10-24,11.855
2021-10-25,13.129999
2021-10-26,12.405
2021-10-27,14.715
2021-10-28,13.665
2021-10-29,13.625
2021-10-30,12.32
2021-10-31,11.15
2021-11-01,11.055
2021-11-02,8.695
2021-11-03,7.3
2021-11-04,8.645
2021-11-05,7.74
2021-11-06,9.24
2021-11-07,10.844999
2021-11-08,7.915
2021-11-09,11.349999
2021-11-10,11.504999
2021-11-11,11.86
2021-11-12,10.735001
2021-11-13,11.805
2021-11-14,11.889999
2021-11-15,9.98
2021-11-16,8.98
2021-11-17,9.610001
2021-11-18,9.235
2021-11-19,11.01
2021-11-20,10.075
2021-11-21,7.9349995
2021-11-22,7.7349997
2021-11-23,7.005
2021-11-24,5.96
2021-11-25,6.21
2021-11-26,5.8949995
2021-11-27,4.25
2021-11-28,3.3449998
2021-11-29,2.5549998
2021-11-30,7.1899996
2021-12-01,9.67
2021-12-02,4.31
2021-12-03,4.975
2021-12-04,6.1499996
2021-12-05,5.6099997
2021-12-06,5.22
2021-12-07,4.545
2021-12-08,7.05
2021-12-09,6.37
2021-12-10,5.85
2021-12-11,5.285
2021-12-12,10.43
2021-12-13,10.545
2021-12-14,9.68
2021-12-15,10.059999
2021-12-16,10.055
2021-12-17,8.195
2021-12-18,7.715
2021-12-19,5.515
2021-12-20,6.255
2021-12-21,4.06
2021-12-22,1.185
2021-12-23,5.31
2021-12-24,8.86
2021-12-25,7.8599997
2021-12-26,7.91
2021-12-27,8.639999
2021-12-28,10.584999
2021-12-29,10.575
2021-12-30,12.934999
2021-12-31,12.594999
