time,LT027
2021-01-01,1.2149999
2021-01-02,3.2199998
2021-01-03,3.505
2021-01-04,4.4449997
2021-01-05,3.54
2021-01-06,4.245
2021-01-07,1.9499999
2021-01-08,0.75
2021-01-09,1.125
2021-01-10,0.46
2021-01-11,4.81
2021-01-12,7.8949995
2021-01-13,5.1049995
2021-01-14,5.92
2021-01-15,2.82
2021-01-16,2.78
2021-01-17,5.96
2021-01-18,4.665
2021-01-19,8.174999
2021-01-20,9.235001
2021-01-21,6.33
2021-01-22,4.4449997
2021-01-23,2.55
2021-01-24,0.855
2021-01-25,2.55
2021-01-26,2.8899999
2021-01-27,6.3549995
2021-01-28,9.224999
2021-01-29,8.934999
2021-01-30,6.24
2021-01-31,2.3899999
2021-02-01,4.26
2021-02-02,8.0199995
2021-02-03,8.795
2021-02-04,6.085
2021-02-05,8.684999
2021-02-06,6.5
2021-02-07,2.29
2021-02-08,-1.7149999
2021-02-09,-1.47
2021-02-10,-0.7
2021-02-11,-2.205
2021-02-12,-0.78499997
2021-02-13,-1.655
2021-02-14,0.84999996
2021-02-15,6.705
2021-02-16,8.58
2021-02-17,9.155
2021-02-18,9.455
2021-02-19,7.3149996
2021-02-20,12.025
2021-02-21,12.014999
2021-02-22,10.37
2021-02-23,10.58
2021-02-24,13.905
2021-02-25,10.995
2021-02-26,6.9449997
2021-02-27,5.645
2021-02-28,6.575
2021-03-01,6.015
2021-03-02,6.09
2021-03-03,6.5249996
2021-03-04,6.045
2021-03-05,4.7
2021-03-06,3.225
2021-03-07,3.2350001
2021-03-08,3.2599998
2021-03-09,6.95
2021-03-10,6.0099998
2021-03-11,9.465
2021-03-12,7.43
2021-03-13,7.74
2021-03-14,6.83
2021-03-15,8.98
2021-03-16,7.8199997
2021-03-17,7.5899997
2021-03-18,6.3599997
2021-03-19,6.7749996
2021-03-20,6.005
2021-03-21,7.89
2021-03-22,6.2200003
2021-03-23,6.6949997
2021-03-24,8.08
2021-03-25,8.695
2021-03-26,9.885
2021-03-27,7.16
2021-03-28,9.799999
2021-03-29,11.695
2021-03-30,13.514999
2021-03-31,14.95
2021-04-01,10.775
2021-04-02,7.5599995
2021-04-03,6.745
2021-04-04,7.5249996
2021-04-05,6.1449995
2021-04-06,3.9499998
2021-04-07,2.7399998
2021-04-08,6.6549997
