time,LT011
2021-01-01,0.91999996
2021-01-02,3.08
2021-01-03,3.24
2021-01-04,4.04
2021-01-05,3.47
2021-01-06,4.0899997
2021-01-07,1.9
2021-01-08,-0.26
2021-01-09,0.59
2021-01-10,0.19999999
2021-01-11,4.87
2021-01-12,7.43
2021-01-13,3.8899999
2021-01-14,4.94
2021-01-15,2.04
2021-01-16,2.51
2021-01-17,5.29
2021-01-18,4.61
2021-01-19,8.28
2021-01-20,9.2
2021-01-21,5.89
2021-01-22,3.53
2021-01-23,2.28
2021-01-24,0.06
2021-01-25,1.7099999
2021-01-26,2.59
2021-01-27,6.04
2021-01-28,8.87
2021-01-29,9.09
2021-01-30,5.19
2021-01-31,2.29
2021-02-01,3.83
2021-02-02,6.97
2021-02-03,8.75
2021-02-04,5.77
2021-02-05,8.29
2021-02-06,5.94
2021-02-07,1.8199999
2021-02-08,-1.65
2021-02-09,-1.0
2021-02-10,-0.59
2021-02-11,-1.76
2021-02-12,-0.83
2021-02-13,-1.4
2021-02-14,1.17
2021-02-15,6.75
2021-02-16,8.51
2021-02-17,9.19
2021-02-18,8.889999
2021-02-19,6.89
2021-02-20,11.83
2021-02-21,11.84
2021-02-22,9.63
2021-02-23,10.2
2021-02-24,12.91
2021-02-25,10.75
2021-02-26,7.04
2021-02-27,6.0499997
2021-02-28,6.0099998
2021-03-01,5.67
2021-03-02,6.02
2021-03-03,5.37
2021-03-04,5.2799997
2021-03-05,4.27
2021-03-06,3.1
2021-03-07,3.27
2021-03-08,4.23
2021-03-09,7.49
2021-03-10,6.3999996
2021-03-11,10.15
2021-03-12,7.3999996
2021-03-13,7.73
2021-03-14,6.92
2021-03-15,8.9
2021-03-16,8.059999
2021-03-17,7.37
2021-03-18,6.45
2021-03-19,7.23
2021-03-20,6.46
2021-03-21,8.25
2021-03-22,6.45
2021-03-23,6.92
2021-03-24,8.05
2021-03-25,8.599999
2021-03-26,9.969999
2021-03-27,6.74
2021-03-28,9.9
2021-03-29,12.78
2021-03-30,12.74
2021-03-31,14.61
2021-04-01,10.04
2021-04-02,7.21
2021-04-03,7.1099997
2021-04-04,8.36
2021-04-05,6.0499997
2021-04-06,3.47
2021-04-07,2.8999999
2021-04-08,7.2599998
2021-04-09,8.37
2021-04-10,6.5
2021-04-11,5.08
2021-04-12,4.19
2021-04-13,5.23
2021-04-14,5.81
2021-04-15,5.35
2021-04-16,5.5899997
2021-04-17,6.37
2021-04-18,6.96
2021-04-19,8.49
2021-04-20,9.12
2021-04-21,8.57
2021-04-22,7.19
2021-04-23,8.29
2021-04-24,9.24
2021-04-25,8.0
2021-04-26,7.64
2021-04-27,7.8599997
2021-04-28,8.41
