time,FRG04
2021-11-08,7.4745455
2021-11-09,6.4227276
2021-11-10,6.8581815
2021-11-11,5.1772723
2021-11-12,4.3709087
2021-11-13,5.722727
2021-11-14,3.9972727
2021-11-15,4.8509088
2021-11-16,6.30909
2021-11-17,4.3836365
2021-11-18,7.126363
2021-11-19,9.559092
2021-11-20,10.703636
2021-11-21,8.251818
2021-11-22,5.52
2021-11-23,1.8
2021-11-24,5.1045456
2021-11-25,2.7272725
2021-11-26,2.5281818
2021-11-27,1.2318182
2021-11-28,0.22727273
2021-11-29,0.6972727
2021-11-30,2.12
2021-12-01,2.5545454
2021-12-02,4.1254544
2021-12-03,0.36636364
2021-12-04,0.6136364
2021-12-05,0.30363634
2021-12-06,-0.21454544
2021-12-07,-0.7354545
2021-12-08,-2.8754547
2021-12-09,-2.4554543
2021-12-10,-0.8418182
2021-12-11,-3.8436363
2021-12-12,-3.090909
2021-12-13,-1.160909
2021-12-14,2.6290908
2021-12-15,4.806364
2021-12-16,6.3163633
2021-12-17,5.6545453
2021-12-18,3.6990912
2021-12-19,4.1636367
2021-12-20,1.8899999
2021-12-21,-0.81272733
2021-12-22,-3.4481819
2021-12-23,-3.3163636
2021-12-24,1.6136361
2021-12-25,-4.914545
2021-12-26,-8.578182
2021-12-27,-8.600909
2021-12-28,-4.5599995
2021-12-29,0.42181823
2021-12-30,4.3163633
2021-12-31,9.374546
