time,FRB01
2021-01-01,6.5716667
2021-01-02,8.094999
2021-01-03,6.603333
2021-01-04,5.5833335
2021-01-05,5.1766663
2021-01-06,4.7883334
2021-01-07,4.221667
2021-01-08,3.3083332
2021-01-09,1.8566667
2021-01-10,2.1699998
2021-01-11,0.905
2021-01-12,0.5833332
2021-01-13,1.9766666
2021-01-14,4.8683333
2021-01-15,1.23
2021-01-16,0.9666667
2021-01-17,1.4183334
2021-01-18,1.4833332
2021-01-19,3.2066667
2021-01-20,5.8266664
2021-01-21,8.081667
2021-01-22,11.501666
2021-01-23,9.043333
2021-01-24,4.93
2021-01-25,3.495
2021-01-26,2.7816665
2021-01-27,2.5833333
2021-01-28,3.345
2021-01-29,5.7416663
2021-01-30,7.9349995
2021-01-31,7.519999
2021-02-01,5.0449996
2021-02-02,7.3266664
2021-02-03,8.206666
2021-02-04,9.646667
2021-02-05,9.473333
2021-02-06,9.858333
2021-02-07,12.406667
2021-02-08,8.821668
2021-02-09,8.855
2021-02-10,9.445
2021-02-11,4.7433333
2021-02-12,-0.92333335
2021-02-13,-2.5766666
2021-02-14,-0.025000015
2021-02-15,-0.15333335
2021-02-16,3.4416666
2021-02-17,5.513333
2021-02-18,7.2083335
2021-02-19,8.409999
2021-02-20,9.375
2021-02-21,8.599999
2021-02-22,8.995
2021-02-23,9.349999
2021-02-24,11.528333
2021-02-25,12.941667
2021-02-26,11.093333
2021-02-27,10.598334
2021-02-28,7.146667
2021-03-01,6.4566665
2021-03-02,5.6649995
2021-03-03,7.0716667
2021-03-04,7.566666
2021-03-05,9.399999
2021-03-06,3.513333
2021-03-07,2.325
2021-03-08,4.8349996
2021-03-09,6.0033336
2021-03-10,5.1783333
2021-03-11,7.5
2021-03-12,9.348333
2021-03-13,9.493334
2021-03-14,7.306667
2021-03-15,5.308333
2021-03-16,5.895
2021-03-17,5.1
2021-03-18,3.1499999
2021-03-19,2.84
2021-03-20,3.181667
2021-03-21,4.0316668
2021-03-22,5.173333
2021-03-23,5.9249997
2021-03-24,6.8033333
2021-03-25,7.2116666
2021-03-26,8.95
2021-03-27,10.219999
2021-03-28,10.608333
2021-03-29,11.34
2021-03-30,13.538334
2021-03-31,15.061666
2021-04-01,15.308333
2021-04-02,14.631667
2021-04-03,10.748333
2021-04-04,7.203333
2021-04-05,7.858333
2021-04-06,5.288333
2021-04-07,1.485
2021-04-08,4.416667
2021-04-09,8.129999
2021-04-10,10.406667
2021-04-11,10.31
2021-04-12,11.221665
2021-04-13,5.52
2021-04-14,5.8466663
2021-04-15,5.6283336
2021-04-16,6.0816665
2021-04-17,8.151667
2021-04-18,7.996666
2021-04-19,8.589999
2021-04-20,9.283333
2021-04-21,9.98
2021-04-22,10.829999
2021-04-23,11.531666
2021-04-24,12.046665
2021-04-25,13.339999
2021-04-26,12.033333
2021-04-27,10.291667
2021-04-28,11.783333
2021-04-29,13.856667
2021-04-30,16.031666
2021-05-01,16.573334
2021-05-02,15.506667
2021-05-03,11.911667
2021-05-04,12.6433325
2021-05-05,14.445
2021-05-06,13.44
2021-05-07,14.150001
2021-05-08,12.056666
2021-05-09,14.961667
2021-05-10,16.663332
2021-05-11,17.138334
2021-05-12,13.785
2021-05-13,13.001667
2021-05-14,14.021667
2021-05-15,14.236667
2021-05-16,14.849998
2021-05-17,14.66
2021-05-18,14.889999
2021-05-19,11.054999
2021-05-20,12.965
2021-05-21,15.466666
2021-05-22,15.535
2021-05-23,16.5
2021-05-24,14.608333
2021-05-25,15.366666
2021-05-26,14.491666
2021-05-27,16.473333
2021-05-28,16.066666
2021-05-29,16.664999
2021-05-30,15.18
2021-05-31,14.425
2021-06-01,15.943334
2021-06-02,16.974998
2021-06-03,18.16
2021-06-04,20.185
2021-06-05,21.353333
2021-06-06,19.261667
2021-06-07,19.228333
2021-06-08,20.621668
2021-06-09,21.221666
2021-06-10,21.63
2021-06-11,20.206667
2021-06-12,21.353333
2021-06-13,22.586664
2021-06-14,19.408333
2021-06-15,19.708332
2021-06-16,21.986666
2021-06-17,22.578331
2021-06-18,23.14
2021-06-19,24.153334
2021-06-20,24.964998
2021-06-21,25.263334
2021-06-22,24.745
2021-06-23,26.438334
2021-06-24,26.62
2021-06-25,23.736666
2021-06-26,23.21
2021-06-27,24.331665
2021-06-28,25.076666
2021-06-29,25.626665
2021-06-30,24.481667
2021-07-01,20.84
2021-07-02,21.14
2021-07-03,23.19
2021-07-04,20.708334
2021-07-05,21.745
2021-07-06,23.798332
2021-07-07,25.543333
2021-07-08,27.015
2021-07-09,23.336664
2021-07-10,23.981667
2021-07-11,24.08
2021-07-12,24.74
2021-07-13,24.381666
2021-07-14,21.156668
2021-07-15,20.533333
2021-07-16,21.25
2021-07-17,21.451666
2021-07-18,22.076666
2021-07-19,24.615
2021-07-20,23.208334
2021-07-21,23.205
2021-07-22,23.276667
2021-07-23,23.726667
2021-07-24,24.208334
2021-07-25,25.498331
2021-07-26,24.85
2021-07-27,24.391668
2021-07-28,25.141665
2021-07-29,25.043333
2021-07-30,25.628332
2021-07-31,25.354998
2021-08-01,24.970001
2021-08-02,22.051666
2021-08-03,21.86
2021-08-04,22.941666
2021-08-05,21.26333
2021-08-06,21.643333
2021-08-07,23.941666
2021-08-08,25.761665
2021-08-09,24.448334
2021-08-10,24.481667
2021-08-11,25.699999
2021-08-12,26.029999
2021-08-13,26.091665
2021-08-14,26.866667
2021-08-15,26.873331
2021-08-16,27.449997
2021-08-17,21.164999
2021-08-18,20.608332
2021-08-19,20.818335
2021-08-20,22.148333
2021-08-21,23.323334
2021-08-22,23.949999
2021-08-23,20.130001
2021-08-24,21.008333
2021-08-25,19.386667
2021-08-26,18.85
2021-08-27,16.851665
2021-08-28,16.956667
2021-08-29,16.341665
2021-08-30,17.291666
2021-08-31,17.823334
2021-09-01,18.681667
2021-09-02,17.994999
2021-09-03,18.145
2021-09-04,18.828333
2021-09-05,20.183332
2021-09-06,19.898333
2021-09-07,19.758333
2021-09-08,19.608332
2021-09-09,18.83
2021-09-10,18.776665
2021-09-11,18.83
2021-09-12,20.49
2021-09-13,21.435
2021-09-14,21.321665
2021-09-15,21.351667
2021-09-16,20.913332
2021-09-17,18.983332
2021-09-18,18.383331
2021-09-19,18.843332
2021-09-20,16.126665
2021-09-21,14.911667
2021-09-22,14.55
2021-09-23,13.931666
2021-09-24,16.521666
2021-09-25,17.365
2021-09-26,18.92
2021-09-27,18.714998
2021-09-28,18.93
2021-09-29,19.173332
2021-09-30,16.888332
2021-10-01,14.925
2021-10-02,14.858333
2021-10-03,18.031666
2021-10-04,19.503332
2021-10-05,18.89
2021-10-06,15.04
2021-10-07,13.076667
2021-10-08,14.113332
2021-10-09,12.308334
2021-10-10,9.995
2021-10-11,10.75
2021-10-12,10.08
2021-10-13,10.316667
2021-10-14,8.625
2021-10-15,10.28
2021-10-16,11.301666
2021-10-17,11.068333
2021-10-18,10.856667
2021-10-19,11.901668
2021-10-20,13.148334
2021-10-21,15.845
2021-10-22,14.443334
2021-10-23,12.371666
2021-10-24,9.656666
2021-10-25,8.823333
2021-10-26,9.648334
2021-10-27,10.888333
2021-10-28,10.041667
2021-10-29,9.944999
2021-10-30,11.346667
2021-10-31,11.505
2021-11-01,12.29
2021-11-02,12.371666
2021-11-03,13.905
2021-11-04,13.118333
2021-11-05,11.106667
2021-11-06,10.288333
2021-11-07,10.735
2021-11-08,11.013332
2021-11-09,9.886666
2021-11-10,10.765
2021-11-11,12.255
2021-11-12,11.848332
2021-11-13,11.968333
2021-11-14,12.316667
2021-11-15,12.086667
2021-11-16,9.981667
2021-11-17,10.704999
2021-11-18,9.653333
2021-11-19,8.456666
2021-11-20,9.326666
2021-11-21,8.706666
2021-11-22,10.746666
2021-11-23,8.026666
2021-11-24,5.5066667
2021-11-25,7.555
2021-11-26,9.255
2021-11-27,10.001666
2021-11-28,7.615
2021-11-29,3.9616668
2021-11-30,4.05
2021-12-01,7.765
