time,BE258
2021-01-01,0.43100005
2021-01-02,-0.91899985
2021-01-03,0.18600002
2021-01-04,-1.049
2021-01-05,0.013000001
2021-01-06,0.313
2021-01-07,0.916
2021-01-08,-0.663
2021-01-09,-0.060000002
2021-01-10,-0.50399995
2021-01-11,-1.553
2021-01-12,1.7639999
2021-01-13,6.8389997
2021-01-14,7.31
2021-01-15,4.9609995
2021-01-16,-0.70699996
2021-01-17,4.285
2021-01-18,3.712
2021-01-19,4.035
2021-01-20,7.5530005
2021-01-21,9.496
2021-01-22,6.1940002
2021-01-23,5.002
2021-01-24,2.0970001
2021-01-25,2.9810002
2021-01-26,0.16000001
2021-01-27,5.142
2021-01-28,10.172
2021-01-29,10.453
2021-01-30,9.508
2021-01-31,8.773
2021-02-01,9.682
2021-02-02,10.531
2021-02-03,11.084999
2021-02-04,9.073999
2021-02-05,9.635
2021-02-06,8.762
2021-02-07,5.2279997
2021-02-08,3.459
2021-02-09,3.7350001
2021-02-10,4.4709997
2021-02-11,2.73
2021-02-12,2.8240001
2021-02-13,0.38099998
2021-02-14,3.7220001
2021-02-15,7.6939993
2021-02-16,9.515999
2021-02-17,9.656
2021-02-18,11.1189995
2021-02-19,11.737
2021-02-20,12.938001
2021-02-21,13.832001
2021-02-22,13.695
2021-02-23,13.917999
2021-02-24,13.409999
2021-02-25,12.187999
2021-02-26,9.299
2021-02-27,7.3
2021-02-28,7.7910004
2021-03-01,10.03
2021-03-02,10.903999
2021-03-03,9.823
2021-03-04,9.304
2021-03-05,7.585
2021-03-06,5.7720003
2021-03-07,7.018
2021-03-08,7.3529997
2021-03-09,3.7489998
2021-03-10,4.5950003
2021-03-11,9.634999
2021-03-12,7.638999
2021-03-13,7.9709997
2021-03-14,6.1519995
2021-03-15,6.747
2021-03-16,7.7399993
2021-03-17,7.468
2021-03-18,4.411
2021-03-19,5.256
2021-03-20,3.541
2021-03-21,3.7819996
2021-03-22,5.8939996
2021-03-23,7.468
2021-03-24,9.496
2021-03-25,9.511
2021-03-26,9.847
2021-03-27,7.5269995
2021-03-28,9.712999
2021-03-29,13.558001
2021-03-30,15.585001
2021-03-31,16.493
2021-04-01,16.991
2021-04-02,16.407
2021-04-03,10.17
2021-04-04,8.867
2021-04-05,9.086
2021-04-06,5.252
2021-04-07,4.348
2021-04-08,7.636
2021-04-09,10.879
2021-04-10,11.602
2021-04-11,9.073
2021-04-12,5.375
2021-04-13,5.614
2021-04-14,6.5369997
2021-04-15,5.932
2021-04-16,5.1670003
2021-04-17,6.421
2021-04-18,7.7419996
2021-04-19,8.934
2021-04-20,11.496
2021-04-21,11.56
2021-04-22,13.073
2021-04-23,14.721001
2021-04-24,16.513
2021-04-25,15.8480015
2021-04-26,15.226
2021-04-27,14.421
2021-04-28,13.223
2021-04-29,10.03
2021-04-30,10.347
2021-05-01,9.696
2021-05-02,8.148
2021-05-03,9.501999
2021-05-04,10.849999
2021-05-05,10.521
2021-05-06,10.149
2021-05-07,12.031
2021-05-08,17.440998
2021-05-09,19.622
2021-05-10,13.841001
2021-05-11,11.372
2021-05-12,10.642
2021-05-13,11.554
2021-05-14,11.2039995
2021-05-15,11.289999
2021-05-16,13.3029995
2021-05-17,12.233
2021-05-18,10.116
2021-05-19,11.245001
2021-05-20,11.904
2021-05-21,13.434999
2021-05-22,11.102999
2021-05-23,11.099001
2021-05-24,12.036999
2021-05-25,11.32
2021-05-26,11.464001
2021-05-27,14.142
2021-05-28,17.393
2021-05-29,18.445
2021-05-30,17.869999
2021-05-31,18.716
2021-06-01,20.388
2021-06-02,18.774998
2021-06-03,19.692999
2021-06-04,18.775
2021-06-05,16.087
2021-06-06,16.243
2021-06-07,17.776999
2021-06-08,18.656
2021-06-09,19.314
2021-06-10,20.329
2021-06-11,21.913998
2021-06-12,22.486998
2021-06-13,22.671001
2021-06-14,22.837997
2021-06-15,23.175
2021-06-16,24.258
2021-06-17,22.759998
2021-06-18,20.526999
2021-06-19,21.486
2021-06-20,19.043001
2021-06-21,18.489
2021-06-22,17.069998
2021-06-23,16.792002
2021-06-24,16.056
2021-06-25,16.411999
2021-06-26,18.139
2021-06-27,19.525
2021-06-28,16.039
2021-06-29,14.952001
2021-06-30,16.867
2021-07-01,18.384998
2021-07-02,20.280998
2021-07-03,19.846998
2021-07-04,18.278
2021-07-05,20.211998
2021-07-06,19.736998
2021-07-07,16.463
2021-07-08,16.071001
2021-07-09,16.8
2021-07-10,16.5
2021-07-11,19.377
2021-07-12,19.460999
2021-07-13,14.383
2021-07-14,16.713
2021-07-15,18.128
2021-07-16,17.715
2021-07-17,18.364002
2021-07-18,21.199001
2021-07-19,22.925999
2021-07-20,23.401001
2021-07-21,23.245998
2021-07-22,23.497997
2021-07-23,24.512
2021-07-24,20.73
2021-07-25,18.459
2021-07-26,18.616999
2021-07-27,17.59
2021-07-28,18.564999
2021-07-29,18.051998
2021-07-30,19.19
2021-07-31,15.674998
2021-08-01,15.837
2021-08-02,16.128
2021-08-03,16.275
2021-08-04,17.449999
2021-08-05,17.72
2021-08-06,17.816
2021-08-07,17.092
