time,FRC21
2021-06-15,18.369999
2021-06-16,20.735
2021-06-17,21.57
2021-06-18,22.355
2021-06-19,24.195
2021-06-20,24.935
2021-06-21,26.689999
2021-06-22,27.425
2021-06-23,27.235
2021-06-24,28.474998
2021-06-25,26.735
2021-06-26,22.7
2021-06-27,23.21
2021-06-28,25.079998
2021-06-29,26.775
2021-06-30,26.654999
2021-07-01,21.095
2021-07-02,19.99
2021-07-03,20.955
2021-07-04,21.494999
2021-07-05,22.445
2021-07-06,23.93
2021-07-07,27.0
2021-07-08,28.544998
2021-07-09,28.105
2021-07-10,24.009998
2021-07-11,23.855
2021-07-12,24.324999
2021-07-13,27.035
2021-07-14,26.364998
2021-07-15,23.949999
2021-07-16,22.77
2021-07-17,21.445
2021-07-18,22.165
2021-07-19,21.265
2021-07-20,22.015
2021-07-21,20.619999
2021-07-22,20.545
2021-07-23,21.169998
2021-07-24,22.675
2021-07-25,25.169998
2021-07-26,26.005
2021-07-27,26.015
2021-07-28,27.399998
2021-07-29,25.005
2021-07-30,25.77
2021-07-31,25.255
2021-08-01,25.855
2021-08-02,22.009998
2021-08-03,22.09
2021-08-04,22.865
2021-08-05,21.415
2021-08-06,20.855
2021-08-07,22.785
2021-08-08,25.325
2021-08-09,24.75
2021-08-10,25.175
2021-08-11,25.845
2021-08-12,24.829998
2021-08-13,25.425
2021-08-14,26.4
2021-08-15,27.064999
2021-08-16,27.06
2021-08-17,20.42
2021-08-18,18.955
2021-08-19,19.535
2021-08-20,21.075
2021-08-21,21.86
2021-08-22,23.365
2021-08-23,21.579998
2021-08-24,19.289999
2021-08-25,16.71
2021-08-26,17.289999
2021-08-27,15.674999
2021-08-28,14.289999
2021-08-29,15.115
2021-08-30,15.705
2021-08-31,17.794998
2021-09-01,17.34
2021-09-02,16.845
2021-09-03,16.775
2021-09-04,17.869999
2021-09-05,18.239998
2021-09-06,17.415
2021-09-07,17.14
2021-09-08,17.115
2021-09-09,17.48
2021-09-10,17.529999
2021-09-11,18.5
2021-09-12,19.474998
2021-09-13,19.98
2021-09-14,20.485
2021-09-15,21.61
2021-09-16,22.695
2021-09-17,20.125
2021-09-18,16.96
2021-09-19,16.965
2021-09-20,13.215
2021-09-21,12.709999
2021-09-22,11.26
2021-09-23,12.305
2021-09-24,15.8949995
2021-09-25,17.315
2021-09-26,18.47
2021-09-27,20.169998
2021-09-28,18.369999
2021-09-29,16.835
2021-09-30,13.905
2021-10-01,13.885
2021-10-02,13.12
2021-10-03,15.825
2021-10-04,17.365
2021-10-05,17.485
2021-10-06,14.634999
2021-10-07,11.475
2021-10-08,10.455
2021-10-09,8.305
2021-10-10,6.7149997
2021-10-11,8.745
2021-10-12,8.71
2021-10-13,6.91
2021-10-14,6.165
2021-10-15,6.6
2021-10-16,9.73
2021-10-17,8.695
2021-10-18,8.445
2021-10-19,9.504999
2021-10-20,11.57
2021-10-21,14.16
2021-10-22,12.33
2021-10-23,9.865
2021-10-24,6.325
2021-10-25,6.14
2021-10-26,6.35
2021-10-27,7.0599995
2021-10-28,6.3599997
2021-10-29,6.3050003
2021-10-30,6.97
2021-10-31,8.02
2021-11-01,10.08
2021-11-02,9.639999
2021-11-03,10.219999
2021-11-04,14.84
2021-11-05,9.365
2021-11-06,7.8149996
2021-11-07,8.65
2021-11-08,7.595
2021-11-09,7.74
2021-11-10,5.6849995
2021-11-11,5.115
2021-11-12,4.465
2021-11-13,6.375
2021-11-14,7.715
2021-11-15,5.5899997
2021-11-16,5.5299997
2021-11-17,5.725
2021-11-18,6.8949995
2021-11-19,6.2349997
2021-11-20,7.2
2021-11-21,5.8849998
2021-11-22,4.62
2021-11-23,5.705
2021-11-24,2.7849998
2021-11-25,3.455
2021-11-26,5.035
2021-11-27,5.5299997
2021-11-28,6.965
2021-11-29,2.4
2021-11-30,1.19
2021-12-01,6.645
2021-12-02,8.764999
2021-12-03,3.975
2021-12-04,0.94499993
2021-12-05,2.675
2021-12-06,2.8049998
2021-12-07,0.405
2021-12-08,0.98999995
2021-12-09,1.69
2021-12-10,0.625
2021-12-11,1.375
2021-12-12,1.0049999
2021-12-13,1.89
2021-12-14,1.8299999
2021-12-15,3.08
2021-12-16,3.7199998
2021-12-17,5.42
2021-12-18,3.29
2021-12-19,2.825
2021-12-20,2.585
2021-12-21,-0.305
2021-12-22,-0.10999999
2021-12-23,-1.375
2021-12-24,5.055
2021-12-25,8.905
2021-12-26,3.23
2021-12-27,0.54999995
2021-12-28,2.1799998
2021-12-29,4.15
2021-12-30,5.49
2021-12-31,8.379999
