time,DEE09
2021-01-01,5.707777
2021-01-02,3.5277777
2021-01-03,4.0866666
2021-01-04,3.331111
2021-01-05,1.2977777
2021-01-06,1.568889
2021-01-07,1.3755555
2021-01-08,0.7544444
2021-01-09,0.7744444
2021-01-10,1.3655555
2021-01-11,0.16888887
2021-01-12,0.75444454
2021-01-13,3.698889
2021-01-14,3.907778
2021-01-15,5.9211106
2021-01-16,5.402222
2021-01-17,8.562222
2021-01-18,6.912222
2021-01-19,5.698889
2021-01-20,4.163333
2021-01-21,9.8555565
2021-01-22,10.798888
2021-01-23,9.10111
2021-01-24,11.433332
2021-01-25,11.485554
2021-01-26,9.755554
2021-01-27,14.178889
2021-01-28,15.696666
2021-01-29,16.38
2021-01-30,12.384444
2021-01-31,12.962223
2021-02-01,15.490001
2021-02-02,13.158889
2021-02-03,11.168888
2021-02-04,11.378888
2021-02-05,11.009999
2021-02-06,11.0177765
2021-02-07,8.833333
2021-02-08,10.477778
2021-02-09,9.864445
2021-02-10,10.17
2021-02-11,10.933333
2021-02-12,12.367778
2021-02-13,10.511112
2021-02-14,8.016666
2021-02-15,8.281112
2021-02-16,9.92111
2021-02-17,9.923332
2021-02-18,10.064445
2021-02-19,9.235555
2021-02-20,9.6866665
2021-02-21,9.387776
2021-02-22,8.806666
2021-02-23,9.447777
2021-02-24,9.882222
2021-02-25,10.459999
2021-02-26,9.582222
2021-02-27,9.6033325
2021-02-28,8.735555
2021-03-01,8.468889
2021-03-02,9.15889
2021-03-03,10.406666
2021-03-04,9.541111
2021-03-05,8.986667
2021-03-06,8.805554
2021-03-07,7.582222
2021-03-08,7.411111
2021-03-09,8.072222
2021-03-10,7.713333
2021-03-11,11.485554
2021-03-12,10.787777
2021-03-13,9.352222
2021-03-14,10.005555
2021-03-15,8.883333
2021-03-16,10.403334
2021-03-17,10.716666
2021-03-18,7.0599995
2021-03-19,4.8822217
2021-03-20,5.1855555
2021-03-21,7.4022217
2021-03-22,8.953333
2021-03-23,9.112222
2021-03-24,10.792222
2021-03-25,11.397778
2021-03-26,11.665555
2021-03-27,10.377778
2021-03-28,11.406666
2021-03-29,12.351111
2021-03-30,12.958889
2021-03-31,11.820001
2021-04-01,13.053332
2021-04-02,13.092221
2021-04-03,13.572223
2021-04-04,10.866667
2021-04-05,12.002222
2021-04-06,12.738888
2021-04-07,8.194445
2021-04-08,9.194445
2021-04-09,7.7288885
2021-04-10,10.321111
2021-04-11,10.75
2021-04-12,9.572222
2021-04-13,10.743334
2021-04-14,11.496666
2021-04-15,8.892222
2021-04-16,7.8277774
2021-04-17,6.961111
2021-04-18,8.613333
2021-04-19,11.725555
2021-04-20,11.472223
2021-04-21,11.605555
2021-04-22,9.882221
2021-04-23,10.96
2021-04-24,11.196666
2021-04-25,12.492222
2021-04-26,11.872222
2021-04-27,12.753333
2021-04-28,13.570001
2021-04-29,13.8933325
2021-04-30,13.334444
2021-05-01,12.282223
2021-05-02,10.981112
2021-05-03,11.559999
2021-05-04,13.323334
2021-05-05,14.389999
2021-05-06,15.486666
2021-05-07,17.355555
2021-05-08,17.17111
2021-05-09,15.637776
2021-05-10,14.7711115
2021-05-11,13.871111
2021-05-12,15.617778
2021-05-13,14.2266655
2021-05-14,15.202223
2021-05-15,17.634443
2021-05-16,21.792223
2021-05-17,15.794445
2021-05-18,16.954445
2021-05-19,15.650001
2021-05-20,16.41
2021-05-21,17.555555
2021-05-22,16.2
2021-05-23,11.955555
2021-05-24,15.624444
2021-05-25,14.757777
2021-05-26,15.917777
2021-05-27,17.314445
2021-05-28,18.5
2021-05-29,19.513332
2021-05-30,19.47111
2021-05-31,19.268887
2021-06-01,17.566668
2021-06-02,18.807777
2021-06-03,18.631111
2021-06-04,18.594444
2021-06-05,17.35222
2021-06-06,17.893333
2021-06-07,19.343332
2021-06-08,20.59111
2021-06-09,20.393333
2021-06-10,20.64111
2021-06-11,20.617775
2021-06-12,21.851112
2021-06-13,23.337776
2021-06-14,24.184443
2021-06-15,24.477776
2021-06-16,23.002222
2021-06-17,20.444443
2021-06-18,19.886667
2021-06-19,20.18
2021-06-20,20.543331
2021-06-21,20.758888
2021-06-22,19.307777
