time,DE12B
2021-01-01,1.225
2021-01-02,1.6933333
2021-01-03,1.0433334
2021-01-04,0.6683333
2021-01-05,1.93
2021-01-06,1.395
2021-01-07,0.39999995
2021-01-08,0.66
2021-01-09,1.145
2021-01-10,-0.06333333
2021-01-11,0.98
2021-01-12,1.4466667
2021-01-13,1.1583333
2021-01-14,1.0483334
2021-01-15,-0.9216666
2021-01-16,-2.0266666
2021-01-17,-3.5600002
2021-01-18,-0.905
2021-01-19,2.1333332
2021-01-20,5.565
2021-01-21,6.8716664
2021-01-22,5.4066663
2021-01-23,-0.12
2021-01-24,0.33833334
2021-01-25,0.47000003
2021-01-26,-0.28666666
2021-01-27,1.0333333
2021-01-28,0.64
2021-01-29,-1.5483333
2021-01-30,-1.9033333
2021-01-31,-6.0499997
2021-02-01,-3.198333
2021-02-02,-0.42833328
2021-02-03,1.0566667
2021-02-04,0.26833335
2021-02-05,-0.20166665
2021-02-06,-2.2966666
2021-02-07,-5.5383334
2021-02-08,-7.935
2021-02-09,-8.858333
2021-02-10,-6.941666
2021-02-11,-5.25
2021-02-12,-6.7099996
2021-02-13,-7.386667
2021-02-14,-7.218333
2021-02-15,-5.4166665
2021-02-16,1.2116667
2021-02-17,3.86
2021-02-18,5.7083335
2021-02-19,4.508333
2021-02-20,5.33
2021-02-21,7.403333
2021-02-22,5.6166663
2021-02-23,8.598333
2021-02-24,10.511666
2021-02-25,9.55
2021-02-26,7.078333
2021-02-27,4.5266666
2021-02-28,3.0483332
2021-03-01,3.3766668
2021-03-02,1.0
2021-03-03,5.5049996
2021-03-04,3.131667
2021-03-05,1.025
2021-03-06,0.665
2021-03-07,2.5716667
2021-03-08,0.63333327
2021-03-09,0.18499999
2021-03-10,1.5133333
2021-03-11,6.0383325
2021-03-12,6.511667
2021-03-13,5.3683333
2021-03-14,4.7749996
2021-03-15,4.2766666
2021-03-16,3.748333
2021-03-17,1.8283333
2021-03-18,1.8533331
2021-03-19,-0.14666666
2021-03-20,0.825
2021-03-21,5.1316667
2021-03-22,5.0083337
2021-03-23,5.278333
2021-03-24,6.6800003
2021-03-25,6.7666664
2021-03-26,8.865001
2021-03-27,5.383333
2021-03-28,6.468333
2021-03-29,12.805
2021-03-30,12.41
2021-03-31,12.443334
2021-04-01,8.836666
2021-04-02,4.898333
2021-04-03,4.595
2021-04-04,3.6799996
2021-04-05,3.2216666
2021-04-06,1.215
2021-04-07,2.1016667
2021-04-08,3.745
2021-04-09,6.883333
2021-04-10,6.203333
2021-04-11,9.2699995
2021-04-12,4.305
2021-04-13,3.6066663
2021-04-14,3.64
2021-04-15,4.3733335
2021-04-16,6.736666
2021-04-17,8.593333
2021-04-18,6.5983334
2021-04-19,9.688333
2021-04-20,9.998333
2021-04-21,8.636666
2021-04-22,6.853333
2021-04-23,7.783333
2021-04-24,6.4566665
2021-04-25,5.058333
2021-04-26,3.658333
2021-04-27,5.468333
2021-04-28,9.821668
2021-04-29,9.179999
2021-04-30,7.435
2021-05-01,7.899999
2021-05-02,7.683333
2021-05-03,6.6666665
2021-05-04,9.155
2021-05-05,8.011666
2021-05-06,7.2166667
2021-05-07,4.9966664
2021-05-08,8.68
2021-05-09,18.178331
2021-05-10,20.698332
2021-05-11,17.683334
2021-05-12,12.679999
2021-05-13,10.95
2021-05-14,9.123332
2021-05-15,11.399999
2021-05-16,11.398334
2021-05-17,12.179999
2021-05-18,10.723334
2021-05-19,11.12
2021-05-20,11.576667
2021-05-21,12.748333
2021-05-22,11.461666
2021-05-23,11.136666
2021-05-24,14.423335
2021-05-25,11.333333
2021-05-26,11.388332
2021-05-27,11.116666
2021-05-28,11.813333
2021-05-29,11.663333
2021-05-30,13.776666
2021-05-31,14.281666
2021-06-01,16.048332
2021-06-02,17.039999
2021-06-03,20.051666
2021-06-04,19.85
2021-06-05,20.746666
2021-06-06,20.208332
2021-06-07,19.591665
2021-06-08,19.288334
2021-06-09,19.396666
2021-06-10,20.44333
