time,CZ010
2021-01-01,1.395
2021-01-02,0.625
2021-01-03,0.057499997
2021-01-04,-0.205
2021-01-05,-0.56000006
2021-01-06,-0.20749998
2021-01-07,-0.54249996
2021-01-08,-0.29999998
2021-01-09,-1.1675
2021-01-10,-2.5475001
2021-01-11,-3.0149999
2021-01-12,0.1325
2021-01-13,0.18249999
2021-01-14,-1.1049999
2021-01-15,-1.9075
2021-01-16,-5.0099998
2021-01-17,-5.5874996
2021-01-18,-0.72499996
2021-01-19,1.78
2021-01-20,5.5
2021-01-21,7.67
2021-01-22,6.245
2021-01-23,0.42499998
2021-01-24,-0.74499995
2021-01-25,-1.4775
2021-01-26,-1.4849999
2021-01-27,-0.3175
2021-01-28,1.1925
2021-01-29,0.62249994
2021-01-30,-1.39
2021-01-31,-4.245
2021-02-01,-2.1875
2021-02-02,3.6974998
2021-02-03,7.85
2021-02-04,5.1425
2021-02-05,2.0275002
2021-02-06,-0.80499995
2021-02-07,-6.4700003
2021-02-08,-10.34
2021-02-09,-12.469999
2021-02-10,-13.612499
2021-02-11,-7.7749996
2021-02-12,-8.3925
2021-02-13,-9.0199995
2021-02-14,-8.289999
2021-02-15,-4.6875
2021-02-16,2.81
2021-02-17,4.855
2021-02-18,6.5874996
2021-02-19,5.94
2021-02-20,7.3525
2021-02-21,7.295
2021-02-22,5.4175
2021-02-23,11.2975
2021-02-24,12.5275
2021-02-25,12.422501
2021-02-26,5.2574997
2021-02-27,2.1425
2021-02-28,3.2575
2021-03-01,2.2075
2021-03-02,4.83
2021-03-03,7.4224997
2021-03-04,5.185
2021-03-05,0.28750002
2021-03-06,0.089999974
2021-03-07,0.505
2021-03-08,0.40250003
2021-03-09,0.69
2021-03-10,2.0225
2021-03-11,6.4025
2021-03-12,5.97
2021-03-13,5.6724997
2021-03-14,3.855
2021-03-15,3.1350002
2021-03-16,2.6
2021-03-17,0.67999995
2021-03-18,0.44
2021-03-19,-0.4775
2021-03-20,-2.4925
2021-03-21,2.23
2021-03-22,2.6475
2021-03-23,3.5500002
2021-03-24,6.6675
2021-03-25,9.035
2021-03-26,9.559999
2021-03-27,6.1449995
2021-03-28,6.33
2021-03-29,12.339999
2021-03-30,13.514999
2021-03-31,14.415
2021-04-01,12.422499
2021-04-02,4.67
2021-04-03,3.665
2021-04-04,3.5149999
2021-04-05,2.37
2021-04-06,-0.805
2021-04-07,0.7025
2021-04-08,1.735
2021-04-09,5.9875
2021-04-10,7.0699997
2021-04-11,11.8525
2021-04-12,2.04
2021-04-13,2.44
2021-04-14,2.25
2021-04-15,1.8074999
2021-04-16,2.5025
2021-04-17,4.2999997
2021-04-18,5.8575
2021-04-19,7.4875
2021-04-20,9.5125
2021-04-21,10.385
2021-04-22,5.0600004
2021-04-23,5.135
2021-04-24,5.25
2021-04-25,4.475
2021-04-26,3.8249998
2021-04-27,5.9624996
2021-04-28,10.4025
2021-04-29,11.429999
2021-04-30,7.36
2021-05-01,9.0075
2021-05-02,5.9474998
2021-05-03,6.9175
2021-05-04,9.7825
2021-05-05,7.1674995
2021-05-06,6.365
2021-05-07,5.2675
2021-05-08,9.175
2021-05-09,17.795
2021-05-10,20.18
2021-05-11,17.96
2021-05-12,11.849999
2021-05-13,9.12
2021-05-14,10.205
2021-05-15,11.6975
2021-05-16,11.4
2021-05-17,11.0975
2021-05-18,10.747499
2021-05-19,9.675
2021-05-20,10.567499
2021-05-21,13.3175
2021-05-22,11.63
2021-05-23,11.4325
2021-05-24,13.4725
2021-05-25,10.4775
2021-05-26,10.122499
2021-05-27,9.45
2021-05-28,10.3325
2021-05-29,10.2375
2021-05-30,10.9425
2021-05-31,12.6325
2021-06-01,14.915
2021-06-02,17.5975
2021-06-03,19.342499
2021-06-04,19.744999
2021-06-05,19.14
2021-06-06,18.925
2021-06-07,18.7225
2021-06-08,18.4625
2021-06-09,18.502499
2021-06-10,17.954998
2021-06-11,19.717499
2021-06-12,18.079998
2021-06-13,12.575
2021-06-14,16.664999
2021-06-15,19.9
