time,DED42
2021-01-01,2.505
2021-01-02,2.9
2021-01-03,1.72
2021-01-04,1.605
2021-01-05,0.47500002
2021-01-06,0.22999999
2021-01-07,-0.06500003
2021-01-08,-1.365
2021-01-09,-2.705
2021-01-10,-2.445
2021-01-11,-4.67
2021-01-12,-5.125
2021-01-13,-4.2599998
2021-01-14,0.265
2021-01-15,-4.9649997
2021-01-16,-6.9249997
2021-01-17,-3.665
2021-01-18,-3.3799999
2021-01-19,-0.45499998
2021-01-20,4.18
2021-01-21,6.435
2021-01-22,7.64
2021-01-23,4.865
2021-01-24,0.51
2021-01-25,-2.285
2021-01-26,-3.35
2021-01-27,-3.3899999
2021-01-28,-0.805
2021-01-29,4.085
2021-01-30,4.13
2021-01-31,0.47000003
2021-02-01,0.805
2021-02-02,4.285
2021-02-03,6.995
2021-02-04,7.67
2021-02-05,8.07
2021-02-06,8.1
2021-02-07,9.235
2021-02-08,4.24
2021-02-09,5.8
2021-02-10,5.6499996
2021-02-11,-1.74
2021-02-12,-7.64
2021-02-13,-8.065
2021-02-14,-4.95
2021-02-15,-4.1349998
2021-02-16,0.705
2021-02-17,3.04
2021-02-18,3.9
2021-02-19,5.8149996
2021-02-20,6.5299997
2021-02-21,6.395
2021-02-22,6.795
2021-02-23,7.2149997
2021-02-24,9.15
2021-02-25,8.434999
2021-02-26,7.305
2021-02-27,6.1949997
2021-02-28,2.9299998
2021-03-01,4.1
2021-03-02,2.695
2021-03-03,3.445
2021-03-04,5.39
2021-03-05,5.1449995
2021-03-06,-1.3799999
2021-03-07,-0.9
2021-03-08,0.45
2021-03-09,1.65
2021-03-10,0.85
2021-03-11,3.9199998
2021-03-12,5.785
2021-03-13,6.715
2021-03-14,2.26
2021-03-15,0.29999998
2021-03-16,1.2249999
2021-03-17,0.26500002
2021-03-18,-2.0449998
2021-03-19,-1.7199999
2021-03-20,-1.64
2021-03-21,-0.36
2021-03-22,1.575
2021-03-23,2.405
2021-03-24,2.71
2021-03-25,4.18
2021-03-26,5.98
2021-03-27,6.9049997
2021-03-28,5.33
2021-03-29,8.04
2021-03-30,10.205
2021-03-31,11.005
2021-04-01,11.235
2021-04-02,10.13
2021-04-03,5.345
2021-04-04,2.405
2021-04-05,3.9499998
2021-04-06,-1.555
2021-04-07,-4.325
2021-04-08,-0.53
2021-04-09,3.155
2021-04-10,6.7949996
2021-04-11,6.585
2021-04-12,7.825
2021-04-13,1.2099999
2021-04-14,0.62
2021-04-15,1.16
2021-04-16,2.4199998
2021-04-17,4.035
2021-04-18,3.835
2021-04-19,4.77
2021-04-20,3.875
2021-04-21,5.135
2021-04-22,7.38
2021-04-23,8.605
2021-04-24,8.349999
2021-04-25,9.549999
2021-04-26,7.3049994
2021-04-27,5.55
2021-04-28,8.315
2021-04-29,10.41
2021-04-30,12.25
2021-05-01,13.629999
2021-05-02,10.73
2021-05-03,6.5649996
2021-05-04,8.94
2021-05-05,10.315001
2021-05-06,6.1899996
2021-05-07,9.379999
2021-05-08,9.059999
2021-05-09,12.434999
2021-05-10,13.82
2021-05-11,15.08
2021-05-12,10.629999
2021-05-13,9.485
2021-05-14,9.925
2021-05-15,10.49
2021-05-16,11.434999
2021-05-17,9.26
2021-05-18,11.26
2021-05-19,6.18
2021-05-20,8.62
2021-05-21,11.07
2021-05-22,11.815001
2021-05-23,11.445
2021-05-24,9.379999
2021-05-25,9.969999
2021-05-26,11.440001
2021-05-27,12.745
2021-05-28,13.209999
2021-05-29,11.775
2021-05-30,10.639999
2021-05-31,11.375
2021-06-01,13.485
2021-06-02,14.084999
2021-06-03,15.084999
2021-06-04,16.82
2021-06-05,17.855
2021-06-06,16.305
2021-06-07,15.785
2021-06-08,16.815
2021-06-09,17.485
2021-06-10,16.664999
2021-06-11,16.009998
2021-06-12,17.849998
2021-06-13,18.064999
2021-06-14,15.94
2021-06-15,17.26
2021-06-16,19.529999
2021-06-17,19.925
2021-06-18,19.869999
2021-06-19,21.615
2021-06-20,21.949999
2021-06-21,21.625
2021-06-22,21.33
2021-06-23,23.2
2021-06-24,23.215
2021-06-25,20.55
2021-06-26,20.23
2021-06-27,21.099998
2021-06-28,21.645
2021-06-29,22.235
2021-06-30,20.414999
2021-07-01,14.9
2021-07-02,16.734999
2021-07-03,19.3
2021-07-04,17.775
2021-07-05,17.965
2021-07-06,21.125
2021-07-07,22.130001
2021-07-08,22.3
2021-07-09,20.279999
2021-07-10,20.525
2021-07-11,19.865
2021-07-12,21.244999
2021-07-13,20.945
2021-07-14,17.349998
2021-07-15,16.9
2021-07-16,16.865
2021-07-17,17.33
2021-07-18,17.73
2021-07-19,20.43
2021-07-20,17.935
2021-07-21,19.404999
2021-07-22,19.669998
2021-07-23,19.805
2021-07-24,20.509998
2021-07-25,21.025
2021-07-26,20.985
2021-07-27,20.724998
2021-07-28,20.84
2021-07-29,21.494999
2021-07-30,21.56
2021-07-31,20.735
2021-08-01,19.474998
2021-08-02,17.215
2021-08-03,17.285
2021-08-04,18.095
2021-08-05,15.940001
2021-08-06,17.15
2021-08-07,19.86
2021-08-08,21.455
2021-08-09,20.235
2021-08-10,20.845
2021-08-11,21.335
2021-08-12,21.945
2021-08-13,22.345
2021-08-14,23.015
2021-08-15,22.130001
2021-08-16,22.74
2021-08-17,16.67
2021-08-18,16.185
2021-08-19,16.805
2021-08-20,17.715
2021-08-21,19.33
2021-08-22,18.935
2021-08-23,14.924999
2021-08-24,17.039999
2021-08-25,14.764999
2021-08-26,14.825
2021-08-27,13.32
2021-08-28,12.824999
2021-08-29,10.95
2021-08-30,12.615
2021-08-31,13.68
2021-09-01,14.429999
2021-09-02,13.709999
2021-09-03,13.98
2021-09-04,14.914999
2021-09-05,15.28
2021-09-06,14.6
2021-09-07,15.554999
2021-09-08,14.995
2021-09-09,14.605
2021-09-10,14.105
2021-09-11,14.495
2021-09-12,15.994999
2021-09-13,16.5
2021-09-14,16.35
2021-09-15,17.135
2021-09-16,17.325
2021-09-17,14.48
2021-09-18,13.039999
2021-09-19,14.684999
2021-09-20,11.08
2021-09-21,10.23
2021-09-22,10.405
2021-09-23,10.369999
2021-09-24,13.16
2021-09-25,13.849999
2021-09-26,16.435
2021-09-27,16.07
2021-09-28,14.86
2021-09-29,15.535
2021-09-30,11.879999
2021-10-01,10.59
2021-10-02,10.695
2021-10-03,14.155
2021-10-04,15.059999
2021-10-05,14.924999
2021-10-06,10.12
2021-10-07,8.795
2021-10-08,8.959999
2021-10-09,7.1549997
2021-10-10,4.6549997
2021-10-11,6.6449995
2021-10-12,5.0899997
2021-10-13,4.55
2021-10-14,3.29
2021-10-15,6.2599998
2021-10-16,7.05
2021-10-17,6.865
2021-10-18,6.6899996
2021-10-19,8.764999
2021-10-20,10.085
2021-10-21,11.555
2021-10-22,11.684999
2021-10-23,6.955
2021-10-24,5.4849997
2021-10-25,3.7599998
2021-10-26,4.64
2021-10-27,6.68
2021-10-28,5.9700003
2021-10-29,5.2349997
2021-10-30,6.2299995
2021-10-31,6.875
2021-11-01,8.875
2021-11-02,7.6949997
2021-11-03,8.295
2021-11-04,7.1899996
2021-11-05,5.515
2021-11-06,5.81
2021-11-07,7.72
2021-11-08,5.685
2021-11-09,5.125
2021-11-10,5.5
2021-11-11,7.135
2021-11-12,6.685
2021-11-13,8.885
2021-11-14,6.7699995
2021-11-15,6.305
2021-11-16,4.72
2021-11-17,5.535
2021-11-18,4.17
2021-11-19,4.1099997
2021-11-20,4.81
2021-11-21,4.5299997
2021-11-22,5.2349997
2021-11-23,2.85
2021-11-24,0.58
2021-11-25,3.29
2021-11-26,4.64
2021-11-27,4.925
2021-11-28,3.3049998
2021-11-29,-1.23
2021-11-30,-0.41499996
2021-12-01,4.62
2021-12-02,3.85
2021-12-03,0.815
2021-12-04,0.705
2021-12-05,1.855
2021-12-06,0.395
2021-12-07,-4.075
2021-12-08,-1.64
2021-12-09,-0.28000003
2021-12-10,-1.61
2021-12-11,-0.92499995
2021-12-12,-2.8899999
2021-12-13,1.145
2021-12-14,2.28
2021-12-15,3.0499997
2021-12-16,2.915
2021-12-17,1.93
2021-12-18,-0.28000003
2021-12-19,-0.59999996
2021-12-20,0.7349999
2021-12-21,-1.42
2021-12-22,-0.955
2021-12-23,2.1599998
2021-12-24,4.3450003
2021-12-25,5.7149997
2021-12-26,2.9699998
2021-12-27,2.8449998
2021-12-28,5.59
2021-12-29,4.0249996
2021-12-30,5.015
2021-12-31,4.305
