time,EL525
2021-01-01,0.09599999
2021-01-02,-1.2600001
2021-01-03,-3.1446664
2021-01-04,-3.3933332
2021-01-05,-5.691333
2021-01-06,-5.229333
2021-01-07,-3.8373332
2021-01-08,-5.4806666
2021-01-09,-9.7039995
2021-01-10,-7.869333
2021-01-11,-3.1706665
2021-01-12,-5.7773333
2021-01-13,-10.253999
2021-01-14,-19.387333
2021-01-15,-19.957335
2021-01-16,-16.872667
2021-01-17,-9.0806675
2021-01-18,-7.857333
2021-01-19,-1.8586667
2021-01-20,-4.232
2021-01-21,-7.183333
2021-01-22,-3.4746664
2021-01-23,1.6413332
2021-01-24,0.76266664
2021-01-25,0.29199997
2021-01-26,-0.08733333
2021-01-27,-0.93933326
2021-01-28,-4.0226665
2021-01-29,-4.6746664
2021-01-30,-6.549333
2021-01-31,-7.163333
2021-02-01,-9.274001
2021-02-02,-9.658667
2021-02-03,-10.681334
2021-02-04,-14.767334
2021-02-05,-15.966666
2021-02-06,-13.826
2021-02-07,-7.98
2021-02-08,-9.757999
2021-02-09,-13.213332
2021-02-10,-15.304
2021-02-11,-18.436666
2021-02-12,-13.567999
2021-02-13,-5.3866663
2021-02-14,-8.532
2021-02-15,-8.823334
2021-02-16,-8.668667
2021-02-17,-18.782001
2021-02-18,-18.066664
2021-02-19,-7.986666
2021-02-20,-6.8079996
2021-02-21,-4.8219995
2021-02-22,-10.460001
2021-02-23,-11.435333
2021-02-24,-4.596
2021-02-25,3.178
2021-02-26,2.3806665
2021-02-27,0.944
2021-02-28,3.274
2021-03-01,3.5399997
2021-03-02,2.0473332
2021-03-03,0.97133327
2021-03-04,-3.855333
2021-03-05,-7.113333
2021-03-06,-4.578666
2021-03-07,-6.4433336
2021-03-08,-9.848666
2021-03-09,-11.915332
2021-03-10,-15.938
2021-03-11,-8.902666
2021-03-12,-3.7826664
2021-03-13,-0.528
2021-03-14,0.8186667
2021-03-15,0.536
2021-03-16,0.0013333336
2021-03-17,-0.5926667
2021-03-18,-4.313333
2021-03-19,-7.5073333
2021-03-20,-3.2193334
2021-03-21,0.22666667
2021-03-22,-3.5113332
2021-03-23,0.64133334
2021-03-24,3.5073333
2021-03-25,2.5839996
2021-03-26,2.4106667
2021-03-27,2.5586665
2021-03-28,3.2906668
2021-03-29,2.6146667
2021-03-30,5.6340003
2021-03-31,4.4473333
2021-04-01,2.9906669
2021-04-02,1.9186665
2021-04-03,2.1699998
2021-04-04,3.9539998
2021-04-05,2.0526667
2021-04-06,1.0993333
2021-04-07,2.118
2021-04-08,1.5293334
2021-04-09,0.84533334
2021-04-10,1.8293332
2021-04-11,3.9140003
2021-04-12,7.468
2021-04-13,5.747334
2021-04-14,2.1006665
2021-04-15,2.6700003
2021-04-16,5.4339995
2021-04-17,7.120667
2021-04-18,6.429333
2021-04-19,6.256667
2021-04-20,5.396667
2021-04-21,5.0993333
2021-04-22,5.106
2021-04-23,1.9599999
2021-04-24,2.076
2021-04-25,2.1773334
2021-04-26,2.4633331
2021-04-27,2.158
2021-04-28,1.9913332
2021-04-29,2.0266666
2021-04-30,3.0506666
2021-05-01,2.282
2021-05-02,3.4419997
2021-05-03,4.744
2021-05-04,5.2546663
2021-05-05,2.8566663
2021-05-06,2.737333
2021-05-07,3.2359998
