time,NL111
2021-01-01,2.955
2021-01-02,2.36
2021-01-03,1.4449999
2021-01-04,2.0949998
2021-01-05,2.81
2021-01-06,1.095
2021-01-07,0.68999994
2021-01-08,1.3149999
2021-01-09,0.895
2021-01-10,3.405
2021-01-11,6.455
2021-01-12,5.6099997
2021-01-13,6.1749997
2021-01-14,7.54
2021-01-15,4.4399996
2021-01-16,6.4049997
2021-01-17,5.3050003
2021-01-18,5.585
2021-01-19,5.165
2021-01-20,3.1599998
2021-01-21,3.1399999
2021-01-22,1.8649999
2021-01-23,0.59000003
2021-01-24,0.25
2021-01-25,0.345
2021-01-26,3.6399999
2021-01-27,6.5099998
2021-01-28,7.6099997
2021-01-29,6.62
2021-01-30,3.78
2021-01-31,2.7150002
2021-02-01,3.0749998
2021-02-02,3.585
2021-02-03,5.0699997
2021-02-04,5.4700003
2021-02-05,5.48
2021-02-06,4.6899996
2021-02-07,2.585
2021-02-08,1.675
2021-02-09,0.97
2021-02-10,-0.13
2021-02-11,0.285
2021-02-12,2.775
2021-02-13,3.06
2021-02-14,6.975
2021-02-15,9.795
2021-02-16,9.125
2021-02-17,5.8599997
2021-02-18,5.6949997
2021-02-19,7.3549995
2021-02-20,8.67
2021-02-21,8.115
2021-02-22,6.89
2021-02-23,8.645
2021-02-24,9.725
2021-02-25,6.64
2021-02-26,6.7599998
2021-02-27,8.0
2021-02-28,6.6549997
2021-03-01,4.795
2021-03-02,3.93
2021-03-03,4.18
2021-03-04,4.22
2021-03-05,3.71
2021-03-06,3.85
2021-03-07,4.535
2021-03-08,6.9849997
2021-03-09,7.39
2021-03-10,7.875
2021-03-11,5.645
2021-03-12,4.935
2021-03-13,4.5299997
2021-03-14,6.295
2021-03-15,8.24
2021-03-16,9.33
2021-03-17,5.5099998
2021-03-18,7.9199996
2021-03-19,8.145
2021-03-20,7.8999996
2021-03-21,7.755
2021-03-22,8.349999
2021-03-23,9.43
2021-03-24,7.17
2021-03-25,8.799999
2021-03-26,4.7599998
2021-03-27,4.71
2021-03-28,8.875
2021-03-29,11.085
2021-03-30,12.5
2021-03-31,8.764999
2021-04-01,7.3149996
2021-04-02,6.475
2021-04-03,6.8149996
2021-04-04,5.29
2021-04-05,3.1
2021-04-06,2.8449998
2021-04-07,4.3949995
2021-04-08,6.4399996
2021-04-09,4.545
2021-04-10,2.37
2021-04-11,2.1299999
2021-04-12,4.74
2021-04-13,6.39
2021-04-14,6.04
2021-04-15,7.17
2021-04-16,7.23
2021-04-17,8.71
2021-04-18,8.6
2021-04-19,9.110001
2021-04-20,8.879999
2021-04-21,7.365
2021-04-22,9.41
2021-04-23,7.99
2021-04-24,10.445
2021-04-25,8.945
2021-04-26,7.9249997
2021-04-27,8.985001
2021-04-28,7.285
2021-04-29,6.205
2021-04-30,5.115
2021-05-01,5.4449997
2021-05-02,5.215
2021-05-03,7.6949997
2021-05-04,6.3949995
2021-05-05,5.1949997
2021-05-06,4.295
2021-05-07,5.7
2021-05-08,9.73
2021-05-09,10.545
2021-05-10,11.28
2021-05-11,10.165
2021-05-12,7.8999996
2021-05-13,8.6
2021-05-14,9.275
2021-05-15,9.585
2021-05-16,10.51
2021-05-17,8.96
2021-05-18,8.92
2021-05-19,9.065
2021-05-20,8.21
2021-05-21,9.105
2021-05-22,7.38
2021-05-23,8.2
2021-05-24,6.8949995
2021-05-25,9.559999
2021-05-26,9.76
2021-05-27,10.215
2021-05-28,11.639999
2021-05-29,14.46
2021-05-30,14.955
2021-05-31,15.235
2021-06-01,13.429999
2021-06-02,12.38
2021-06-03,15.389999
2021-06-04,13.5199995
2021-06-05,12.635
2021-06-06,11.849999
2021-06-07,14.045
2021-06-08,15.33
2021-06-09,16.685
2021-06-10,17.575
2021-06-11,13.815
2021-06-12,13.695
2021-06-13,17.009998
2021-06-14,11.795
2021-06-15,12.559999
2021-06-16,13.4
2021-06-17,11.225
2021-06-18,10.485
2021-06-19,11.785
2021-06-20,13.785
2021-06-21,11.535
2021-06-22,9.945
2021-06-23,12.74
2021-06-24,12.285
2021-06-25,11.655
2021-06-26,11.46
2021-06-27,12.58
2021-06-28,13.315
2021-06-29,12.834999
2021-06-30,13.215
2021-07-01,12.59
2021-07-02,13.709999
2021-07-03,14.699999
2021-07-04,15.914999
2021-07-05,13.875
2021-07-06,13.424999
2021-07-07,13.825
2021-07-08,13.92
2021-07-09,15.16
2021-07-10,15.324999
2021-07-11,15.824999
2021-07-12,15.815
2021-07-13,14.86
2021-07-14,15.235
2021-07-15,16.195
2021-07-16,17.36
2021-07-17,17.445
2021-07-18,16.744999
2021-07-19,16.615
2021-07-20,17.54
2021-07-21,18.985
2021-07-22,20.605
2021-07-23,20.34
2021-07-24,18.169998
2021-07-25,16.79
2021-07-26,14.59
2021-07-27,15.139999
2021-07-28,13.24
2021-07-29,13.869999
2021-07-30,14.195
2021-07-31,13.77
2021-08-01,13.44
2021-08-02,11.93
2021-08-03,14.48
2021-08-04,14.915
2021-08-05,15.244999
2021-08-06,14.995
2021-08-07,15.299999
2021-08-08,14.585
2021-08-09,14.924999
2021-08-10,14.289999
2021-08-11,15.684999
2021-08-12,13.555
2021-08-13,14.599999
2021-08-14,13.754999
2021-08-15,13.914999
2021-08-16,12.889999
2021-08-17,13.629999
2021-08-18,13.93
2021-08-19,14.195
2021-08-20,15.705
2021-08-21,15.58
2021-08-22,15.825
2021-08-23,14.58
2021-08-24,16.22
2021-08-25,16.23
2021-08-26,15.299999
2021-08-27,15.434999
2021-08-28,14.19
2021-08-29,13.869999
2021-08-30,14.42
2021-08-31,14.139999
2021-09-01,14.219999
2021-09-02,12.59
2021-09-03,13.219999
2021-09-04,14.62
2021-09-05,16.325
2021-09-06,17.0
2021-09-07,18.935
2021-09-08,17.664999
2021-09-09,16.535
2021-09-10,15.59
2021-09-11,14.775
2021-09-12,12.465
2021-09-13,13.17
2021-09-14,15.575
2021-09-15,14.415
2021-09-16,12.879999
2021-09-17,15.23
2021-09-18,12.389999
2021-09-19,13.195
2021-09-20,12.02
2021-09-21,13.655
2021-09-22,15.09
2021-09-23,13.549999
2021-09-24,14.65
2021-09-25,16.11
2021-09-26,16.18
2021-09-27,11.059999
2021-09-28,9.945
2021-09-29,9.799999
2021-09-30,10.92
2021-10-01,9.555
2021-10-02,9.379999
2021-10-03,9.655
2021-10-04,9.959999
2021-10-05,9.1449995
2021-10-06,11.35
2021-10-07,14.19
2021-10-08,16.585
2021-10-09,14.615
2021-10-10,10.844999
2021-10-11,11.215
2021-10-12,11.639999
2021-10-13,11.975
2021-10-14,12.535
2021-10-15,8.684999
2021-10-16,9.619999
2021-10-17,12.865
2021-10-18,14.759999
2021-10-19,15.6449995
2021-10-20,10.09
2021-10-21,7.3849998
2021-10-22,9.309999
2021-10-23,10.215
2021-10-24,12.639999
2021-10-25,9.844999
2021-10-26,11.75
2021-10-27,13.83
2021-10-28,11.7699995
2021-10-29,8.924999
2021-10-30,8.075
2021-10-31,8.11
2021-11-01,8.365
2021-11-02,7.5649996
2021-11-03,7.225
2021-11-04,6.89
2021-11-05,8.934999
2021-11-06,10.7
2021-11-07,9.549999
2021-11-08,10.719999
2021-11-09,11.045
2021-11-10,6.825
2021-11-11,9.365
2021-11-12,9.525
2021-11-13,10.955
2021-11-14,12.389999
2021-11-15,9.455
2021-11-16,9.405
2021-11-17,9.115
2021-11-18,11.195
2021-11-19,11.959999
2021-11-20,10.264999
2021-11-21,5.915
2021-11-22,5.1499996
2021-11-23,6.875
2021-11-24,6.22
2021-11-25,5.615
2021-11-26,6.14
2021-11-27,4.02
