time,MK005
2021-01-01,2.5666666
2021-01-02,0.30999997
2021-01-03,1.66
2021-01-04,2.3466666
2021-01-05,3.1866665
2021-01-06,1.5566667
2021-01-07,-0.65
2021-01-08,0.48000002
2021-01-09,-1.1166667
2021-01-10,2.3
2021-01-11,6.2599998
2021-01-12,3.2299998
2021-01-13,2.9633331
2021-01-14,5.7999997
2021-01-15,2.8333333
2021-01-16,5.66
2021-01-17,5.16
2021-01-18,4.6766667
2021-01-19,5.0366664
2021-01-20,3.26
2021-01-21,3.1466665
2021-01-22,2.79
2021-01-23,-0.57666665
2021-01-24,-0.68333334
2021-01-25,0.8166666
2021-01-26,2.1499999
2021-01-27,4.8266664
2021-01-28,5.4133334
2021-01-29,5.2666664
2021-01-30,2.6733334
2021-01-31,1.6066667
2021-02-01,1.9833332
2021-02-02,2.71
2021-02-03,5.386667
2021-02-04,5.6866665
2021-02-05,4.31
2021-02-06,3.8099997
2021-02-07,1.4333334
2021-02-08,0.20666665
2021-02-09,0.19
2021-02-10,-0.22666664
2021-02-11,-0.76
2021-02-12,0.07333333
2021-02-13,0.41666666
2021-02-14,4.0633335
2021-02-15,7.77
2021-02-16,8.546666
2021-02-17,6.06
2021-02-18,5.953333
2021-02-19,6.273333
2021-02-20,9.026667
2021-02-21,8.246666
2021-02-22,6.3466663
2021-02-23,7.013333
2021-02-24,9.82
2021-02-25,6.613333
2021-02-26,5.083333
2021-02-27,6.853333
2021-02-28,5.97
2021-03-01,4.7233334
2021-03-02,3.6066666
2021-03-03,2.4399998
2021-03-04,3.4966667
2021-03-05,3.09
2021-03-06,2.78
2021-03-07,4.58
2021-03-08,6.7899995
2021-03-09,7.543333
2021-03-10,7.4666667
2021-03-11,6.28
2021-03-12,4.853333
2021-03-13,3.9533331
2021-03-14,6.0433335
2021-03-15,7.61
2021-03-16,9.656667
2021-03-17,6.8099995
2021-03-18,8.37
2021-03-19,8.610001
2021-03-20,8.426667
2021-03-21,7.8766665
2021-03-22,6.933333
2021-03-23,8.126667
2021-03-24,6.9933333
2021-03-25,7.9566665
2021-03-26,6.4199996
2021-03-27,4.753333
2021-03-28,8.72
2021-03-29,11.68
2021-03-30,11.796666
2021-03-31,9.086666
2021-04-01,6.5166664
2021-04-02,5.6566663
2021-04-03,6.08
2021-04-04,6.236666
2021-04-05,2.8199997
2021-04-06,2.1733334
2021-04-07,2.8166666
2021-04-08,6.3799996
2021-04-09,4.5466666
2021-04-10,1.7999998
2021-04-11,1.5999999
2021-04-12,3.033333
2021-04-13,4.93
2021-04-14,5.736667
2021-04-15,6.02
2021-04-16,6.1233335
2021-04-17,6.816667
2021-04-18,7.066666
2021-04-19,9.166667
2021-04-20,8.473333
2021-04-21,7.6866665
2021-04-22,7.1566663
2021-04-23,8.0199995
2021-04-24,9.333333
2021-04-25,7.4933333
2021-04-26,7.193333
2021-04-27,7.66
2021-04-28,6.563333
2021-04-29,5.19
2021-04-30,5.646667
2021-05-01,4.68
2021-05-02,6.0166664
2021-05-03,6.6866665
2021-05-04,6.6733336
2021-05-05,6.08
2021-05-06,4.27
2021-05-07,5.6999993
2021-05-08,7.33
2021-05-09,9.743333
2021-05-10,10.886666
2021-05-11,10.733333
2021-05-12,8.639999
2021-05-13,8.123333
2021-05-14,8.873334
2021-05-15,9.2
2021-05-16,10.03
2021-05-17,9.91
2021-05-18,9.416667
2021-05-19,9.06
2021-05-20,8.76
2021-05-21,9.836667
2021-05-22,7.6399994
2021-05-23,7.61
2021-05-24,8.29
2021-05-25,9.45
2021-05-26,9.813333
2021-05-27,10.353333
2021-05-28,10.973332
2021-05-29,14.013333
2021-05-30,13.803333
2021-05-31,13.793332
2021-06-01,14.719998
2021-06-02,14.22
2021-06-03,14.299999
2021-06-04,12.626666
2021-06-05,12.666667
2021-06-06,13.683333
2021-06-07,13.146667
2021-06-08,14.053333
2021-06-09,15.829999
2021-06-10,16.71
2021-06-11,14.97
2021-06-12,13.663333
2021-06-13,16.49
2021-06-14,13.513333
2021-06-15,12.173332
2021-06-16,14.206666
2021-06-17,13.106667
2021-06-18,11.056666
2021-06-19,12.149999
2021-06-20,13.606667
2021-06-21,12.283333
2021-06-22,11.279999
2021-06-23,13.22
2021-06-24,15.0199995
2021-06-25,11.353333
2021-06-26,11.813333
2021-06-27,13.88
2021-06-28,14.613334
2021-06-29,15.169999
2021-06-30,13.803333
2021-07-01,13.179999
2021-07-02,13.886666
2021-07-03,15.349999
2021-07-04,16.343332
2021-07-05,14.563334
2021-07-06,12.926666
2021-07-07,14.920001
2021-07-08,14.453332
2021-07-09,15.32
2021-07-10,15.226666
2021-07-11,16.086668
2021-07-12,16.18
2021-07-13,16.213333
2021-07-14,16.056665
2021-07-15,17.136667
2021-07-16,18.296667
2021-07-17,19.33
2021-07-18,18.096666
2021-07-19,17.98
2021-07-20,19.003334
2021-07-21,18.933332
2021-07-22,19.843332
2021-07-23,18.993332
2021-07-24,16.84
2021-07-25,16.199999
2021-07-26,16.013334
2021-07-27,16.033333
2021-07-28,14.803332
2021-07-29,14.703334
2021-07-30,14.916667
2021-07-31,14.44
2021-08-01,13.586666
2021-08-02,11.783333
2021-08-03,13.649999
2021-08-04,15.216667
2021-08-05,15.296666
2021-08-06,15.233334
2021-08-07,14.966667
2021-08-08,15.183333
2021-08-09,14.716667
2021-08-10,14.806666
2021-08-11,15.053332
2021-08-12,13.466666
2021-08-13,15.12
2021-08-14,14.526666
2021-08-15,14.406666
2021-08-16,13.71
2021-08-17,15.043332
2021-08-18,14.936666
2021-08-19,14.259999
2021-08-20,15.273334
2021-08-21,16.183332
2021-08-22,16.583334
2021-08-23,15.663333
2021-08-24,15.896667
2021-08-25,16.186666
2021-08-26,15.32
2021-08-27,14.133334
2021-08-28,13.47
2021-08-29,13.296666
2021-08-30,13.963333
2021-08-31,13.3533325
2021-09-01,13.586666
2021-09-02,12.883332
2021-09-03,12.753333
2021-09-04,13.96
2021-09-05,15.386666
2021-09-06,16.836666
2021-09-07,18.143333
2021-09-08,18.44
2021-09-09,16.236666
2021-09-10,15.920001
2021-09-11,15.623333
2021-09-12,12.12
2021-09-13,13.13
2021-09-14,14.533333
2021-09-15,14.533333
2021-09-16,13.433333
2021-09-17,15.45
2021-09-18,13.603333
2021-09-19,13.613334
2021-09-20,11.349998
2021-09-21,13.806666
2021-09-22,15.493333
2021-09-23,14.37
2021-09-24,15.299999
2021-09-25,16.06
2021-09-26,16.096666
2021-09-27,11.566667
2021-09-28,10.466667
2021-09-29,9.056666
2021-09-30,10.303333
2021-10-01,11.113334
2021-10-02,9.653333
2021-10-03,9.666667
2021-10-04,10.739999
2021-10-05,8.95
2021-10-06,10.509999
2021-10-07,14.363334
2021-10-08,15.923332
2021-10-09,14.356667
2021-10-10,10.753333
2021-10-11,11.12
2021-10-12,11.323333
2021-10-13,12.19
2021-10-14,12.0199995
2021-10-15,8.593333
2021-10-16,9.24
2021-10-17,12.669999
2021-10-18,14.053333
2021-10-19,14.349999
2021-10-20,10.433333
2021-10-21,7.3099995
2021-10-22,9.5199995
2021-10-23,9.793332
2021-10-24,13.119999
2021-10-25,10.913333
2021-10-26,10.596666
2021-10-27,14.416667
2021-10-28,13.009999
2021-10-29,10.283333
2021-10-30,8.946666
2021-10-31,7.58
2021-11-01,7.9966664
2021-11-02,7.153333
2021-11-03,6.67
2021-11-04,5.9599996
2021-11-05,7.7099996
2021-11-06,11.193333
2021-11-07,9.366666
2021-11-08,9.04
2021-11-09,11.723332
2021-11-10,7.953333
2021-11-11,9.343333
2021-11-12,11.313333
2021-11-13,9.926666
2021-11-14,9.33
2021-11-15,9.820001
2021-11-16,8.78
2021-11-17,7.6966667
2021-11-18,11.186666
2021-11-19,12.389999
2021-11-20,10.59
2021-11-21,6.183333
2021-11-22,4.386667
2021-11-23,6.756666
2021-11-24,6.5399995
2021-11-25,4.103333
2021-11-26,5.3033333
2021-11-27,3.5633333
2021-11-28,2.5833333
2021-11-29,3.4466667
2021-11-30,7.7899995
2021-12-01,6.1066666
2021-12-02,3.28
2021-12-03,4.9066663
2021-12-04,4.86
2021-12-05,4.6566663
2021-12-06,2.9133332
2021-12-07,3.4299996
2021-12-08,4.6766667
2021-12-09,4.37
2021-12-10,3.4133332
2021-12-11,6.2599998
2021-12-12,8.623333
2021-12-13,6.0066667
2021-12-14,6.313333
2021-12-15,9.713333
2021-12-16,8.44
2021-12-17,6.7166667
2021-12-18,5.403333
2021-12-19,4.523333
2021-12-20,5.08
2021-12-21,3.5999997
2021-12-22,3.5466669
2021-12-23,6.506666
2021-12-24,6.6199994
2021-12-25,3.7699997
2021-12-26,4.67
2021-12-27,5.603333
2021-12-28,5.3433337
2021-12-29,5.3566666
2021-12-30,9.78
2021-12-31,10.349999
