time,FRI14
2021-01-01,-1.635
2021-01-02,-0.745
2021-01-03,1.9
2021-01-04,2.395
2021-01-05,1.46
2021-01-06,1.0799999
2021-01-07,0.59999996
2021-01-08,1.0799999
2021-01-09,0.505
2021-01-10,0.29999998
2021-01-11,-1.795
2021-01-12,-0.49499997
2021-01-13,1.54
2021-01-14,0.48999998
2021-01-15,-0.745
2021-01-16,-3.0349998
2021-01-17,-8.054999
2021-01-18,-9.91
2021-01-19,-0.44
2021-01-20,5.0299997
2021-01-21,4.835
2021-01-22,8.225
2021-01-23,6.0950003
2021-01-24,1.5
2021-01-25,1.2049999
2021-01-26,0.435
2021-01-27,0.695
2021-01-28,-0.155
2021-01-29,-0.74
2021-01-30,-1.38
2021-01-31,-5.7
2021-02-01,-7.4649997
2021-02-02,0.17
2021-02-03,6.9749994
2021-02-04,4.765
2021-02-05,0.595
2021-02-06,-0.81999993
2021-02-07,-4.995
2021-02-08,-8.344999
2021-02-09,-8.129999
2021-02-10,-8.190001
2021-02-11,-8.7
2021-02-12,-10.639999
2021-02-13,-5.6899996
2021-02-14,-4.0
2021-02-15,-8.2
2021-02-16,-2.12
2021-02-17,2.525
2021-02-18,3.945
2021-02-19,5.1800003
2021-02-20,3.725
2021-02-21,5.51
2021-02-22,4.0
2021-02-23,6.5099998
2021-02-24,10.19
2021-02-25,10.28
2021-02-26,7.2
2021-02-27,5.69
2021-02-28,4.77
2021-03-01,4.0249996
2021-03-02,4.575
2021-03-03,5.99
2021-03-04,6.805
2021-03-05,1.7449999
2021-03-06,1.0
2021-03-07,2.3049998
2021-03-08,1.1899999
2021-03-09,-0.96999997
2021-03-10,-0.45499998
2021-03-11,1.755
2021-03-12,7.095
2021-03-13,6.175
2021-03-14,6.215
2021-03-15,4.6949997
2021-03-16,2.9699998
2021-03-17,3.74
2021-03-18,1.2149999
2021-03-19,1.285
2021-03-20,-2.7999997
2021-03-21,1.015
2021-03-22,2.75
2021-03-23,4.015
2021-03-24,6.1549997
2021-03-25,8.125
2021-03-26,10.555
2021-03-27,10.754999
2021-03-28,6.205
2021-03-29,9.844999
2021-03-30,15.34
2021-03-31,13.715
2021-04-01,12.805
2021-04-02,8.389999
2021-04-03,5.43
2021-04-04,4.09
2021-04-05,5.805
2021-04-06,2.755
2021-04-07,2.3249998
2021-04-08,3.495
2021-04-09,5.995
2021-04-10,7.2149997
2021-04-11,10.11
2021-04-12,7.8549995
2021-04-13,5.005
2021-04-14,4.99
2021-04-15,3.1599998
2021-04-16,3.4099998
2021-04-17,4.8149996
2021-04-18,7.785
2021-04-19,10.08
2021-04-20,9.43
2021-04-21,10.469999
2021-04-22,8.664999
2021-04-23,6.75
2021-04-24,8.094999
2021-04-25,7.415
2021-04-26,4.6549997
2021-04-27,4.2599998
2021-04-28,9.66
2021-04-29,12.26
2021-04-30,11.924999
2021-05-01,9.799999
2021-05-02,9.025
2021-05-03,7.685
2021-05-04,10.035
2021-05-05,11.555
2021-05-06,8.17
2021-05-07,8.655001
2021-05-08,8.3
2021-05-09,14.155
2021-05-10,17.939999
2021-05-11,21.244999
2021-05-12,19.325
2021-05-13,15.625
2021-05-14,13.004999
2021-05-15,12.76
2021-05-16,14.049999
2021-05-17,12.629999
2021-05-18,13.98
2021-05-19,12.16
2021-05-20,11.715
2021-05-21,13.555
2021-05-22,14.59
2021-05-23,12.18
2021-05-24,12.885
2021-05-25,13.844999
2021-05-26,12.75
2021-05-27,13.51
2021-05-28,11.34
2021-05-29,12.334999
2021-05-30,12.955
2021-05-31,12.84
2021-06-01,13.49
2021-06-02,17.675
2021-06-03,16.49
2021-06-04,17.025
2021-06-05,20.095
2021-06-06,18.635
2021-06-07,19.079998
2021-06-08,20.11
2021-06-09,19.785
2021-06-10,18.68
2021-06-11,18.974998
2021-06-12,20.164999
2021-06-13,13.85
2021-06-14,15.195
2021-06-15,18.55
2021-06-16,21.22
2021-06-17,23.445
2021-06-18,24.42
2021-06-19,25.16
2021-06-20,26.625
2021-06-21,26.175
2021-06-22,21.465
2021-06-23,19.915
2021-06-24,21.145
2021-06-25,18.485
2021-06-26,18.65
2021-06-27,20.119999
2021-06-28,21.445
2021-06-29,22.064999
2021-06-30,21.630001
2021-07-01,19.765
2021-07-02,17.3
2021-07-03,19.895
2021-07-04,18.955
2021-07-05,19.585
2021-07-06,22.255
2021-07-07,22.055
2021-07-08,20.145
2021-07-09,21.529999
2021-07-10,20.204998
2021-07-11,19.654999
2021-07-12,21.23
2021-07-13,22.98
2021-07-14,24.11
2021-07-15,21.75
2021-07-16,23.22
2021-07-17,23.7
2021-07-18,23.885
2021-07-19,20.105
2021-07-20,17.619999
2021-07-21,17.43
2021-07-22,18.685001
2021-07-23,20.42
2021-07-24,20.99
2021-07-25,21.545
2021-07-26,23.265
2021-07-27,23.27
2021-07-28,23.52
2021-07-29,21.34
2021-07-30,20.669998
2021-07-31,21.955
2021-08-01,18.204998
2021-08-02,17.945
2021-08-03,18.395
2021-08-04,17.595001
2021-08-05,17.005001
2021-08-06,18.535
2021-08-07,19.439999
2021-08-08,20.835
2021-08-09,18.95
2021-08-10,20.239998
2021-08-11,18.914999
2021-08-12,18.435
2021-08-13,21.939999
2021-08-14,24.255001
2021-08-15,22.095
2021-08-16,23.895
2021-08-17,17.425
2021-08-18,16.395
2021-08-19,18.23
2021-08-20,19.380001
2021-08-21,17.93
2021-08-22,20.345
2021-08-23,19.009998
2021-08-24,16.33
2021-08-25,15.115
2021-08-26,15.514999
2021-08-27,14.4
2021-08-28,14.639999
2021-08-29,15.969999
2021-08-30,14.055
2021-08-31,15.405
2021-09-01,16.25
2021-09-02,16.599998
2021-09-03,16.645
2021-09-04,15.415
2021-09-05,15.58
2021-09-06,14.469999
2021-09-07,16.71
2021-09-08,17.130001
2021-09-09,18.384998
2021-09-10,19.345001
2021-09-11,19.085
2021-09-12,18.49
2021-09-13,17.869999
2021-09-14,17.585
2021-09-15,18.3
2021-09-16,19.925
2021-09-17,15.86
2021-09-18,13.7
2021-09-19,11.309999
2021-09-20,10.299999
2021-09-21,10.04
2021-09-22,11.764999
2021-09-23,15.735
2021-09-24,15.889999
2021-09-25,17.755001
2021-09-26,18.755
2021-09-27,16.329998
2021-09-28,15.69
2021-09-29,12.825
2021-09-30,12.195
2021-10-01,10.2699995
2021-10-02,14.094999
2021-10-03,14.725
2021-10-04,15.34
2021-10-05,18.075
2021-10-06,16.189999
2021-10-07,13.19
2021-10-08,9.494999
2021-10-09,8.014999
2021-10-10,6.4749994
2021-10-11,6.005
2021-10-12,8.915
2021-10-13,6.745
2021-10-14,7.0
2021-10-15,12.25
2021-10-16,8.13
2021-10-17,8.945
2021-10-18,10.26
2021-10-19,11.434999
2021-10-20,16.61
2021-10-21,15.2699995
2021-10-22,9.04
2021-10-23,7.5249996
2021-10-24,5.475
2021-10-25,8.0199995
2021-10-26,7.3849998
2021-10-27,10.504999
2021-10-28,9.629999
2021-10-29,10.34
2021-10-30,13.275
2021-10-31,13.33
2021-11-01,11.844999
2021-11-02,9.13
2021-11-03,7.175
2021-11-04,11.17
2021-11-05,8.099999
2021-11-06,7.825
2021-11-07,5.3
2021-11-08,7.7799997
2021-11-09,7.285
2021-11-10,6.54
2021-11-11,4.29
2021-11-12,2.4699998
2021-11-13,6.06
2021-11-14,2.96
2021-11-15,4.5099998
2021-11-16,5.745
2021-11-17,4.8599997
2021-11-18,7.87
2021-11-19,9.725
2021-11-20,10.37
2021-11-21,7.9399996
2021-11-22,5.745
2021-11-23,1.685
2021-11-24,4.87
2021-11-25,1.8399999
2021-11-26,2.595
2021-11-27,2.0349998
2021-11-28,-0.095
2021-11-29,0.6
2021-11-30,2.77
2021-12-01,3.7849998
2021-12-02,4.215
2021-12-03,0.435
2021-12-04,1.0799999
2021-12-05,1.135
2021-12-06,0.315
2021-12-07,-0.45499998
2021-12-08,-1.5149999
2021-12-09,-1.505
2021-12-10,-0.55999994
2021-12-11,-2.525
2021-12-12,-1.6949999
2021-12-13,0.265
2021-12-14,4.3149996
2021-12-15,5.875
2021-12-16,6.395
2021-12-17,5.1099997
2021-12-18,4.0049996
2021-12-19,5.455
2021-12-20,2.82
2021-12-21,-1.0
2021-12-22,-2.195
2021-12-23,-2.6299999
2021-12-24,3.8849998
2021-12-25,-3.83
2021-12-26,-8.285
2021-12-27,-7.725
2021-12-28,-2.9299998
2021-12-29,2.7399998
2021-12-30,6.1049995
2021-12-31,11.055
