time,MK001
2021-10-22,9.025
2021-10-23,9.215
2021-10-24,12.62
2021-10-25,10.365
2021-10-26,9.440001
2021-10-27,13.469999
2021-10-28,11.914999
2021-10-29,9.469999
2021-10-30,8.225
2021-10-31,6.325
2021-11-01,7.825
2021-11-02,6.825
2021-11-03,5.715
2021-11-04,5.305
2021-11-05,7.2
2021-11-06,10.865
2021-11-07,8.75
2021-11-08,7.9049997
2021-11-09,11.03
2021-11-10,7.005
2021-11-11,8.13
2021-11-12,10.2
2021-11-13,9.32
2021-11-14,8.1
2021-11-15,9.705
2021-11-16,7.95
2021-11-17,6.8849998
2021-11-18,10.71
2021-11-19,12.174999
2021-11-20,10.24
2021-11-21,5.5199995
2021-11-22,3.695
2021-11-23,5.91
2021-11-24,5.895
2021-11-25,3.27
2021-11-26,4.59
2021-11-27,2.715
2021-11-28,1.55
2021-11-29,2.455
2021-11-30,6.9449997
2021-12-01,5.395
2021-12-02,2.3049998
2021-12-03,3.955
2021-12-04,4.1899996
2021-12-05,4.135
2021-12-06,2.54
2021-12-07,2.3449998
2021-12-08,4.68
2021-12-09,3.09
2021-12-10,2.695
2021-12-11,4.89
2021-12-12,7.4799995
2021-12-13,5.5299997
2021-12-14,5.91
2021-12-15,8.17
2021-12-16,7.5299997
2021-12-17,5.27
2021-12-18,3.425
2021-12-19,3.2799997
2021-12-20,3.915
2021-12-21,2.25
2021-12-22,2.17
2021-12-23,4.5699997
2021-12-24,5.1899996
2021-12-25,2.215
2021-12-26,3.5349998
2021-12-27,4.755
2021-12-28,4.7349997
2021-12-29,3.9249997
2021-12-30,8.809999
2021-12-31,9.1
