time,DEB31
2021-01-01,6.1499996
2021-01-02,7.5849996
2021-01-03,7.71
2021-01-04,4.5499997
2021-01-05,3.6749997
2021-01-06,4.865
2021-01-07,3.835
2021-01-08,3.79
2021-01-09,3.585
2021-01-10,3.25
2021-01-11,1.7149999
2021-01-12,2.3799999
2021-01-13,3.545
2021-01-14,5.015
2021-01-15,3.9850001
2021-01-16,1.615
2021-01-17,0.065
2021-01-18,1.78
2021-01-19,3.0149999
2021-01-20,6.31
2021-01-21,8.96
2021-01-22,10.91
2021-01-23,8.57
2021-01-24,6.1
2021-01-25,3.4199998
2021-01-26,3.42
2021-01-27,2.445
2021-01-28,3.475
2021-01-29,7.295
2021-01-30,9.2
2021-01-31,7.6749997
2021-02-01,6.3599997
2021-02-02,7.3999996
2021-02-03,9.545
2021-02-04,10.165
2021-02-05,9.36
2021-02-06,9.51
2021-02-07,11.52
2021-02-08,8.95
2021-02-09,8.525
2021-02-10,8.635
2021-02-11,7.66
2021-02-12,1.68
2021-02-13,-1.7549999
2021-02-14,-1.45
2021-02-15,-0.42000002
2021-02-16,2.705
2021-02-17,5.215
2021-02-18,6.915
2021-02-19,7.6349998
2021-02-20,9.125
2021-02-21,8.165
2021-02-22,8.77
2021-02-23,10.2
2021-02-24,12.554999
2021-02-25,13.1449995
2021-02-26,11.325
2021-02-27,8.945
2021-02-28,6.18
2021-03-01,5.81
2021-03-02,6.6899996
2021-03-03,8.825
2021-03-04,7.5299997
2021-03-05,7.5649996
2021-03-06,3.675
2021-03-07,3.4099998
2021-03-08,5.8149996
2021-03-09,5.0649996
2021-03-10,4.99
2021-03-11,6.47
2021-03-12,8.85
2021-03-13,8.785
2021-03-14,6.5199995
2021-03-15,5.605
2021-03-16,5.34
2021-03-17,4.56
2021-03-18,2.79
2021-03-19,1.79
2021-03-20,2.6299999
2021-03-21,2.875
2021-03-22,4.3
2021-03-23,4.2
2021-03-24,6.3999996
2021-03-25,8.08
2021-03-26,8.78
2021-03-27,9.285
2021-03-28,10.639999
2021-03-29,11.264999
2021-03-30,12.725
2021-03-31,14.264999
2021-04-01,16.545
2021-04-02,14.785
2021-04-03,10.62
2021-04-04,6.58
2021-04-05,6.9449997
2021-04-06,4.89
2021-04-07,1.945
2021-04-08,4.765
2021-04-09,6.5649996
2021-04-10,7.555
2021-04-11,8.835
2021-04-12,9.955
2021-04-13,5.3999996
2021-04-14,4.8949995
2021-04-15,5.19
2021-04-16,5.7599998
2021-04-17,6.465
2021-04-18,6.625
2021-04-19,6.415
2021-04-20,8.04
2021-04-21,10.0
2021-04-22,9.51
2021-04-23,10.085
2021-04-24,11.405
2021-04-25,12.95
2021-04-26,11.26
2021-04-27,9.625
2021-04-28,10.914999
2021-04-29,13.539999
2021-04-30,15.41
2021-05-01,15.674999
2021-05-02,14.15
2021-05-03,11.41
2021-05-04,12.115
2021-05-05,12.62
2021-05-06,13.635
2021-05-07,14.19
2021-05-08,12.84
2021-05-09,14.785
2021-05-10,16.735
2021-05-11,16.369999
2021-05-12,12.945
2021-05-13,12.68
2021-05-14,12.299999
2021-05-15,12.4
2021-05-16,14.0
2021-05-17,14.855
2021-05-18,14.305
2021-05-19,12.424999
2021-05-20,12.889999
2021-05-21,14.49
2021-05-22,14.799999
2021-05-23,16.955
2021-05-24,16.195
2021-05-25,15.01
2021-05-26,14.815001
2021-05-27,16.039999
2021-05-28,15.594999
2021-05-29,16.06
2021-05-30,14.49
2021-05-31,13.69
2021-06-01,14.25
2021-06-02,16.904999
2021-06-03,17.81
2021-06-04,19.2
2021-06-05,19.564999
2021-06-06,17.875
2021-06-07,16.635
2021-06-08,16.814999
2021-06-09,18.715
2021-06-10,18.77
2021-06-11,18.335
2021-06-12,19.585
2021-06-13,20.645
2021-06-14,19.3
2021-06-15,19.235
2021-06-16,19.509998
2021-06-17,20.489998
2021-06-18,21.225
2021-06-19,22.055
2021-06-20,24.434998
2021-06-21,24.47
2021-06-22,23.954998
2021-06-23,24.5
2021-06-24,24.91
2021-06-25,22.88
2021-06-26,21.904999
2021-06-27,22.72
2021-06-28,24.259998
2021-06-29,24.595
2021-06-30,22.525
2021-07-01,20.605
2021-07-02,21.5
2021-07-03,22.814999
2021-07-04,21.105
2021-07-05,21.515
2021-07-06,22.735
2021-07-07,25.649998
2021-07-08,25.91
2021-07-09,23.564999
2021-07-10,22.4
2021-07-11,22.914999
2021-07-12,23.25
2021-07-13,23.369999
2021-07-14,20.135
2021-07-15,20.48
2021-07-16,18.494999
2021-07-17,18.585
2021-07-18,21.07
2021-07-19,21.86
2021-07-20,22.454998
2021-07-21,22.86
2021-07-22,22.759998
2021-07-23,22.64
2021-07-24,23.93
2021-07-25,25.585
2021-07-26,25.615
2021-07-27,24.5
2021-07-28,25.66
2021-07-29,24.63
2021-07-30,25.630001
2021-07-31,25.73
2021-08-01,25.365
2021-08-02,22.09
2021-08-03,22.145
2021-08-04,24.474998
2021-08-05,22.029999
2021-08-06,22.115
2021-08-07,24.564999
2021-08-08,25.775
2021-08-09,25.509998
2021-08-10,25.18
2021-08-11,25.939999
2021-08-12,26.18
2021-08-13,26.005
2021-08-14,26.509998
2021-08-15,26.895
2021-08-16,26.36
2021-08-17,22.74
2021-08-18,21.01
2021-08-19,21.23
2021-08-20,22.064999
2021-08-21,23.23
2021-08-22,24.46
2021-08-23,20.375
2021-08-24,20.445
2021-08-25,19.01
2021-08-26,21.025
2021-08-27,18.125
2021-08-28,16.66
2021-08-29,16.61
2021-08-30,17.935
2021-08-31,18.11
2021-09-01,19.105
2021-09-02,19.454998
2021-09-03,19.825
2021-09-04,19.165
2021-09-05,20.224998
2021-09-06,19.89
2021-09-07,19.515
2021-09-08,18.77
2021-09-09,18.84
2021-09-10,20.27
2021-09-11,19.989998
2021-09-12,20.075
2021-09-13,20.945
2021-09-14,21.224998
2021-09-15,22.765
2021-09-16,20.77
2021-09-17,20.154999
2021-09-18,19.994999
2021-09-19,19.130001
2021-09-20,17.34
2021-09-21,15.449999
2021-09-22,15.28
2021-09-23,15.429999
2021-09-24,17.314999
2021-09-25,18.25
2021-09-26,18.71
2021-09-27,18.560001
2021-09-28,18.435
2021-09-29,18.935
2021-09-30,17.59
2021-10-01,16.95
2021-10-02,16.634998
2021-10-03,18.404999
2021-10-04,19.895
2021-10-05,18.195
2021-10-06,16.029999
2021-10-07,12.545
2021-10-08,13.38
2021-10-09,12.235
2021-10-10,10.62
2021-10-11,11.73
2021-10-12,11.405
2021-10-13,10.71
2021-10-14,9.46
2021-10-15,9.795
2021-10-16,10.93
2021-10-17,12.485
2021-10-18,12.184999
2021-10-19,12.85
2021-10-20,13.08
2021-10-21,15.14
2021-10-22,14.969999
2021-10-23,14.719999
2021-10-24,13.195
2021-10-25,12.62
2021-10-26,12.2
2021-10-27,12.639999
2021-10-28,11.48
2021-10-29,11.545
2021-10-30,12.705
2021-10-31,13.28
2021-11-01,13.405
2021-11-02,14.62
2021-11-03,15.009999
2021-11-04,14.084999
2021-11-05,11.155
2021-11-06,11.465
2021-11-07,12.775
2021-11-08,10.965
2021-11-09,11.57
2021-11-10,13.275
2021-11-11,13.275
2021-11-12,12.705
2021-11-13,13.02
2021-11-14,11.94
2021-11-15,13.285
2021-11-16,9.85
2021-11-17,10.860001
2021-11-18,10.62
2021-11-19,10.709999
2021-11-20,11.855
2021-11-21,11.24
2021-11-22,10.639999
2021-11-23,9.429999
2021-11-24,9.035
2021-11-25,9.01
2021-11-26,10.08
2021-11-27,11.125
2021-11-28,8.405
2021-11-29,3.38
2021-11-30,4.065
2021-12-01,7.6949997
2021-12-02,8.514999
2021-12-03,6.175
2021-12-04,6.3549995
2021-12-05,7.5849996
2021-12-06,5.0099998
2021-12-07,3.8799996
2021-12-08,5.8
2021-12-09,5.6549997
2021-12-10,4.96
2021-12-11,4.21
2021-12-12,4.455
2021-12-13,7.2699995
2021-12-14,7.38
2021-12-15,7.4649997
2021-12-16,7.5599995
2021-12-17,8.139999
2021-12-18,5.925
2021-12-19,8.16
2021-12-20,7.075
2021-12-21,4.92
2021-12-22,4.95
2021-12-23,5.915
2021-12-24,9.405
2021-12-25,9.825
2021-12-26,9.66
2021-12-27,10.075
2021-12-28,9.684999
2021-12-29,10.78
2021-12-30,10.84
2021-12-31,11.725
