time,FRY50
2021-03-24,-4.2450004
2021-03-25,-4.923333
2021-03-26,-2.8094444
2021-03-27,-4.6855555
2021-03-28,-8.422778
2021-03-29,-4.0394444
2021-03-30,-2.9099998
2021-03-31,-0.11666666
2021-04-01,1.6661111
2021-04-02,-0.4183333
2021-04-03,-0.62444437
2021-04-04,-1.5222222
2021-04-05,6.3466663
2021-04-06,0.6483333
2021-04-07,2.8605554
2021-04-08,5.797222
2021-04-09,4.129444
2021-04-10,0.34166664
2021-04-11,2.328889
2021-04-12,7.154444
2021-04-13,-1.896111
2021-04-14,-1.0494444
2021-04-15,3.5294442
2021-04-16,8.047222
2021-04-17,12.239445
2021-04-18,10.660556
2021-04-19,11.690556
2021-04-20,8.563889
2021-04-21,8.388889
2021-04-22,4.02
2021-04-23,3.409444
2021-04-24,6.3016667
2021-04-25,10.097777
2021-04-26,11.198334
2021-04-27,3.9205556
2021-04-28,11.674444
2021-04-29,13.698888
2021-04-30,9.408334
2021-05-01,11.868888
2021-05-02,9.907778
2021-05-03,11.62111
2021-05-04,12.249443
2021-05-05,5.5405555
2021-05-06,7.1055555
2021-05-07,9.4383335
2021-05-08,7.6088886
2021-05-09,14.765001
2021-05-10,8.811111
2021-05-11,10.511666
2021-05-12,12.369444
2021-05-13,14.715556
2021-05-14,13.840556
2021-05-15,12.545555
2021-05-16,13.024444
2021-05-17,10.957222
2021-05-18,9.893888
2021-05-19,9.415
2021-05-20,10.66
2021-05-21,16.905556
2021-05-22,15.538334
2021-05-23,10.208889
2021-05-24,13.764444
2021-05-25,12.075
2021-05-26,8.949444
2021-05-27,11.236111
2021-05-28,8.884444
2021-05-29,10.2277775
2021-05-30,5.1322227
2021-05-31,10.77
2021-06-01,13.316666
2021-06-02,15.6038885
2021-06-03,14.720554
2021-06-04,17.904999
2021-06-05,12.09
2021-06-06,10.054999
2021-06-07,6.161111
2021-06-08,10.333333
2021-06-09,13.196111
2021-06-10,12.387777
2021-06-11,12.408888
2021-06-12,12.1038885
2021-06-13,8.463333
2021-06-14,16.630556
2021-06-15,18.824444
2021-06-16,17.285555
2021-06-17,15.890555
2021-06-18,20.994444
2021-06-19,21.667223
2021-06-20,26.189999
2021-06-21,22.551666
2021-06-22,22.125
2021-06-23,18.592777
2021-06-24,15.67111
2021-06-25,13.749444
2021-06-26,13.292223
2021-06-27,17.206667
2021-06-28,16.195
2021-06-29,18.038887
2021-06-30,16.245554
2021-07-01,18.462776
2021-07-02,17.889444
2021-07-03,19.511665
2021-07-04,22.400557
2021-07-05,18.290554
2021-07-06,19.727776
2021-07-07,21.985556
2021-07-08,22.5
2021-07-09,18.46722
2021-07-10,17.656668
2021-07-11,16.914444
2021-07-12,21.804443
2021-07-13,23.78111
2021-07-14,18.377222
2021-07-15,19.541666
2021-07-16,15.570001
2021-07-17,17.715
2021-07-18,22.184443
2021-07-19,18.37722
2021-07-20,21.013332
2021-07-21,19.628334
2021-07-22,13.976666
2021-07-23,12.725
2021-07-24,16.031666
2021-07-25,16.212778
2021-07-26,23.754446
2021-07-27,23.421667
2021-07-28,18.951668
2021-07-29,13.242222
2021-07-30,15.733333
2021-07-31,19.807777
2021-08-01,19.371666
2021-08-02,17.56111
2021-08-03,18.637222
2021-08-04,19.083334
2021-08-05,20.583887
2021-08-06,21.479445
2021-08-07,27.328888
2021-08-08,23.746666
2021-08-09,21.538889
2021-08-10,17.72111
2021-08-11,16.383331
2021-08-12,18.311666
2021-08-13,20.099443
2021-08-14,17.608889
2021-08-15,19.071665
2021-08-16,18.81111
2021-08-17,15.547221
2021-08-18,16.035
2021-08-19,17.166666
2021-08-20,19.725555
2021-08-21,18.896667
2021-08-22,20.688334
2021-08-23,16.607779
2021-08-24,16.12
2021-08-25,20.211111
2021-08-26,23.018887
2021-08-27,19.200554
2021-08-28,19.142221
2021-08-29,17.354445
2021-08-30,19.946665
2021-08-31,20.328888
2021-09-01,14.824444
2021-09-02,9.08611
2021-09-03,12.63611
2021-09-04,9.366667
2021-09-05,11.736111
2021-09-06,11.405555
2021-09-07,11.892222
2021-09-08,9.887222
2021-09-09,10.46111
2021-09-10,14.038333
2021-09-11,12.801111
2021-09-12,13.118889
2021-09-13,16.214443
2021-09-14,17.128334
2021-09-15,16.152222
2021-09-16,16.532778
2021-09-17,13.548333
2021-09-18,14.376667
2021-09-19,15.885555
2021-09-20,16.037222
2021-09-21,12.712222
2021-09-22,9.566667
2021-09-23,10.699444
2021-09-24,10.412778
2021-09-25,10.825556
2021-09-26,9.483889
2021-09-27,11.427776
2021-09-28,9.518888
2021-09-29,10.421666
2021-09-30,8.382222
2021-10-01,3.01
2021-10-02,5.632222
2021-10-03,8.108889
2021-10-04,11.282222
2021-10-05,4.308889
2021-10-06,0.008888881
2021-10-07,-2.8661108
2021-10-08,-2.1027777
2021-10-09,-2.496667
2021-10-10,0.98722225
2021-10-11,1.8638889
2021-10-12,1.8033333
2021-10-13,2.3716667
2021-10-14,4.695555
2021-10-15,7.4783325
2021-10-16,7.3677773
2021-10-17,11.017777
2021-10-18,
2021-10-19,6.948889
2021-10-20,7.7255554
2021-10-21,2.8888888
2021-10-22,2.7344446
2021-10-23,4.0599995
2021-10-24,6.5316668
2021-10-25,6.818333
2021-10-26,8.429444
2021-10-27,3.686111
2021-10-28,8.070001
2021-10-29,8.757222
2021-10-30,13.071667
2021-10-31,10.695555
2021-11-01,12.7
2021-11-02,11.296666
2021-11-03,7.491111
2021-11-04,1.5361111
2021-11-05,3.7561111
2021-11-06,4.5127773
2021-11-07,8.09111
2021-11-08,4.741667
2021-11-09,3.3033335
2021-11-10,4.0288887
2021-11-11,5.7483335
2021-11-12,6.2944446
2021-11-13,8.303889
2021-11-14,0.0027777618
2021-11-15,1.9172224
2021-11-16,4.5855556
2021-11-17,1.9816666
2021-11-18,-3.1599998
2021-11-19,-2.9316664
2021-11-20,4.8888884
2021-11-21,5.4983335
2021-11-22,-1.4272221
2021-11-23,-2.4111109
2021-11-24,1.8855557
2021-11-25,3.6738887
2021-11-26,-0.25833333
2021-11-27,-3.5761108
2021-11-28,-4.0127773
2021-11-29,-4.111666
2021-11-30,0.06777777
2021-12-01,-0.7788889
2021-12-02,-6.8744445
2021-12-03,-8.248333
2021-12-04,2.4888887
2021-12-05,7.2799997
2021-12-06,3.8661108
2021-12-07,-2.335
2021-12-08,10.081111
2021-12-09,4.9327774
2021-12-10,3.6188889
2021-12-11,-3.2661111
2021-12-12,-2.567222
2021-12-13,0.74888885
2021-12-14,-2.8083334
2021-12-15,-3.881667
2021-12-16,0.1938889
2021-12-17,-9.679999
2021-12-18,-6.670555
2021-12-19,1.8744444
2021-12-20,-4.987222
2021-12-21,-5.231111
2021-12-22,-5.6177773
2021-12-23,-7.1849995
2021-12-24,-4.0616665
2021-12-25,-17.435555
2021-12-26,-2.548889
2021-12-27,4.591111
2021-12-28,8.895
2021-12-29,2.032222
2021-12-30,-2.432778
2021-12-31,-3.6838887
