time,FRY50
2021-01-01,0.042777803
2021-01-02,2.4716666
2021-01-03,-0.02499999
2021-01-04,-0.083333306
2021-01-05,-3.595
2021-01-06,-6.0811105
2021-01-07,-3.7794445
2021-01-08,-5.5255556
2021-01-09,-2.4594443
2021-01-10,0.37055552
2021-01-11,1.075
2021-01-12,2.4577777
2021-01-13,-0.056666665
2021-01-14,0.6194444
2021-01-15,-3.6527777
2021-01-16,-12.887776
2021-01-17,-2.1694443
2021-01-18,-5.756666
2021-01-19,-6.1088886
2021-01-20,-2.7083333
2021-01-21,-0.42055553
2021-01-22,-7.483333
2021-01-23,-11.447222
2021-01-24,-6.009444
2021-01-25,-5.4666667
2021-01-26,-7.106111
2021-01-27,-2.9144444
2021-01-28,0.91166663
2021-01-29,0.75222224
2021-01-30,-1.48
2021-01-31,-1.1677778
2021-02-01,6.1277776
2021-02-02,7.0088882
2021-02-03,5.9216666
2021-02-04,3.9661112
2021-02-05,1.6938889
2021-02-06,5.871111
2021-02-07,7.232778
2021-02-08,2.985
2021-02-09,5.9022226
2021-02-10,3.1777778
2021-02-11,2.2144442
2021-02-12,-4.8599997
2021-02-13,-13.066666
2021-02-14,-11.682222
2021-02-15,-5.692222
2021-02-16,-0.49944443
2021-02-17,0.87388885
2021-02-18,-6.951111
2021-02-19,-3.2788892
2021-02-20,-6.7755556
2021-02-21,-3.2644446
2021-02-22,-4.735555
2021-02-23,9.793888
2021-02-24,6.8788886
2021-02-25,-0.9372222
2021-02-26,1.265
2021-02-27,-5.7055554
2021-02-28,-4.384444
2021-03-01,0.6344445
2021-03-02,1.9972221
2021-03-03,-0.40999997
2021-03-04,1.0449998
2021-03-05,-1.7844446
2021-03-06,-3.8300002
2021-03-07,4.5727777
2021-03-08,-0.44388887
2021-03-09,-2.2827778
2021-03-10,-1.8211111
2021-03-11,-0.9261111
2021-03-12,-5.6916666
2021-03-13,-7.5638885
2021-03-14,-4.221111
2021-03-15,-3.9683332
2021-03-16,-3.0194445
2021-03-17,3.9694448
2021-03-18,-0.1027778
2021-03-19,-3.718889
2021-03-20,-7.6922226
2021-03-21,-2.7349997
2021-03-22,-3.3266666
2021-03-23,-7.923333
