time,CH070
2021-01-01,1.48
2021-01-02,0.77
2021-01-03,-0.01
2021-01-04,-0.26999998
2021-01-05,-0.53999996
2021-01-06,-0.34
2021-01-07,-0.56
2021-01-08,-0.25
2021-01-09,-1.29
2021-01-10,-2.57
2021-01-11,-3.26
2021-01-12,0.06
2021-01-13,0.049999997
2021-01-14,-1.16
2021-01-15,-2.08
2021-01-16,-5.1
2021-01-17,-5.0
2021-01-18,-0.29999998
2021-01-19,1.4699999
2021-01-20,5.29
2021-01-21,8.08
2021-01-22,6.0299997
2021-01-23,0.22999999
2021-01-24,-0.66999996
2021-01-25,-1.89
2021-01-26,-1.65
2021-01-27,-0.51
2021-01-28,1.01
2021-01-29,1.62
2021-01-30,-1.1999999
2021-01-31,-3.52
2021-02-01,-1.3399999
2021-02-02,4.0499997
2021-02-03,8.16
2021-02-04,5.38
2021-02-05,2.76
2021-02-06,-0.22999999
2021-02-07,-5.93
2021-02-08,-10.05
2021-02-09,-12.33
2021-02-10,-13.73
2021-02-11,-8.03
2021-02-12,-8.17
2021-02-13,-8.62
2021-02-14,-7.68
2021-02-15,-3.4299998
2021-02-16,2.86
2021-02-17,4.81
2021-02-18,6.77
2021-02-19,6.39
2021-02-20,8.41
2021-02-21,9.09
2021-02-22,5.98
2021-02-23,11.75
2021-02-24,12.929999
2021-02-25,12.75
2021-02-26,4.98
2021-02-27,2.04
2021-02-28,3.1499999
2021-03-01,2.87
2021-03-02,5.71
2021-03-03,7.5499997
2021-03-04,5.42
2021-03-05,0.26999998
2021-03-06,-0.26999998
2021-03-07,0.19999999
2021-03-08,0.29
2021-03-09,1.26
2021-03-10,2.36
2021-03-11,6.81
2021-03-12,5.95
2021-03-13,5.5
2021-03-14,3.87
2021-03-15,3.24
2021-03-16,2.27
2021-03-17,0.51
2021-03-18,0.55
2021-03-19,-0.52
2021-03-20,-2.61
2021-03-21,2.12
2021-03-22,2.45
2021-03-23,3.4499998
2021-03-24,6.73
2021-03-25,9.34
2021-03-26,9.69
2021-03-27,6.2
2021-03-28,6.3199997
2021-03-29,12.2
2021-03-30,13.83
2021-03-31,15.11
2021-04-01,12.71
2021-04-02,4.5899997
2021-04-03,3.62
2021-04-04,3.6399999
2021-04-05,2.24
2021-04-06,-0.79999995
2021-04-07,0.48999998
2021-04-08,1.62
2021-04-09,6.2599998
2021-04-10,7.3999996
2021-04-11,12.24
2021-04-12,1.8399999
2021-04-13,2.3799999
2021-04-14,1.92
2021-04-15,1.78
2021-04-16,2.05
2021-04-17,4.0699997
2021-04-18,5.89
2021-04-19,7.58
2021-04-20,9.19
2021-04-21,10.33
2021-04-22,5.0499997
2021-04-23,5.0499997
2021-04-24,5.17
2021-04-25,4.67
2021-04-26,3.97
2021-04-27,6.3799996
2021-04-28,11.28
2021-04-29,11.719999
2021-04-30,7.24
2021-05-01,9.04
2021-05-02,6.14
2021-05-03,6.96
2021-05-04,9.73
2021-05-05,7.16
2021-05-06,6.33
2021-05-07,5.0299997
2021-05-08,9.179999
2021-05-09,18.4
2021-05-10,20.47
2021-05-11,17.08
2021-05-12,11.639999
2021-05-13,8.96
2021-05-14,10.28
2021-05-15,11.45
2021-05-16,11.28
2021-05-17,10.889999
2021-05-18,10.65
2021-05-19,9.639999
2021-05-20,10.46
2021-05-21,13.2
2021-05-22,11.5
2021-05-23,11.4
2021-05-24,13.91
2021-05-25,10.33
2021-05-26,10.21
2021-05-27,9.429999
2021-05-28,10.4
2021-05-29,10.5
2021-05-30,11.23
2021-05-31,11.559999
2021-06-01,15.349999
2021-06-02,18.369999
2021-06-03,20.31
2021-06-04,20.439999
2021-06-05,18.859999
2021-06-06,18.47
2021-06-07,18.23
2021-06-08,18.52
2021-06-09,18.65
2021-06-10,17.92
2021-06-11,19.699999
2021-06-12,18.22
2021-06-13,12.67
2021-06-14,16.77
2021-06-15,19.97
2021-06-16,21.939999
2021-06-17,25.07
2021-06-18,25.73
2021-06-19,25.73
2021-06-20,24.57
2021-06-21,22.359999
2021-06-22,15.49
2021-06-23,16.09
2021-06-24,15.53
2021-06-25,16.16
2021-06-26,18.16
2021-06-27,19.67
2021-06-28,22.91
2021-06-29,19.92
2021-06-30,17.34
2021-07-01,14.74
2021-07-02,14.86
2021-07-03,17.23
2021-07-04,19.07
2021-07-05,18.51
2021-07-06,20.699999
2021-07-07,17.33
2021-07-08,16.99
2021-07-09,15.099999
2021-07-10,18.039999
2021-07-11,18.109999
2021-07-12,19.279999
2021-07-13,21.33
2021-07-14,18.47
2021-07-15,18.25
2021-07-16,19.859999
2021-07-17,18.42
2021-07-18,19.119999
2021-07-19,16.19
2021-07-20,15.61
2021-07-21,15.9
2021-07-22,17.97
2021-07-23,19.82
2021-07-24,21.96
2021-07-25,21.24
2021-07-26,20.17
2021-07-27,20.51
2021-07-28,18.83
2021-07-29,18.71
2021-07-30,19.609999
2021-07-31,19.43
2021-08-01,15.42
2021-08-02,14.809999
2021-08-03,15.29
2021-08-04,15.98
2021-08-05,15.75
2021-08-06,17.34
2021-08-07,17.68
2021-08-08,17.19
2021-08-09,17.14
2021-08-10,17.56
2021-08-11,17.16
2021-08-12,19.59
2021-08-13,22.67
2021-08-14,21.98
2021-08-15,20.81
2021-08-16,18.19
2021-08-17,13.299999
2021-08-18,14.69
2021-08-19,16.88
2021-08-20,17.529999
2021-08-21,18.34
2021-08-22,17.98
2021-08-23,13.66
2021-08-24,13.53
2021-08-25,14.07
2021-08-26,12.71
2021-08-27,11.46
2021-08-28,12.04
2021-08-29,13.389999
2021-08-30,13.99
2021-08-31,13.45
2021-09-01,13.7
2021-09-02,15.25
2021-09-03,16.38
2021-09-04,13.849999
2021-09-05,15.41
2021-09-06,16.949999
2021-09-07,16.41
2021-09-08,17.82
2021-09-09,19.96
2021-09-10,20.609999
2021-09-11,18.08
2021-09-12,17.699999
2021-09-13,16.039999
2021-09-14,18.109999
2021-09-15,19.13
2021-09-16,15.599999
2021-09-17,13.73
2021-09-18,12.429999
2021-09-19,10.21
2021-09-20,10.16
2021-09-21,10.78
2021-09-22,11.679999
2021-09-23,14.94
2021-09-24,13.99
2021-09-25,16.44
2021-09-26,18.56
2021-09-27,16.74
2021-09-28,13.08
2021-09-29,13.2699995
2021-09-30,9.61
2021-10-01,11.88
2021-10-02,15.179999
2021-10-03,16.529999
2021-10-04,12.55
2021-10-05,11.59
2021-10-06,10.9
2021-10-07,9.84
2021-10-08,10.66
2021-10-09,7.62
2021-10-10,6.5699997
2021-10-11,7.14
2021-10-12,6.89
2021-10-13,6.12
2021-10-14,8.429999
2021-10-15,9.179999
2021-10-16,6.7
2021-10-17,7.54
2021-10-18,9.82
2021-10-19,12.09
2021-10-20,15.99
2021-10-21,11.58
2021-10-22,6.17
2021-10-23,5.58
2021-10-24,6.3799996
2021-10-25,7.79
2021-10-26,9.28
2021-10-27,8.79
2021-10-28,9.559999
2021-10-29,8.92
2021-10-30,9.79
2021-10-31,13.099999
2021-11-01,9.86
2021-11-02,7.9199996
2021-11-03,7.3199997
2021-11-04,5.74
2021-11-05,5.8399997
2021-11-06,5.94
2021-11-07,5.94
2021-11-08,6.0699997
2021-11-09,6.2599998
2021-11-10,4.5099998
2021-11-11,3.9299998
2021-11-12,2.55
2021-11-13,5.89
2021-11-14,6.37
2021-11-15,4.21
2021-11-16,4.22
2021-11-17,4.42
2021-11-18,5.95
2021-11-19,7.64
2021-11-20,7.6
2021-11-21,4.5499997
2021-11-22,3.1
2021-11-23,1.5899999
2021-11-24,3.52
2021-11-25,-0.13
2021-11-26,0.98999995
2021-11-27,1.75
2021-11-28,-0.26
2021-11-29,0.26
2021-11-30,1.53
2021-12-01,5.38
2021-12-02,1.6999999
2021-12-03,-0.87
2021-12-04,1.13
2021-12-05,2.07
2021-12-06,-0.61
2021-12-07,0.31
2021-12-08,0.39
2021-12-09,0.04
2021-12-10,0.28
2021-12-11,-1.8199999
2021-12-12,1.29
2021-12-13,5.27
2021-12-14,4.81
2021-12-15,5.2799997
2021-12-16,5.73
2021-12-17,4.0
2021-12-18,3.9399998
2021-12-19,4.18
2021-12-20,0.14999999
2021-12-21,-1.1
2021-12-22,-1.99
2021-12-23,0.28
2021-12-24,4.8599997
2021-12-25,-5.33
2021-12-26,-5.23
2021-12-27,0.76
2021-12-28,4.14
2021-12-29,6.15
2021-12-30,10.16
2021-12-31,11.53
