time,SI042
2021-01-01,1.3199999
2021-01-02,0.72999996
2021-01-03,2.51
2021-01-04,2.59
2021-01-05,2.79
2021-01-06,1.81
2021-01-07,-0.89
2021-01-08,1.02
2021-01-09,1.1899999
2021-01-10,1.78
2021-01-11,6.3799996
2021-01-12,6.25
2021-01-13,4.0699997
2021-01-14,4.97
2021-01-15,0.65
2021-01-16,4.68
2021-01-17,6.0899997
2021-01-18,4.5099998
2021-01-19,7.94
2021-01-20,8.92
2021-01-21,4.06
2021-01-22,3.06
2021-01-23,1.24
2021-01-24,-0.52
2021-01-25,0.01
2021-01-26,2.1499999
2021-01-27,5.95
2021-01-28,8.059999
2021-01-29,8.09
2021-01-30,3.85
2021-01-31,1.06
2021-02-01,3.6799998
2021-02-02,6.06
2021-02-03,7.5899997
2021-02-04,6.39
2021-02-05,5.75
2021-02-06,4.64
2021-02-07,2.4199998
2021-02-08,1.22
2021-02-09,0.16
2021-02-10,0.099999994
2021-02-11,-1.3399999
2021-02-12,0.049999997
2021-02-13,-0.53
2021-02-14,3.49
2021-02-15,8.17
2021-02-16,9.34
2021-02-17,8.61
2021-02-18,8.139999
2021-02-19,7.47
2021-02-20,10.51
2021-02-21,9.74
2021-02-22,8.96
2021-02-23,8.679999
2021-02-24,11.83
2021-02-25,8.809999
2021-02-26,5.5899997
2021-02-27,5.83
2021-02-28,5.89
2021-03-01,4.11
2021-03-02,4.3399997
2021-03-03,4.64
2021-03-04,4.88
2021-03-05,3.6999998
2021-03-06,2.5
2021-03-07,2.74
2021-03-08,4.99
2021-03-09,6.67
2021-03-10,8.94
2021-03-11,8.94
2021-03-12,6.5499997
2021-03-13,5.62
2021-03-14,6.52
2021-03-15,8.96
2021-03-16,10.23
2021-03-17,6.96
2021-03-18,7.35
2021-03-19,8.83
2021-03-20,8.809999
2021-03-21,9.389999
2021-03-22,6.58
2021-03-23,8.24
2021-03-24,9.179999
2021-03-25,8.57
2021-03-26,8.88
2021-03-27,6.56
2021-03-28,10.28
2021-03-29,12.75
2021-03-30,11.34
2021-03-31,12.65
2021-04-01,8.7
2021-04-02,6.49
2021-04-03,6.43
2021-04-04,7.06
2021-04-05,5.33
2021-04-06,3.5
2021-04-07,3.1899998
2021-04-08,7.21
2021-04-09,5.92
2021-04-10,2.87
2021-04-11,4.2799997
2021-04-12,4.6
2021-04-13,5.47
2021-04-14,6.1
2021-04-15,5.9
2021-04-16,5.94
2021-04-17,6.3599997
2021-04-18,7.54
2021-04-19,8.32
2021-04-20,9.28
2021-04-21,9.83
2021-04-22,7.5099998
2021-04-23,9.21
2021-04-24,9.59
2021-04-25,8.639999
2021-04-26,7.62
2021-04-27,8.61
2021-04-28,8.29
2021-04-29,6.44
2021-04-30,7.19
2021-05-01,5.98
2021-05-02,6.3399997
2021-05-03,8.37
2021-05-04,8.19
2021-05-05,5.5299997
2021-05-06,6.17
2021-05-07,6.48
2021-05-08,9.389999
2021-05-09,12.78
2021-05-10,12.219999
2021-05-11,10.37
2021-05-12,9.8
2021-05-13,11.2699995
2021-05-14,10.58
2021-05-15,10.8
2021-05-16,10.26
2021-05-17,11.2699995
2021-05-18,11.04
2021-05-19,10.349999
2021-05-20,9.71
2021-05-21,10.8
2021-05-22,9.7699995
2021-05-23,8.75
2021-05-24,9.5
2021-05-25,11.16
2021-05-26,10.26
2021-05-27,11.28
2021-05-28,12.83
2021-05-29,14.95
2021-05-30,14.049999
2021-05-31,14.4
2021-06-01,17.31
2021-06-02,17.32
2021-06-03,16.369999
2021-06-04,13.41
2021-06-05,14.41
2021-06-06,15.9
2021-06-07,15.179999
2021-06-08,14.61
2021-06-09,16.47
2021-06-10,18.47
2021-06-11,17.22
2021-06-12,15.5199995
2021-06-13,17.57
2021-06-14,16.9
2021-06-15,14.389999
2021-06-16,17.41
2021-06-17,15.42
2021-06-18,14.07
2021-06-19,13.86
2021-06-20,13.65
2021-06-21,13.38
2021-06-22,12.44
2021-06-23,12.63
2021-06-24,16.51
2021-06-25,13.309999
2021-06-26,14.21
2021-06-27,14.95
2021-06-28,15.12
2021-06-29,17.16
2021-06-30,14.82
2021-07-01,15.08
2021-07-02,17.369999
2021-07-03,17.56
2021-07-04,17.21
2021-07-05,15.58
2021-07-06,14.929999
2021-07-07,17.19
2021-07-08,16.58
2021-07-09,16.32
2021-07-10,17.09
2021-07-11,16.24
2021-07-12,16.96
2021-07-13,18.039999
2021-07-14,16.88
2021-07-15,17.26
2021-07-16,18.43
2021-07-17,20.38
2021-07-18,21.43
2021-07-19,21.39
2021-07-20,21.4
2021-07-21,21.08
2021-07-22,21.84
2021-07-23,19.58
2021-07-24,18.369999
2021-07-25,17.66
2021-07-26,18.199999
2021-07-27,18.19
2021-07-28,16.98
2021-07-29,15.969999
2021-07-30,15.24
2021-07-31,16.09
2021-08-01,15.799999
2021-08-02,14.92
2021-08-03,14.799999
2021-08-04,15.969999
2021-08-05,15.639999
2021-08-06,17.109999
2021-08-07,16.24
2021-08-08,16.5
2021-08-09,15.929999
2021-08-10,17.289999
2021-08-11,16.65
2021-08-12,15.66
2021-08-13,16.859999
2021-08-14,16.82
2021-08-15,16.75
2021-08-16,14.5
2021-08-17,15.059999
2021-08-18,16.47
2021-08-19,16.14
2021-08-20,16.84
2021-08-21,17.02
2021-08-22,16.81
2021-08-23,16.59
2021-08-24,16.13
2021-08-25,16.13
2021-08-26,16.08
2021-08-27,13.86
2021-08-28,14.87
2021-08-29,14.639999
2021-08-30,15.66
2021-08-31,14.58
2021-09-01,14.33
2021-09-02,15.549999
2021-09-03,15.19
2021-09-04,15.94
2021-09-05,17.55
2021-09-06,19.439999
2021-09-07,20.63
2021-09-08,20.43
2021-09-09,18.82
2021-09-10,18.14
2021-09-11,17.55
2021-09-12,14.33
2021-09-13,15.15
2021-09-14,15.95
2021-09-15,15.009999
2021-09-16,15.389999
2021-09-17,15.849999
2021-09-18,16.74
2021-09-19,16.3
2021-09-20,13.259999
2021-09-21,15.17
2021-09-22,14.92
2021-09-23,16.17
2021-09-24,16.6
2021-09-25,18.01
2021-09-26,16.46
2021-09-27,13.83
2021-09-28,12.75
2021-09-29,10.67
2021-09-30,12.69
2021-10-01,13.5199995
2021-10-02,10.62
2021-10-03,10.73
2021-10-04,12.5
2021-10-05,11.9
2021-10-06,12.49
2021-10-07,16.1
2021-10-08,15.2
2021-10-09,14.67
2021-10-10,13.66
2021-10-11,11.73
2021-10-12,11.9
2021-10-13,13.32
2021-10-14,12.17
2021-10-15,10.98
2021-10-16,10.4
2021-10-17,13.469999
2021-10-18,13.65
2021-10-19,15.929999
2021-10-20,12.66
2021-10-21,8.49
2021-10-22,10.0
2021-10-23,10.25
2021-10-24,12.91
2021-10-25,12.41
2021-10-26,11.429999
2021-10-27,15.29
2021-10-28,14.639999
2021-10-29,12.13
2021-10-30,10.13
2021-10-31,9.719999
2021-11-01,9.79
2021-11-02,7.0899997
2021-11-03,6.64
2021-11-04,6.85
2021-11-05,6.8599997
2021-11-06,11.03
