time,FRL06
2021-01-01,7.7975
2021-01-02,4.425
2021-01-03,6.6925
2021-01-04,8.465
2021-01-05,7.294999
2021-01-06,5.625
2021-01-07,7.86375
2021-01-08,3.9025
2021-01-09,2.36375
2021-01-10,1.4725001
2021-01-11,0.8575
2021-01-12,1.17625
2021-01-13,0.79125
2021-01-14,0.545
2021-01-15,-1.5587499
2021-01-16,-4.10125
2021-01-17,-9.13
2021-01-18,-5.8650002
2021-01-19,-8.82875
2021-01-20,-2.46625
2021-01-21,2.05
2021-01-22,3.9087498
2021-01-23,5.85625
2021-01-24,8.03
2021-01-25,6.55625
2021-01-26,3.07375
2021-01-27,1.06125
2021-01-28,1.1437501
2021-01-29,0.4425
2021-01-30,3.9962502
2021-01-31,2.4325
2021-02-01,0.018750004
2021-02-02,0.64874995
2021-02-03,3.345
2021-02-04,7.6237497
2021-02-05,6.0825
2021-02-06,2.9187498
2021-02-07,-0.91
2021-02-08,2.33375
2021-02-09,8.346251
2021-02-10,9.7275
2021-02-11,6.99375
2021-02-12,-1.64375
2021-02-13,-5.7287498
2021-02-14,-2.73875
2021-02-15,-1.41125
2021-02-16,-5.02625
2021-02-17,-4.6725
2021-02-18,0.48125
2021-02-19,-4.8275
2021-02-20,-0.42124996
2021-02-21,3.3700001
2021-02-22,1.9162499
2021-02-23,5.0562496
2021-02-24,3.0825
2021-02-25,7.4824996
2021-02-26,10.1625
2021-02-27,7.77875
2021-02-28,6.05375
2021-03-01,3.7599998
2021-03-02,6.0125
2021-03-03,7.2375
2021-03-04,7.8799996
2021-03-05,9.09125
2021-03-06,5.67
2021-03-07,1.6775
2021-03-08,3.4362497
2021-03-09,2.17
2021-03-10,1.8137499
2021-03-11,0.4525
2021-03-12,2.07
2021-03-13,4.2687497
2021-03-14,7.3399997
2021-03-15,8.309999
2021-03-16,6.6837497
2021-03-17,4.8
2021-03-18,4.3799996
2021-03-19,3.93
2021-03-20,3.3574998
2021-03-21,3.6699998
2021-03-22,3.5325
2021-03-23,4.14625
2021-03-24,0.865
2021-03-25,3.3362498
2021-03-26,6.9662495
2021-03-27,8.607499
2021-03-28,10.586249
2021-03-29,8.241249
2021-03-30,8.115
2021-03-31,8.0525
2021-04-01,10.85125
2021-04-02,12.0875
2021-04-03,8.4275
2021-04-04,7.8650002
2021-04-05,7.39625
2021-04-06,9.4925
2021-04-07,6.3087497
2021-04-08,5.4275
2021-04-09,5.5874996
2021-04-10,8.14375
2021-04-11,8.648749
2021-04-12,11.34375
2021-04-13,13.595
2021-04-14,10.51875
2021-04-15,8.1475
2021-04-16,8.0725
2021-04-17,7.5699997
2021-04-18,8.8375
2021-04-19,10.28625
2021-04-20,11.449999
2021-04-21,12.008749
2021-04-22,13.07125
2021-04-23,11.9275
2021-04-24,10.0325
2021-04-25,10.91875
2021-04-26,9.9
2021-04-27,9.16
2021-04-28,7.6437497
2021-04-29,12.13125
2021-04-30,15.45
2021-05-01,18.46875
2021-05-02,21.83125
2021-05-03,19.124998
2021-05-04,13.766251
2021-05-05,17.22625
2021-05-06,15.64875
2021-05-07,16.08
2021-05-08,15.4875
2021-05-09,11.91
2021-05-10,13.6225
2021-05-11,14.667499
2021-05-12,15.575
2021-05-13,14.89875
2021-05-14,18.18125
2021-05-15,18.054998
2021-05-16,17.506248
2021-05-17,18.618752
2021-05-18,17.4375
2021-05-19,17.80125
2021-05-20,15.401249
2021-05-21,15.835
2021-05-22,16.81875
2021-05-23,20.255
2021-05-24,19.16375
2021-05-25,17.67375
2021-05-26,18.9
2021-05-27,19.182499
2021-05-28,19.307499
2021-05-29,19.366251
2021-05-30,18.28875
2021-05-31,15.48125
2021-06-01,12.15125
2021-06-02,12.95375
2021-06-03,16.102499
2021-06-04,17.7825
2021-06-05,18.77375
2021-06-06,18.71125
2021-06-07,19.76875
2021-06-08,20.708752
2021-06-09,21.242498
2021-06-10,20.8125
2021-06-11,20.255
2021-06-12,20.203749
2021-06-13,18.564999
2021-06-14,16.471249
2021-06-15,18.20625
2021-06-16,18.936249
2021-06-17,20.31125
2021-06-18,21.281248
2021-06-19,19.78125
2021-06-20,20.54125
2021-06-21,22.52125
2021-06-22,23.536247
2021-06-23,24.84875
2021-06-24,25.5975
2021-06-25,27.826248
2021-06-26,26.2025
2021-06-27,24.147501
2021-06-28,23.715
2021-06-29,24.817501
2021-06-30,26.48
2021-07-01,25.45875
2021-07-02,22.12125
2021-07-03,21.3325
2021-07-04,21.09875
2021-07-05,21.5375
2021-07-06,24.394999
2021-07-07,24.76
2021-07-08,24.628748
2021-07-09,25.276249
2021-07-10,24.3
2021-07-11,25.208748
2021-07-12,24.85625
2021-07-13,24.93
2021-07-14,26.41125
2021-07-15,26.925
2021-07-16,26.52375
2021-07-17,27.12875
2021-07-18,27.763748
2021-07-19,28.229998
2021-07-20,25.948748
2021-07-21,22.698751
2021-07-22,22.20375
2021-07-23,21.786251
2021-07-24,22.56625
2021-07-25,23.149998
2021-07-26,24.064999
2021-07-27,25.828749
2021-07-28,28.588749
2021-07-29,27.396248
2021-07-30,26.005
2021-07-31,27.14
2021-08-01,27.2225
2021-08-02,28.98875
2021-08-03,24.982498
2021-08-04,25.5875
2021-08-05,26.951248
2021-08-06,24.7625
2021-08-07,22.613749
2021-08-08,23.0925
2021-08-09,25.337502
2021-08-10,25.905
2021-08-11,25.0725
2021-08-12,24.078749
2021-08-13,22.686249
2021-08-14,22.59875
2021-08-15,23.947502
2021-08-16,25.889997
2021-08-17,26.626251
2021-08-18,22.45375
2021-08-19,20.078749
2021-08-20,20.285
2021-08-21,22.17625
2021-08-22,23.01125
2021-08-23,23.055
2021-08-24,23.762499
2021-08-25,22.53875
2021-08-26,20.53875
2021-08-27,21.018747
2021-08-28,20.672499
2021-08-29,22.67875
2021-08-30,22.38
2021-08-31,20.062498
2021-09-01,19.7975
2021-09-02,18.73625
2021-09-03,16.297499
2021-09-04,18.294998
2021-09-05,17.83875
2021-09-06,15.584999
2021-09-07,15.27875
2021-09-08,16.666248
2021-09-09,17.0425
2021-09-10,18.1025
2021-09-11,20.0425
2021-09-12,20.55125
2021-09-13,20.435
2021-09-14,21.14875
2021-09-15,21.58375
2021-09-16,21.45625
2021-09-17,22.329998
2021-09-18,20.945
2021-09-19,19.312498
2021-09-20,14.62
2021-09-21,13.215
2021-09-22,11.58875
2021-09-23,10.693748
2021-09-24,12.133751
2021-09-25,15.392499
2021-09-26,17.64375
2021-09-27,18.17
2021-09-28,14.706249
2021-09-29,13.4262495
2021-09-30,13.77
2021-10-01,11.377501
2021-10-02,11.31125
2021-10-03,12.2475
2021-10-04,12.44
2021-10-05,13.15
2021-10-06,11.9125
2021-10-07,11.29
2021-10-08,8.878749
2021-10-09,9.881249
2021-10-10,9.759999
2021-10-11,10.467501
2021-10-12,12.28125
2021-10-13,10.83625
2021-10-14,9.216249
2021-10-15,9.8925
2021-10-16,10.43375
2021-10-17,10.768749
2021-10-18,10.1225
2021-10-19,10.872499
2021-10-20,11.56875
2021-10-21,14.05875
2021-10-22,15.356249
2021-10-23,15.017501
2021-10-24,9.1525
2021-10-25,5.9174995
2021-10-26,7.4399996
2021-10-27,9.235
2021-10-28,9.135
2021-10-29,10.23625
2021-10-30,10.89375
2021-10-31,9.768749
2021-11-01,10.15625
2021-11-02,11.05
2021-11-03,11.96
2021-11-04,14.2575
2021-11-05,16.58
2021-11-06,13.108749
2021-11-07,11.856249
2021-11-08,11.48625
2021-11-09,8.662499
2021-11-10,3.5475
2021-11-11,4.8087497
2021-11-12,7.3537498
2021-11-13,5.2899995
2021-11-14,9.77625
2021-11-15,9.086249
2021-11-16,6.29
2021-11-17,4.075
2021-11-18,5.1074996
2021-11-19,6.9362493
2021-11-20,10.991249
2021-11-21,7.76625
2021-11-22,6.5924997
2021-11-23,4.81625
2021-11-24,2.97
2021-11-25,4.08625
2021-11-26,5.515
2021-11-27,10.08
2021-11-28,9.15875
2021-11-29,9.9225
2021-11-30,4.7562494
2021-12-01,3.76375
2021-12-02,5.935
2021-12-03,7.62
2021-12-04,2.0024998
2021-12-05,2.1675
2021-12-06,4.7225
2021-12-07,5.4849997
2021-12-08,1.65625
2021-12-09,1.265
2021-12-10,6.8875
2021-12-11,7.1662498
2021-12-12,8.76125
2021-12-13,5.35625
2021-12-14,2.52875
2021-12-15,1.18875
2021-12-16,1.5699999
2021-12-17,4.0425
2021-12-18,1.82875
2021-12-19,1.8262498
2021-12-20,2.93375
2021-12-21,-1.1825
2021-12-22,-4.375
2021-12-23,-4.82
2021-12-24,-2.17875
2021-12-25,5.68625
2021-12-26,2.5037498
2021-12-27,-1.365
2021-12-28,-1.5925
2021-12-29,-2.97375
2021-12-30,-1.3175
2021-12-31,0.95124996
