time,ES416
2021-01-01,1.14
2021-01-02,2.6124997
2021-01-03,2.7062502
2021-01-04,2.79625
2021-01-05,3.53875
2021-01-06,3.10375
2021-01-07,1.7724999
2021-01-08,0.52625
2021-01-09,-0.32625002
2021-01-10,-0.2525
2021-01-11,-1.7025
2021-01-12,-2.1875
2021-01-13,-0.12374999
2021-01-14,-0.765
2021-01-15,-2.715
2021-01-16,-7.1549997
2021-01-17,-8.385
2021-01-18,-13.37
2021-01-19,-9.9675
2021-01-20,-0.9937499
2021-01-21,2.99625
2021-01-22,5.21
2021-01-23,6.8075
2021-01-24,4.515
2021-01-25,0.51375
2021-01-26,-0.08375
2021-01-27,-0.9725
2021-01-28,-1.31375
2021-01-29,-1.4712498
2021-01-30,-0.7075
2021-01-31,-5.2599998
2021-02-01,-9.24625
2021-02-02,-0.83875
2021-02-03,3.855
2021-02-04,4.3775
2021-02-05,-0.19125
2021-02-06,-2.77625
2021-02-07,-6.74125
2021-02-08,-6.2075
2021-02-09,-5.0675
2021-02-10,-4.93
2021-02-11,-7.27625
2021-02-12,-10.766249
2021-02-13,-8.598749
2021-02-14,-3.6
2021-02-15,-4.7250004
2021-02-16,-7.3199997
2021-02-17,-1.46375
2021-02-18,-2.2112498
2021-02-19,-4.1212497
2021-02-20,2.2424998
2021-02-21,1.3750001
2021-02-22,4.26625
2021-02-23,2.6212497
2021-02-24,6.7912498
2021-02-25,8.005
2021-02-26,8.403749
2021-02-27,5.46875
2021-02-28,2.7925
2021-03-01,3.4312499
2021-03-02,5.48875
2021-03-03,5.64
2021-03-04,6.0362496
2021-03-05,2.8774998
2021-03-06,-0.48499998
2021-03-07,1.53125
2021-03-08,0.5175
2021-03-09,-2.5575
2021-03-10,-1.285
2021-03-11,-1.66125
2021-03-12,4.8025
2021-03-13,5.4275
2021-03-14,7.53125
2021-03-15,3.67125
2021-03-16,2.9724998
2021-03-17,3.1912498
2021-03-18,1.5775
2021-03-19,-0.80625
2021-03-20,-1.3762499
2021-03-21,-1.6300001
2021-03-22,1.3562499
2021-03-23,2.9624999
2021-03-24,4.5924997
2021-03-25,5.0875
2021-03-26,6.1187496
2021-03-27,9.4175
2021-03-28,7.45375
2021-03-29,6.00875
2021-03-30,10.14625
2021-03-31,14.113749
2021-04-01,13.3875
2021-04-02,8.4675
2021-04-03,4.45875
2021-04-04,2.72
2021-04-05,5.8325
2021-04-06,4.7075005
2021-04-07,0.45999998
2021-04-08,2.4924998
2021-04-09,4.8749995
2021-04-10,11.004999
2021-04-11,11.682501
2021-04-12,13.3949995
2021-04-13,7.69125
2021-04-14,2.4275
2021-04-15,3.19875
2021-04-16,2.975
2021-04-17,5.4225
2021-04-18,7.2675
2021-04-19,8.778749
2021-04-20,9.65625
2021-04-21,9.556251
2021-04-22,9.391251
2021-04-23,4.8025
2021-04-24,6.1687503
2021-04-25,6.3525
2021-04-26,3.3062496
2021-04-27,3.8700001
2021-04-28,7.4325
2021-04-29,10.966249
2021-04-30,13.997499
2021-05-01,11.171249
2021-05-02,13.64375
2021-05-03,8.00375
2021-05-04,9.06125
2021-05-05,14.535
2021-05-06,9.4225
2021-05-07,10.7125
2021-05-08,8.16875
2021-05-09,9.7125
2021-05-10,16.619999
2021-05-11,18.224998
2021-05-12,18.289999
2021-05-13,15.313749
2021-05-14,14.59375
2021-05-15,14.242499
2021-05-16,14.146251
2021-05-17,13.456249
2021-05-18,13.1050005
2021-05-19,12.851249
2021-05-20,11.6825
2021-05-21,12.82125
2021-05-22,14.6875
2021-05-23,12.494999
2021-05-24,13.095
2021-05-25,14.89625
2021-05-26,13.4825
2021-05-27,14.3550005
2021-05-28,13.991249
2021-05-29,11.93
2021-05-30,11.96875
2021-05-31,12.7025
2021-06-01,11.659999
2021-06-02,13.485001
2021-06-03,15.3637495
2021-06-04,16.1675
2021-06-05,16.39625
2021-06-06,16.8825
2021-06-07,18.39
2021-06-08,18.47125
2021-06-09,18.77625
2021-06-10,18.24
2021-06-11,17.481249
2021-06-12,18.442501
2021-06-13,15.3725
2021-06-14,15.4525
2021-06-15,16.35625
2021-06-16,18.634998
2021-06-17,19.52375
2021-06-18,21.0325
2021-06-19,22.4075
2021-06-20,22.435
2021-06-21,23.1125
2021-06-22,24.8975
2021-06-23,24.7125
2021-06-24,26.23375
2021-06-25,21.69125
2021-06-26,20.43125
2021-06-27,19.526249
2021-06-28,19.9825
2021-06-29,20.455
2021-06-30,23.158749
2021-07-01,20.738749
2021-07-02,19.67375
2021-07-03,18.61
2021-07-04,19.3925
2021-07-05,20.37875
2021-07-06,22.047499
2021-07-07,23.608751
2021-07-08,25.153751
2021-07-09,25.786251
2021-07-10,21.80875
2021-07-11,22.031248
2021-07-12,22.789997
2021-07-13,24.054998
2021-07-14,26.13
2021-07-15,24.406248
2021-07-16,25.224998
2021-07-17,24.747501
2021-07-18,23.9125
2021-07-19,21.1975
2021-07-20,19.871248
2021-07-21,19.0125
2021-07-22,18.874998
2021-07-23,19.925
2021-07-24,20.30375
2021-07-25,21.90125
2021-07-26,23.695
2021-07-27,23.711252
2021-07-28,23.998749
2021-07-29,23.38375
2021-07-30,22.187498
2021-07-31,22.085
2021-08-01,20.1875
2021-08-02,18.74625
2021-08-03,18.14375
2021-08-04,18.20875
2021-08-05,18.02375
2021-08-06,16.9725
2021-08-07,18.17
2021-08-08,20.10125
2021-08-09,20.16125
2021-08-10,20.281248
2021-08-11,19.46625
2021-08-12,17.6625
2021-08-13,18.918749
2021-08-14,21.878752
2021-08-15,23.8275
2021-08-16,23.671251
2021-08-17,19.243748
2021-08-18,15.57125
2021-08-19,16.48125
2021-08-20,19.236248
2021-08-21,18.391249
2021-08-22,18.03125
2021-08-23,18.05
2021-08-24,14.9075
2021-08-25,13.1725
2021-08-26,12.02125
2021-08-27,14.377501
2021-08-28,14.383749
2021-08-29,13.591249
2021-08-30,14.38375
2021-08-31,14.66375
2021-09-01,15.195
2021-09-02,14.41
2021-09-03,14.628751
2021-09-04,14.48
2021-09-05,11.31875
2021-09-06,11.09375
2021-09-07,13.46375
2021-09-08,15.99375
2021-09-09,16.2425
2021-09-10,16.57
2021-09-11,17.08
2021-09-12,17.606249
2021-09-13,17.98125
2021-09-14,16.985
2021-09-15,16.82625
2021-09-16,18.4225
2021-09-17,16.60125
2021-09-18,12.71
2021-09-19,9.365
2021-09-20,8.1125
2021-09-21,8.69375
2021-09-22,9.565
2021-09-23,10.74375
2021-09-24,13.221249
2021-09-25,13.69125
2021-09-26,16.32375
2021-09-27,15.37875
2021-09-28,12.06
2021-09-29,11.41125
2021-09-30,11.01375
2021-10-01,10.558749
2021-10-02,12.3724985
2021-10-03,13.4475
2021-10-04,14.6275
2021-10-05,15.031249
2021-10-06,13.339999
2021-10-07,11.282499
2021-10-08,7.5699997
2021-10-09,5.915
2021-10-10,6.03
2021-10-11,5.84125
2021-10-12,7.8337502
2021-10-13,5.8062496
2021-10-14,6.2887497
2021-10-15,9.03625
2021-10-16,9.20625
2021-10-17,7.7025003
2021-10-18,7.33
2021-10-19,10.43625
2021-10-20,12.8225
2021-10-21,14.063749
2021-10-22,10.6875
2021-10-23,8.071249
2021-10-24,5.38
2021-10-25,5.5812497
2021-10-26,5.9224997
2021-10-27,8.3375
2021-10-28,9.09
2021-10-29,10.161249
2021-10-30,11.317499
2021-10-31,11.90625
2021-11-01,8.3675
2021-11-02,6.115
2021-11-03,8.50875
2021-11-04,10.5025
2021-11-05,8.804999
2021-11-06,6.8349996
2021-11-07,5.1012497
2021-11-08,7.0875
2021-11-09,5.1825
2021-11-10,4.65875
2021-11-11,6.135
2021-11-12,3.1125
2021-11-13,4.5912495
2021-11-14,4.75125
2021-11-15,5.1074996
2021-11-16,4.77
2021-11-17,2.18125
2021-11-18,4.5387497
2021-11-19,7.4799995
2021-11-20,10.171249
2021-11-21,7.83625
2021-11-22,4.78375
2021-11-23,2.73875
2021-11-24,3.4949996
2021-11-25,2.28
2021-11-26,4.1637497
2021-11-27,3.8125
2021-11-28,3.1337497
2021-11-29,3.38875
2021-11-30,1.86125
2021-12-01,2.095
2021-12-02,5.83
2021-12-03,0.75625
2021-12-04,-1.4962499
2021-12-05,0.34875
2021-12-06,1.3612499
2021-12-07,-1.02
2021-12-08,-4.13625
2021-12-09,-3.25
2021-12-10,0.02
2021-12-11,-0.95874995
2021-12-12,-1.05125
2021-12-13,-2.97125
2021-12-14,-3.2662501
2021-12-15,-0.27749997
2021-12-16,4.0525
2021-12-17,2.7299998
2021-12-18,1.375
2021-12-19,2.6387498
2021-12-20,0.5275
2021-12-21,-5.14
2021-12-22,-6.2687497
2021-12-23,-6.76625
2021-12-24,-0.1025
2021-12-25,-1.76125
2021-12-26,-8.575
2021-12-27,-10.134999
2021-12-28,-4.7749996
2021-12-29,-3.415
2021-12-30,0.17375001
2021-12-31,5.19875
