time,FRH01
2021-03-22,3.386667
2021-03-23,5.2444444
2021-03-24,6.581111
2021-03-25,7.8133335
2021-03-26,9.203332
2021-03-27,10.047778
2021-03-28,6.96
2021-03-29,10.83
2021-03-30,14.754444
2021-03-31,14.552222
2021-04-01,12.576666
2021-04-02,6.7644444
2021-04-03,4.963334
2021-04-04,4.1499996
2021-04-05,4.72
2021-04-06,2.881111
2021-04-07,2.8488886
2021-04-08,4.621111
2021-04-09,6.59
2021-04-10,6.454444
2021-04-11,11.96
2021-04-12,9.168888
2021-04-13,5.5244446
2021-04-14,4.787778
2021-04-15,3.462222
2021-04-16,4.6966662
2021-04-17,7.073333
2021-04-18,8.513332
2021-04-19,10.38111
2021-04-20,10.586667
2021-04-21,10.94
2021-04-22,8.186666
2021-04-23,6.482222
2021-04-24,7.3933334
2021-04-25,5.6211114
2021-04-26,3.76
2021-04-27,4.4155555
2021-04-28,9.337777
2021-04-29,12.07111
2021-04-30,9.977778
2021-05-01,7.5233326
2021-05-02,7.595555
2021-05-03,7.19
2021-05-04,8.889999
2021-05-05,10.8933325
2021-05-06,8.907777
2021-05-07,7.602222
2021-05-08,8.288889
2021-05-09,14.712221
2021-05-10,19.14
2021-05-11,22.166664
2021-05-12,20.876667
2021-05-13,16.876665
2021-05-14,13.059999
2021-05-15,13.176667
2021-05-16,14.115556
2021-05-17,13.246667
2021-05-18,13.56889
2021-05-19,12.483334
2021-05-20,11.862222
2021-05-21,13.329999
2021-05-22,13.637776
2021-05-23,13.003333
2021-05-24,12.742222
2021-05-25,14.38
2021-05-26,12.3122225
2021-05-27,12.826666
2021-05-28,11.978889
2021-05-29,11.45111
2021-05-30,12.397777
2021-05-31,13.41
2021-06-01,13.726666
2021-06-02,16.828888
2021-06-03,16.28111
2021-06-04,16.763332
2021-06-05,18.743334
2021-06-06,18.54
2021-06-07,19.078888
2021-06-08,19.28
2021-06-09,18.955557
2021-06-10,18.20222
2021-06-11,19.38778
2021-06-12,18.915558
2021-06-13,14.293333
2021-06-14,15.67
2021-06-15,18.888887
2021-06-16,19.071114
2021-06-17,22.10889
2021-06-18,24.937778
2021-06-19,25.804443
2021-06-20,26.860003
2021-06-21,27.023333
2021-06-22,22.779999
2021-06-23,19.402222
2021-06-24,19.273333
2021-06-25,18.266666
2021-06-26,18.825554
2021-06-27,19.217777
2021-06-28,20.748888
2021-06-29,21.781113
2021-06-30,21.705555
2021-07-01,18.826666
2021-07-02,18.511112
2021-07-03,18.973335
2021-07-04,20.242222
2021-07-05,20.811111
2021-07-06,21.563334
2021-07-07,22.033333
2021-07-08,19.39111
2021-07-09,20.63
2021-07-10,19.483332
2021-07-11,20.010002
2021-07-12,21.208889
2021-07-13,22.957779
2021-07-14,24.166666
2021-07-15,22.997778
2021-07-16,23.384443
2021-07-17,23.633331
2021-07-18,22.697777
2021-07-19,19.668888
2021-07-20,17.775555
2021-07-21,17.854445
2021-07-22,19.30889
2021-07-23,20.181112
2021-07-24,20.881111
2021-07-25,21.702223
2021-07-26,22.834442
2021-07-27,23.206665
2021-07-28,22.12
2021-07-29,20.948887
2021-07-30,19.51
2021-07-31,20.720001
2021-08-01,18.605555
2021-08-02,18.118889
2021-08-03,17.278889
2021-08-04,17.732224
2021-08-05,16.933332
2021-08-06,18.428888
2021-08-07,19.242222
2021-08-08,20.117777
2021-08-09,19.052221
2021-08-10,19.318888
2021-08-11,18.485556
2021-08-12,18.616669
2021-08-13,21.267776
2021-08-14,22.614447
2021-08-15,21.292221
2021-08-16,21.877777
2021-08-17,17.462225
2021-08-18,16.584444
2021-08-19,18.635553
2021-08-20,18.348886
2021-08-21,17.857779
2021-08-22,18.221111
2021-08-23,16.965553
2021-08-24,15.8533325
2021-08-25,14.222222
2021-08-26,14.9755535
2021-08-27,14.237778
2021-08-28,14.453334
2021-08-29,15.784443
2021-08-30,15.581112
2021-08-31,16.174444
2021-09-01,16.113335
2021-09-02,16.425554
2021-09-03,15.852222
2021-09-04,14.776666
2021-09-05,14.940001
2021-09-06,14.911111
2021-09-07,17.203333
2021-09-08,17.225555
2021-09-09,19.273333
2021-09-10,19.839998
2021-09-11,19.075554
2021-09-12,18.798887
2021-09-13,17.632223
2021-09-14,16.285555
2021-09-15,17.854445
2021-09-16,19.013332
2021-09-17,15.647777
2021-09-18,13.131111
2021-09-19,11.206667
2021-09-20,11.036666
2021-09-21,10.613333
2021-09-22,11.814444
2021-09-23,13.963333
2021-09-24,14.957777
2021-09-25,16.783333
2021-09-26,16.964445
2021-09-27,16.527779
2021-09-28,15.337777
2021-09-29,13.453334
2021-09-30,12.224444
2021-10-01,10.792221
2021-10-02,14.177777
2021-10-03,15.552222
2021-10-04,15.51889
2021-10-05,17.382223
2021-10-06,15.054443
2021-10-07,12.736666
2021-10-08,9.932222
2021-10-09,8.18111
2021-10-10,7.286667
2021-10-11,6.948889
2021-10-12,8.961111
2021-10-13,7.0322223
2021-10-14,8.128888
2021-10-15,11.89
2021-10-16,8.713333
2021-10-17,8.816666
2021-10-18,9.573333
2021-10-19,11.452221
2021-10-20,15.933332
2021-10-21,14.2288885
2021-10-22,8.494445
2021-10-23,7.1400003
2021-10-24,5.79
2021-10-25,7.368889
2021-10-26,8.151112
2021-10-27,10.388889
2021-10-28,10.943334
2021-10-29,9.768888
2021-10-30,10.016666
2021-10-31,12.539999
2021-11-01,11.005556
2021-11-02,8.684444
2021-11-03,7.397778
2021-11-04,8.632222
2021-11-05,7.956666
2021-11-06,8.315556
2021-11-07,7.5044436
2021-11-08,7.451111
2021-11-09,5.996667
2021-11-10,6.282222
2021-11-11,4.5666666
2021-11-12,5.181111
2021-11-13,5.8666663
2021-11-14,4.072222
2021-11-15,4.8211117
2021-11-16,5.561111
2021-11-17,4.5377774
2021-11-18,7.158888
2021-11-19,10.046666
2021-11-20,10.826667
2021-11-21,7.7422214
2021-11-22,4.828889
2021-11-23,2.5677779
2021-11-24,5.7722225
2021-11-25,3.6588886
2021-11-26,2.9366663
2021-11-27,1.1333332
2021-11-28,0.52111113
2021-11-29,1.11
2021-11-30,2.3222222
2021-12-01,2.551111
2021-12-02,3.6166666
2021-12-03,0.04444444
2021-12-04,0.48666668
2021-12-05,0.042222217
2021-12-06,-0.30777776
2021-12-07,-1.1911111
2021-12-08,-2.3811111
2021-12-09,-2.7655554
2021-12-10,-0.7622222
2021-12-11,-3.6422222
2021-12-12,-2.534444
2021-12-13,0.23777777
2021-12-14,3.2133331
2021-12-15,5.3811107
2021-12-16,6.7544446
2021-12-17,5.0688887
2021-12-18,3.8088887
2021-12-19,4.3399997
2021-12-20,1.2833334
2021-12-21,-0.7155555
2021-12-22,-2.977778
2021-12-23,-3.377778
2021-12-24,0.37888885
2021-12-25,-5.787778
2021-12-26,-9.505555
2021-12-27,-8.503334
2021-12-28,-4.8133335
2021-12-29,0.29777777
2021-12-30,3.952222
2021-12-31,9.473333
