time,MK002
2021-01-01,1.192
2021-01-02,-2.264
2021-01-03,0.594
2021-01-04,1.227
2021-01-05,1.18
2021-01-06,0.571
2021-01-07,-2.216
2021-01-08,-1.282
2021-01-09,-3.4100003
2021-01-10,1.8549999
2021-01-11,5.127
2021-01-12,0.737
2021-01-13,-1.462
2021-01-14,1.372
2021-01-15,-0.8219999
2021-01-16,2.698
2021-01-17,3.3650002
2021-01-18,3.6469998
2021-01-19,2.7319999
2021-01-20,1.865
2021-01-21,1.8470001
2021-01-22,1.799
2021-01-23,-2.11
2021-01-24,-2.439
2021-01-25,0.00999999
2021-01-26,0.55599993
2021-01-27,2.6869998
2021-01-28,1.89
2021-01-29,2.997
2021-01-30,1.239
2021-01-31,-0.718
2021-02-01,0.72599995
2021-02-02,1.2019999
2021-02-03,1.7119999
2021-02-04,2.643
2021-02-05,2.9559999
2021-02-06,2.0249999
2021-02-07,-0.39300004
2021-02-08,-0.916
2021-02-09,-1.3659999
2021-02-10,-2.2319999
2021-02-11,-3.0359998
2021-02-12,-2.574
2021-02-13,-1.1860001
2021-02-14,1.968
2021-02-15,6.1029997
2021-02-16,7.2909994
2021-02-17,5.553
2021-02-18,6.1689997
2021-02-19,5.507
2021-02-20,8.45
2021-02-21,8.047
2021-02-22,5.5549994
2021-02-23,5.2990003
2021-02-24,8.498999
2021-02-25,6.3919992
2021-02-26,3.7730002
2021-02-27,5.7080007
2021-02-28,5.4249997
2021-03-01,4.35
2021-03-02,3.093
2021-03-03,1.1380001
2021-03-04,2.7240002
2021-03-05,2.0949998
2021-03-06,1.3889999
2021-03-07,4.073
2021-03-08,6.059
2021-03-09,6.3459997
2021-03-10,6.328
2021-03-11,5.873
2021-03-12,4.2200003
2021-03-13,3.4150002
2021-03-14,4.755
2021-03-15,6.224
2021-03-16,8.785
2021-03-17,6.6089997
2021-03-18,8.141
2021-03-19,7.8550005
2021-03-20,8.002999
2021-03-21,5.9909997
2021-03-22,5.18
2021-03-23,7.253
2021-03-24,6.643
2021-03-25,6.567
2021-03-26,6.8830004
2021-03-27,3.8860002
2021-03-28,7.7809997
2021-03-29,10.285999
2021-03-30,9.983
2021-03-31,8.255
2021-04-01,5.1229997
2021-04-02,3.8730004
2021-04-03,5.5290003
2021-04-04,5.623
2021-04-05,1.6309999
2021-04-06,1.079
2021-04-07,1.126
2021-04-08,4.37
2021-04-09,3.391
2021-04-10,0.37799996
2021-04-11,0.985
2021-04-12,1.555
2021-04-13,2.3709998
2021-04-14,4.284
2021-04-15,4.6870003
2021-04-16,4.304
2021-04-17,4.6629996
2021-04-18,4.672
2021-04-19,9.0199995
2021-04-20,7.6489997
2021-04-21,6.8249993
2021-04-22,5.208
2021-04-23,6.6169996
2021-04-24,7.8799996
2021-04-25,5.8919997
2021-04-26,5.398
2021-04-27,6.0859995
2021-04-28,5.324
2021-04-29,3.2779999
2021-04-30,4.637
2021-05-01,3.514
2021-05-02,3.9800003
2021-05-03,3.8060002
2021-05-04,5.329
2021-05-05,5.9839997
2021-05-06,2.351
2021-05-07,4.644
2021-05-08,4.7799997
2021-05-09,9.046
2021-05-10,10.205
2021-05-11,10.424001
2021-05-12,7.9110003
2021-05-13,6.957
2021-05-14,8.285
2021-05-15,7.9269996
2021-05-16,8.511
2021-05-17,9.014999
2021-05-18,7.9759994
2021-05-19,7.7759995
2021-05-20,7.6759996
2021-05-21,8.839001
2021-05-22,7.361
2021-05-23,5.8469996
2021-05-24,7.7189994
2021-05-25,8.454
2021-05-26,9.731999
2021-05-27,9.872999
2021-05-28,8.971
2021-05-29,12.922
2021-05-30,12.459
2021-05-31,12.193001
2021-06-01,14.018
2021-06-02,13.919001
2021-06-03,13.158999
2021-06-04,12.458
2021-06-05,11.838999
2021-06-06,14.158999
2021-06-07,13.208
2021-06-08,13.599998
2021-06-09,14.881
2021-06-10,15.438001
2021-06-11,15.0
2021-06-12,12.721
2021-06-13,15.897
2021-06-14,13.431
2021-06-15,11.294001
2021-06-16,14.426999
2021-06-17,14.041
2021-06-18,10.551
2021-06-19,12.386999
2021-06-20,12.609999
2021-06-21,12.034001
2021-06-22,10.599001
2021-06-23,12.433001
2021-06-24,16.188
2021-06-25,11.69
2021-06-26,11.885
2021-06-27,14.086
2021-06-28,14.798999
2021-06-29,15.589
2021-06-30,13.847
2021-07-01,13.141001
2021-07-02,14.613001
2021-07-03,14.750999
2021-07-04,16.464998
2021-07-05,14.365
2021-07-06,11.712999
2021-07-07,14.919001
2021-07-08,13.097
2021-07-09,15.136999
2021-07-10,14.994
2021-07-11,16.171
2021-07-12,16.207998
2021-07-13,16.175
2021-07-14,16.213
2021-07-15,16.630001
2021-07-16,17.176998
2021-07-17,18.384998
2021-07-18,17.413998
2021-07-19,17.933
2021-07-20,17.844997
2021-07-21,19.227999
2021-07-22,18.255001
2021-07-23,18.276003
2021-07-24,16.543
2021-07-25,14.884
2021-07-26,16.37
2021-07-27,16.434
2021-07-28,15.351
2021-07-29,15.387999
2021-07-30,14.853
2021-07-31,14.347
2021-08-01,12.788
2021-08-02,11.194001
2021-08-03,12.417
2021-08-04,14.202001
2021-08-05,14.769999
2021-08-06,15.278
2021-08-07,14.33
2021-08-08,14.932999
2021-08-09,14.164999
2021-08-10,14.661
2021-08-11,13.787
2021-08-12,12.859999
2021-08-13,14.265999
2021-08-14,14.065999
2021-08-15,13.3949995
2021-08-16,14.316999
2021-08-17,15.4869995
2021-08-18,15.536
2021-08-19,13.365
2021-08-20,13.904999
2021-08-21,15.727
2021-08-22,16.215
2021-08-23,16.050999
