time,DEA45
2021-01-01,4.5425
2021-01-02,5.9549994
2021-01-03,5.43
2021-01-04,4.2225
2021-01-05,4.29
2021-01-06,3.465
2021-01-07,2.83
2021-01-08,1.79
2021-01-09,1.325
2021-01-10,1.6074998
2021-01-11,-0.155
2021-01-12,-0.98499995
2021-01-13,-0.27499998
2021-01-14,1.9399998
2021-01-15,1.1175001
2021-01-16,0.08749999
2021-01-17,-0.105
2021-01-18,-0.24999999
2021-01-19,-1.355
2021-01-20,1.405
2021-01-21,3.415
2021-01-22,6.47
2021-01-23,6.625
2021-01-24,3.3874998
2021-01-25,2.09
2021-01-26,2.2075
2021-01-27,0.94749993
2021-01-28,1.4274999
2021-01-29,2.4275
2021-01-30,5.0899997
2021-01-31,6.2324996
2021-02-01,3.9225001
2021-02-02,5.025
2021-02-03,5.8725
2021-02-04,7.6924996
2021-02-05,7.8449993
2021-02-06,8.15
2021-02-07,9.5475
2021-02-08,8.2625
2021-02-09,9.065
2021-02-10,9.072499
2021-02-11,5.1375003
2021-02-12,1.97
2021-02-13,0.17749998
2021-02-14,0.09249999
2021-02-15,-0.11499999
2021-02-16,3.8075
2021-02-17,5.9525
2021-02-18,7.2174997
2021-02-19,7.9049997
2021-02-20,8.2125
2021-02-21,7.1425
2021-02-22,7.7949996
2021-02-23,6.46
2021-02-24,9.389999
2021-02-25,10.535
2021-02-26,10.1825
2021-02-27,9.23
2021-02-28,6.2599998
2021-03-01,6.735
2021-03-02,7.0624995
2021-03-03,6.5099998
2021-03-04,8.5925
2021-03-05,10.43
2021-03-06,5.9325
2021-03-07,4.3075
2021-03-08,5.3224998
2021-03-09,6.9849997
2021-03-10,7.0375004
2021-03-11,8.7875
2021-03-12,10.492499
2021-03-13,9.772499
2021-03-14,7.5724993
2021-03-15,6.6624994
2021-03-16,7.8175
2021-03-17,7.3424997
2021-03-18,5.915
2021-03-19,4.2675
2021-03-20,3.9675
2021-03-21,4.8775
2021-03-22,6.6549997
2021-03-23,7.295
2021-03-24,7.6875
2021-03-25,9.0575
2021-03-26,10.125
2021-03-27,11.447499
2021-03-28,11.9025
2021-03-29,12.1075
2021-03-30,13.954999
2021-03-31,15.147499
2021-04-01,16.705
2021-04-02,17.099998
2021-04-03,12.835
2021-04-04,9.487499
2021-04-05,9.465
2021-04-06,6.1825
2021-04-07,4.27
2021-04-08,7.6775
2021-04-09,9.945
2021-04-10,11.652499
2021-04-11,11.2475
2021-04-12,12.684999
2021-04-13,7.9325
2021-04-14,7.7874994
2021-04-15,7.56
2021-04-16,8.03
2021-04-17,9.83
2021-04-18,10.247499
2021-04-19,10.855
2021-04-20,11.9175
2021-04-21,12.309999
2021-04-22,13.092501
2021-04-23,13.004999
2021-04-24,14.217499
