time,DEC02
2021-01-01,7.7612495
2021-01-02,6.1937494
2021-01-03,4.83875
2021-01-04,6.2437496
2021-01-05,6.0687504
2021-01-06,6.9775
2021-01-07,8.0199995
2021-01-08,7.665
2021-01-09,5.86125
2021-01-10,6.5612497
2021-01-11,5.66
2021-01-12,4.7650003
2021-01-13,4.7174997
2021-01-14,5.9725
2021-01-15,6.58375
2021-01-16,5.83125
2021-01-17,6.9825
2021-01-18,7.5874996
2021-01-19,8.95875
2021-01-20,13.45625
2021-01-21,14.084999
2021-01-22,12.09625
2021-01-23,13.08
2021-01-24,13.68125
2021-01-25,15.3324995
2021-01-26,16.289999
2021-01-27,14.90875
2021-01-28,14.262499
2021-01-29,13.629999
2021-01-30,13.803749
2021-01-31,14.734999
2021-02-01,13.6525
2021-02-02,15.67875
2021-02-03,16.70625
2021-02-04,12.17
2021-02-05,10.24625
2021-02-06,11.484999
2021-02-07,10.466249
2021-02-08,14.0075
2021-02-09,13.99375
2021-02-10,15.215
2021-02-11,15.834999
2021-02-12,14.2925
2021-02-13,14.4925
2021-02-14,14.278749
2021-02-15,15.456249
2021-02-16,12.465
2021-02-17,12.8225
2021-02-18,12.33625
2021-02-19,13.23
2021-02-20,13.15125
2021-02-21,8.81125
2021-02-22,9.89375
2021-02-23,11.775
2021-02-24,13.504999
2021-02-25,12.725
2021-02-26,14.994999
2021-02-27,14.0225
2021-02-28,13.754999
2021-03-01,13.7275
2021-03-02,14.193749
2021-03-03,13.4275
2021-03-04,14.9887495
2021-03-05,14.3925
2021-03-06,14.35125
2021-03-07,12.921249
2021-03-08,11.53125
2021-03-09,12.4075
2021-03-10,12.37375
2021-03-11,13.12125
2021-03-12,13.1425
2021-03-13,11.73625
2021-03-14,13.1875
2021-03-15,14.53
2021-03-16,15.046249
2021-03-17,16.345
2021-03-18,14.528749
2021-03-19,12.977499
2021-03-20,12.58375
2021-03-21,11.02125
2021-03-22,12.456249
2021-03-23,13.35375
2021-03-24,13.3475
2021-03-25,12.7775
2021-03-26,12.889999
2021-03-27,16.29375
2021-03-28,17.201248
2021-03-29,17.09875
2021-03-30,17.3975
2021-03-31,20.43
2021-04-01,16.811249
2021-04-02,14.8975
2021-04-03,15.5
2021-04-04,16.785
2021-04-05,16.661251
2021-04-06,16.8525
2021-04-07,17.14875
2021-04-08,15.919999
2021-04-09,16.335
2021-04-10,15.85
2021-04-11,16.87125
2021-04-12,16.5125
2021-04-13,16.533749
2021-04-14,16.965
2021-04-15,16.932499
2021-04-16,16.2825
2021-04-17,15.995
2021-04-18,16.13375
2021-04-19,16.89125
2021-04-20,14.8075
2021-04-21,14.5575
2021-04-22,17.62875
2021-04-23,16.555
2021-04-24,17.18125
2021-04-25,15.858749
2021-04-26,17.30625
2021-04-27,17.02375
2021-04-28,15.29125
2021-04-29,14.029999
2021-04-30,12.605
2021-05-01,12.25625
2021-05-02,13.8025
2021-05-03,15.3925
2021-05-04,16.787498
2021-05-05,17.7975
2021-05-06,17.89875
2021-05-07,18.8825
2021-05-08,18.247501
2021-05-09,14.027499
2021-05-10,12.56625
2021-05-11,13.77625
2021-05-12,15.3375
2021-05-13,16.005001
2021-05-14,16.994999
2021-05-15,18.515
2021-05-16,19.05
2021-05-17,19.752499
2021-05-18,18.89375
2021-05-19,20.585
2021-05-20,21.57875
2021-05-21,19.045
2021-05-22,17.4925
2021-05-23,15.938749
2021-05-24,16.544998
2021-05-25,19.32125
2021-05-26,20.6875
2021-05-27,19.16
2021-05-28,20.55
2021-05-29,22.12625
2021-05-30,22.785
2021-05-31,20.8375
2021-06-01,17.134998
2021-06-02,18.08125
2021-06-03,17.3975
2021-06-04,19.0125
2021-06-05,20.86625
2021-06-06,21.672499
2021-06-07,22.935
2021-06-08,23.27
2021-06-09,23.423748
2021-06-10,23.72625
2021-06-11,23.05
2021-06-12,23.432499
2021-06-13,22.79375
2021-06-14,21.357498
2021-06-15,22.596249
2021-06-16,20.939999
2021-06-17,18.56
2021-06-18,17.19
2021-06-19,17.0275
2021-06-20,16.528751
2021-06-21,17.0425
2021-06-22,19.45125
2021-06-23,21.39375
2021-06-24,23.25125
2021-06-25,23.657501
2021-06-26,20.857498
2021-06-27,18.943748
2021-06-28,18.57125
2021-06-29,19.05375
2021-06-30,19.904999
2021-07-01,20.228748
2021-07-02,21.005001
2021-07-03,22.032501
2021-07-04,20.85625
2021-07-05,22.24125
2021-07-06,20.279999
2021-07-07,19.686249
2021-07-08,21.94875
2021-07-09,24.42625
2021-07-10,25.8725
2021-07-11,25.106249
2021-07-12,20.465
2021-07-13,20.015
2021-07-14,23.04625
2021-07-15,25.026249
2021-07-16,27.408749
2021-07-17,26.875
2021-07-18,24.81875
2021-07-19,22.756248
2021-07-20,21.10125
2021-07-21,21.7225
2021-07-22,21.763748
2021-07-23,21.494999
2021-07-24,21.644999
2021-07-25,21.403751
2021-07-26,23.46625
2021-07-27,23.747501
2021-07-28,24.2725
2021-07-29,24.166248
2021-07-30,21.865
2021-07-31,20.67375
2021-08-01,19.977499
2021-08-02,22.04125
2021-08-03,22.01125
2021-08-04,23.17375
2021-08-05,23.28125
2021-08-06,22.03875
2021-08-07,20.443748
2021-08-08,20.7625
2021-08-09,21.23625
2021-08-10,24.015
2021-08-11,24.156248
2021-08-12,24.2025
2021-08-13,26.603748
2021-08-14,26.102499
2021-08-15,26.486248
2021-08-16,26.853748
2021-08-17,24.828749
2021-08-18,23.381248
2021-08-19,22.721249
2021-08-20,21.464998
2021-08-21,22.3475
2021-08-22,24.86
2021-08-23,25.67875
2021-08-24,24.5275
2021-08-25,23.16125
2021-08-26,23.285
2021-08-27,21.873749
2021-08-28,21.273748
2021-08-29,20.846249
2021-08-30,22.076248
2021-08-31,22.810001
2021-09-01,21.8175
2021-09-02,22.05125
2021-09-03,21.44875
2021-09-04,22.558748
2021-09-05,25.16375
2021-09-06,26.783749
2021-09-07,23.5775
2021-09-08,21.1675
2021-09-09,21.324999
2021-09-10,22.274998
2021-09-11,23.105
2021-09-12,23.664999
2021-09-13,22.35625
2021-09-14,19.875
2021-09-15,21.041248
2021-09-16,21.3875
2021-09-17,20.885
2021-09-18,19.2575
2021-09-19,20.4825
2021-09-20,20.92125
2021-09-21,21.5225
2021-09-22,20.76125
2021-09-23,19.322498
2021-09-24,19.4575
2021-09-25,17.923748
2021-09-26,19.630001
2021-09-27,19.96125
2021-09-28,19.232498
2021-09-29,19.27
2021-09-30,20.0
2021-10-01,21.477499
2021-10-02,21.66625
2021-10-03,17.145
2021-10-04,18.31
2021-10-05,19.512499
2021-10-06,21.9875
2021-10-07,22.49125
2021-10-08,21.951248
2021-10-09,21.7525
2021-10-10,22.125
2021-10-11,22.162498
2021-10-12,21.74125
2021-10-13,21.775002
2021-10-14,20.3825
2021-10-15,19.37875
2021-10-16,20.005001
2021-10-17,21.1225
2021-10-18,22.0775
2021-10-19,21.48375
2021-10-20,21.276249
2021-10-21,18.934998
2021-10-22,17.998749
2021-10-23,17.40375
2021-10-24,17.48125
2021-10-25,17.8575
2021-10-26,17.93
2021-10-27,17.411251
2021-10-28,17.087498
2021-10-29,16.84
2021-10-30,20.55625
2021-10-31,20.064999
2021-11-01,19.1925
2021-11-02,16.29875
2021-11-03,14.143749
2021-11-04,12.02375
2021-11-05,11.89
2021-11-06,11.30875
2021-11-07,10.24875
2021-11-08,12.8375
2021-11-09,13.88625
2021-11-10,12.44375
2021-11-11,12.46
2021-11-12,11.26125
2021-11-13,12.844999
2021-11-14,13.43875
2021-11-15,11.99
2021-11-16,13.55
2021-11-17,13.0075
2021-11-18,13.626249
2021-11-19,15.16375
2021-11-20,14.533749
2021-11-21,12.929999
2021-11-22,12.268749
2021-11-23,9.004999
2021-11-24,9.19625
2021-11-25,9.58125
2021-11-26,8.5875
2021-11-27,10.252501
2021-11-28,9.2175
2021-11-29,12.513749
2021-11-30,9.202499
2021-12-01,9.696249
2021-12-02,11.582499
2021-12-03,9.33875
2021-12-04,11.996249
2021-12-05,12.3225
2021-12-06,11.785
2021-12-07,11.5525
2021-12-08,12.02125
2021-12-09,13.18125
2021-12-10,13.442499
2021-12-11,12.475
2021-12-12,13.08375
2021-12-13,13.3825
2021-12-14,12.25
2021-12-15,11.72625
2021-12-16,12.205
2021-12-17,12.78375
2021-12-18,11.43625
2021-12-19,13.96875
2021-12-20,14.873751
2021-12-21,15.752501
2021-12-22,16.95125
2021-12-23,15.04375
2021-12-24,14.74625
2021-12-25,15.73875
2021-12-26,16.561249
2021-12-27,17.494999
2021-12-28,16.79
2021-12-29,15.356249
2021-12-30,14.12375
2021-12-31,14.686249
