time,ITF65
2021-01-01,-0.34
2021-01-02,-0.85999995
2021-01-03,1.16
2021-01-04,1.4699999
2021-01-05,1.4699999
2021-01-06,1.26
2021-01-07,-2.26
2021-01-08,-0.74
2021-01-09,0.29
2021-01-10,0.62
2021-01-11,4.44
2021-01-12,3.81
2021-01-13,0.9
2021-01-14,2.23
2021-01-15,-0.56
2021-01-16,3.4499998
2021-01-17,4.91
2021-01-18,4.0499997
2021-01-19,7.04
2021-01-20,7.5
2021-01-21,2.55
2021-01-22,1.3399999
2021-01-23,-0.48
2021-01-24,-2.23
2021-01-25,-0.71999997
2021-01-26,1.39
2021-01-27,4.16
2021-01-28,5.56
2021-01-29,6.62
2021-01-30,2.96
2021-01-31,-0.52
2021-02-01,2.23
2021-02-02,3.26
2021-02-03,6.2799997
2021-02-04,4.48
2021-02-05,5.89
2021-02-06,3.78
2021-02-07,0.97999996
2021-02-08,-1.13
2021-02-09,-1.04
2021-02-10,-0.94
2021-02-11,-2.1
2021-02-12,-0.77
2021-02-13,-1.22
2021-02-14,1.8399999
2021-02-15,7.2
2021-02-16,8.49
2021-02-17,7.6
2021-02-18,7.4199996
2021-02-19,5.5499997
2021-02-20,9.809999
2021-02-21,8.46
2021-02-22,7.77
2021-02-23,7.44
2021-02-24,11.719999
2021-02-25,7.7799997
2021-02-26,5.31
2021-02-27,5.22
2021-02-28,4.5699997
2021-03-01,3.1699998
2021-03-02,3.61
2021-03-03,2.9399998
2021-03-04,4.19
2021-03-05,3.1999998
2021-03-06,2.01
2021-03-07,3.05
2021-03-08,4.43
2021-03-09,6.04
2021-03-10,6.98
2021-03-11,7.7799997
2021-03-12,5.79
2021-03-13,4.7599998
2021-03-14,5.69
2021-03-15,7.96
2021-03-16,8.88
2021-03-17,6.5
2021-03-18,6.77
2021-03-19,7.2
2021-03-20,8.01
2021-03-21,7.19
2021-03-22,5.99
2021-03-23,7.27
2021-03-24,8.75
2021-03-25,8.309999
2021-03-26,8.23
2021-03-27,4.75
2021-03-28,9.349999
2021-03-29,12.17
2021-03-30,11.54
2021-03-31,13.099999
2021-04-01,7.52
2021-04-02,5.54
2021-04-03,5.65
2021-04-04,6.71
2021-04-05,3.4499998
2021-04-06,1.86
2021-04-07,1.63
2021-04-08,6.2999997
2021-04-09,4.71
2021-04-10,2.59
2021-04-11,2.5
2021-04-12,2.98
2021-04-13,4.11
2021-04-14,5.43
2021-04-15,4.62
2021-04-16,4.29
2021-04-17,5.17
2021-04-18,6.2599998
2021-04-19,8.03
2021-04-20,8.59
2021-04-21,8.41
2021-04-22,5.7599998
2021-04-23,7.64
2021-04-24,7.8799996
2021-04-25,5.93
2021-04-26,6.04
2021-04-27,7.1099997
2021-04-28,6.74
2021-04-29,4.54
2021-04-30,5.0699997
2021-05-01,5.06
2021-05-02,5.81
2021-05-03,7.0699997
2021-05-04,6.3999996
2021-05-05,4.95
2021-05-06,4.99
2021-05-07,6.0
2021-05-08,8.15
2021-05-09,12.69
2021-05-10,11.139999
2021-05-11,9.2699995
2021-05-12,9.3
2021-05-13,10.67
2021-05-14,8.84
2021-05-15,8.86
2021-05-16,9.719999
2021-05-17,10.55
2021-05-18,10.32
2021-05-19,10.23
2021-05-20,8.25
2021-05-21,9.87
2021-05-22,8.599999
2021-05-23,7.6299996
2021-05-24,7.8399997
2021-05-25,8.929999
2021-05-26,9.7
2021-05-27,10.809999
2021-05-28,12.42
2021-05-29,14.469999
2021-05-30,12.86
2021-05-31,13.759999
2021-06-01,15.62
2021-06-02,16.17
2021-06-03,15.36
2021-06-04,13.58
2021-06-05,14.469999
2021-06-06,15.4
2021-06-07,15.86
2021-06-08,15.309999
2021-06-09,16.539999
2021-06-10,17.94
2021-06-11,16.96
2021-06-12,14.36
2021-06-13,17.06
2021-06-14,16.89
2021-06-15,14.19
2021-06-16,17.91
2021-06-17,15.08
2021-06-18,13.0
2021-06-19,12.03
2021-06-20,12.219999
2021-06-21,11.44
2021-06-22,11.57
2021-06-23,12.5
2021-06-24,15.639999
2021-06-25,13.049999
2021-06-26,13.48
2021-06-27,15.0
2021-06-28,14.24
2021-06-29,15.66
2021-06-30,14.12
2021-07-01,14.34
2021-07-02,16.99
2021-07-03,17.699999
