time,FRK23
2021-01-01,1.28
2021-01-02,-1.3991667
2021-01-03,0.018333336
2021-01-04,1.9074999
2021-01-05,2.8700001
2021-01-06,-1.0441667
2021-01-07,0.02166666
2021-01-08,-3.1516666
2021-01-09,-5.325
2021-01-10,-6.880833
2021-01-11,-4.7525
2021-01-12,-3.4508333
2021-01-13,-3.5008333
2021-01-14,-4.8233333
2021-01-15,-8.516666
2021-01-16,-12.446666
2021-01-17,-15.514167
2021-01-18,-13.595833
2021-01-19,-12.613335
2021-01-20,-4.7191663
2021-01-21,-1.8316666
2021-01-22,-2.3908331
2021-01-23,-1.4666667
2021-01-24,-0.038333334
2021-01-25,-1.17
2021-01-26,-4.3799996
2021-01-27,-5.903333
2021-01-28,-6.055
2021-01-29,-3.9491665
2021-01-30,-0.29749998
2021-01-31,0.42416665
2021-02-01,0.0024999876
2021-02-02,0.39583328
2021-02-03,0.27083334
2021-02-04,3.8891666
2021-02-05,2.8616664
2021-02-06,2.5925
2021-02-07,4.313333
2021-02-08,1.9499998
2021-02-09,3.5
2021-02-10,4.2258334
2021-02-11,3.2991664
2021-02-12,-9.7575
2021-02-13,-13.11
2021-02-14,-11.135834
2021-02-15,-7.8233323
2021-02-16,-9.3825
2021-02-17,-7.593333
2021-02-18,-4.0341663
2021-02-19,-4.7208333
2021-02-20,-0.94083333
2021-02-21,1.4616667
2021-02-22,2.5
2021-02-23,3.2825
2021-02-24,2.015
2021-02-25,5.8650002
2021-02-26,5.754166
2021-02-27,2.4608333
2021-02-28,1.0933332
2021-03-01,1.2291666
2021-03-02,1.4583334
2021-03-03,2.4691668
2021-03-04,1.68
2021-03-05,2.1000001
2021-03-06,-1.4399999
2021-03-07,-5.513334
2021-03-08,-4.0275
2021-03-09,-4.0183334
2021-03-10,-3.7666664
2021-03-11,-3.67
2021-03-12,-1.2783333
2021-03-13,1.0591667
2021-03-14,2.0708332
2021-03-15,1.9699999
2021-03-16,-0.6758333
2021-03-17,-1.4549999
2021-03-18,-1.4775
2021-03-19,-3.0675
2021-03-20,-2.8441665
2021-03-21,-3.6716664
2021-03-22,-2.2058334
2021-03-23,-3.7166665
2021-03-24,-4.3816667
2021-03-25,-1.54
2021-03-26,0.20166667
2021-03-27,2.9124997
2021-03-28,2.4766667
2021-03-29,1.1324999
2021-03-30,2.4583333
2021-03-31,3.6041667
2021-04-01,8.238334
2021-04-02,5.816667
2021-04-03,2.6516666
2021-04-04,1.1550001
2021-04-05,0.8458333
2021-04-06,2.3291667
2021-04-07,-0.11249998
2021-04-08,-3.3333333
2021-04-09,-0.9791667
2021-04-10,1.87
2021-04-11,5.6666665
2021-04-12,7.7958336
2021-04-13,8.544999
2021-04-14,4.9866667
2021-04-15,1.1291666
2021-04-16,-0.33749998
2021-04-17,2.5491667
2021-04-18,3.2425
2021-04-19,4.025833
2021-04-20,5.236666
2021-04-21,5.709166
2021-04-22,4.9275
2021-04-23,4.0525
2021-04-24,2.6575
2021-04-25,4.9266663
2021-04-26,3.8616664
2021-04-27,2.7150002
2021-04-28,4.545833
2021-04-29,8.2525
2021-04-30,10.315
2021-05-01,11.630834
2021-05-02,14.235001
2021-05-03,10.360833
2021-05-04,5.9466667
2021-05-05,9.947499
2021-05-06,8.728333
2021-05-07,8.325
2021-05-08,7.7241664
2021-05-09,5.3325
2021-05-10,10.816667
2021-05-11,12.248333
2021-05-12,11.767499
2021-05-13,10.775833
2021-05-14,9.935
2021-05-15,11.662499
2021-05-16,11.674167
2021-05-17,12.241666
2021-05-18,9.461666
2021-05-19,10.961667
2021-05-20,7.5966663
2021-05-21,9.7525
2021-05-22,10.25
2021-05-23,13.975833
2021-05-24,12.7575
2021-05-25,14.856667
2021-05-26,14.18
2021-05-27,13.741666
2021-05-28,12.447499
2021-05-29,11.914166
2021-05-30,10.114166
2021-05-31,7.1275
2021-06-01,7.218333
2021-06-02,7.9566665
2021-06-03,9.669167
2021-06-04,11.850833
2021-06-05,12.2699995
2021-06-06,12.591666
2021-06-07,12.761666
2021-06-08,14.254166
2021-06-09,14.051666
2021-06-10,13.249167
2021-06-11,13.2716675
2021-06-12,13.651666
2021-06-13,10.686666
2021-06-14,8.738334
2021-06-15,12.575833
2021-06-16,14.378333
2021-06-17,13.725833
2021-06-18,16.262499
2021-06-19,14.6825
2021-06-20,14.695834
2021-06-21,15.706666
2021-06-22,18.859999
2021-06-23,20.065
2021-06-24,20.561666
2021-06-25,22.0875
2021-06-26,18.999166
2021-06-27,17.009165
2021-06-28,17.033333
2021-06-29,17.981667
2021-06-30,20.6925
2021-07-01,18.670832
2021-07-02,14.788333
2021-07-03,12.8324995
2021-07-04,14.320834
2021-07-05,15.948334
2021-07-06,17.987501
2021-07-07,18.629168
2021-07-08,18.624166
2021-07-09,19.075834
2021-07-10,18.387499
2021-07-11,17.666666
2021-07-12,18.1125
2021-07-13,18.899168
2021-07-14,19.9825
2021-07-15,20.320833
2021-07-16,20.515833
2021-07-17,19.633333
2021-07-18,20.059166
2021-07-19,19.260832
2021-07-20,17.661667
2021-07-21,14.903333
2021-07-22,15.005
2021-07-23,14.850833
2021-07-24,15.395832
2021-07-25,16.085
2021-07-26,18.780832
2021-07-27,20.899166
2021-07-28,21.403334
2021-07-29,19.861666
2021-07-30,19.4275
2021-07-31,20.0675
2021-08-01,19.780832
2021-08-02,20.1
2021-08-03,17.533333
2021-08-04,17.981667
2021-08-05,19.6825
2021-08-06,16.323334
2021-08-07,14.788333
2021-08-08,16.9375
2021-08-09,19.7725
2021-08-10,19.224165
2021-08-11,17.919167
2021-08-12,17.472502
2021-08-13,16.704166
2021-08-14,16.801666
2021-08-15,18.602499
2021-08-16,19.596666
2021-08-17,20.636665
2021-08-18,15.1175
2021-08-19,12.386666
2021-08-20,13.719998
2021-08-21,14.625
2021-08-22,15.390834
2021-08-23,16.573334
2021-08-24,16.241667
2021-08-25,14.589166
2021-08-26,13.2425
2021-08-27,13.233333
2021-08-28,12.886668
2021-08-29,13.890834
2021-08-30,13.591667
2021-08-31,11.048333
2021-09-01,11.719167
2021-09-02,10.93
