time,CZ052
2021-01-01,-0.31363633
2021-01-02,-1.1804545
2021-01-03,-2.1413634
2021-01-04,-4.621818
2021-01-05,-8.805909
2021-01-06,-6.331363
2021-01-07,-3.798636
2021-01-08,-4.7213635
2021-01-09,-6.6650004
2021-01-10,-3.9731817
2021-01-11,-1.4868182
2021-01-12,-1.6877271
2021-01-13,-8.117726
2021-01-14,-16.641365
2021-01-15,-17.905909
2021-01-16,-7.983182
2021-01-17,-6.7122726
2021-01-18,-3.8622727
2021-01-19,-1.0590909
2021-01-20,-4.18
2021-01-21,-4.856818
2021-01-22,0.4109091
2021-01-23,2.0945456
2021-01-24,0.48909092
2021-01-25,0.080454536
2021-01-26,-0.6081818
2021-01-27,-3.4009092
2021-01-28,-5.8054547
2021-01-29,-7.997273
2021-01-30,-6.6431813
2021-01-31,-11.038181
2021-02-01,-11.891363
2021-02-02,-11.4577265
2021-02-03,-13.866364
2021-02-04,-11.945001
2021-02-05,-14.44
2021-02-06,-9.838636
2021-02-07,-7.823636
2021-02-08,-10.03
2021-02-09,-13.357727
2021-02-10,-12.2077265
2021-02-11,-16.229546
2021-02-12,-9.239091
2021-02-13,-3.0636365
2021-02-14,-7.382727
2021-02-15,-8.936818
2021-02-16,-7.3622723
2021-02-17,-16.880455
2021-02-18,-13.187728
2021-02-19,-4.2504544
2021-02-20,-2.0040908
2021-02-21,0.25
2021-02-22,-5.2136364
2021-02-23,-6.5518184
2021-02-24,-0.5254546
2021-02-25,3.2377274
2021-02-26,1.9686364
2021-02-27,1.1572727
2021-02-28,3.9804544
2021-03-01,3.519545
2021-03-02,2.270909
2021-03-03,1.4554546
2021-03-04,-2.8904543
2021-03-05,-5.4086366
2021-03-06,-1.0640908
2021-03-07,-4.295
2021-03-08,-5.623636
2021-03-09,-6.712272
2021-03-10,-13.124545
2021-03-11,-6.209091
2021-03-12,-1.9718181
2021-03-13,0.48136365
2021-03-14,0.84136367
2021-03-15,0.42954543
2021-03-16,0.25
2021-03-17,-1.6295453
2021-03-18,-3.1227274
2021-03-19,-5.8099995
2021-03-20,-0.039090905
2021-03-21,0.845
2021-03-22,-0.6418182
2021-03-23,3.8768182
2021-03-24,3.370909
2021-03-25,2.8154545
2021-03-26,2.7981818
2021-03-27,5.0904546
2021-03-28,4.2454543
2021-03-29,3.7627275
2021-03-30,4.7677274
2021-03-31,3.5786364
2021-04-01,2.5863638
2021-04-02,2.6922727
2021-04-03,2.1068182
2021-04-04,4.5427275
2021-04-05,1.6890907
2021-04-06,0.70181817
2021-04-07,1.6536362
2021-04-08,0.38681814
2021-04-09,1.7986363
2021-04-10,2.439091
2021-04-11,3.8463633
2021-04-12,6.5899997
2021-04-13,3.8650002
2021-04-14,1.9990909
2021-04-15,3.3331816
2021-04-16,6.55
2021-04-17,8.361817
2021-04-18,8.2813635
2021-04-19,8.493636
2021-04-20,7.3936353
2021-04-21,7.1122727
2021-04-22,4.675909
2021-04-23,1.2427272
2021-04-24,1.3249999
2021-04-25,1.5145454
2021-04-26,1.9718181
2021-04-27,1.9618182
2021-04-28,1.3527272
2021-04-29,1.7904545
