time,DE21E
2021-01-01,1.01
2021-01-02,1.1566666
2021-01-03,0.40666664
2021-01-04,0.06333333
2021-01-05,0.20666666
2021-01-06,0.74666667
2021-01-07,0.03333333
2021-01-08,0.036666665
2021-01-09,-0.52
2021-01-10,-1.1333333
2021-01-11,-0.9866666
2021-01-12,1.1233333
2021-01-13,1.3566666
2021-01-14,0.14333333
2021-01-15,-1.6233333
2021-01-16,-2.12
2021-01-17,-2.18
2021-01-18,1.5866666
2021-01-19,2.8466666
2021-01-20,5.2433333
2021-01-21,7.0033326
2021-01-22,4.4700003
2021-01-23,1.2933334
2021-01-24,0.22666667
2021-01-25,-1.8566666
2021-01-26,-0.13666666
2021-01-27,0.099999994
2021-01-28,0.9666667
2021-01-29,3.25
2021-01-30,0.30666664
2021-01-31,-1.6833334
2021-02-01,0.33
2021-02-02,4.5533333
2021-02-03,8.756667
2021-02-04,5.7966666
2021-02-05,3.04
2021-02-06,0.37666667
2021-02-07,-5.5766664
2021-02-08,-9.046666
2021-02-09,-14.329999
2021-02-10,-14.256667
2021-02-11,-8.299999
2021-02-12,-11.343333
2021-02-13,-13.196666
2021-02-14,-13.2
2021-02-15,-4.52
2021-02-16,2.6066666
2021-02-17,4.736666
2021-02-18,4.0866666
2021-02-19,4.9333334
2021-02-20,5.963333
2021-02-21,7.2666664
2021-02-22,4.643333
2021-02-23,8.716667
2021-02-24,9.846666
2021-02-25,9.573333
2021-02-26,4.7766666
2021-02-27,3.3933334
2021-02-28,3.6899998
2021-03-01,3.2299998
2021-03-02,4.4366665
2021-03-03,5.023333
2021-03-04,4.1766667
2021-03-05,1.13
2021-03-06,-0.8733333
2021-03-07,-0.64666665
2021-03-08,1.3299999
2021-03-09,1.04
2021-03-10,4.4266667
2021-03-11,7.6633334
2021-03-12,5.6966667
2021-03-13,4.9966664
2021-03-14,4.19
2021-03-15,3.9399998
2021-03-16,3.2699997
2021-03-17,1.6066666
2021-03-18,1.04
2021-03-19,1.3066667
2021-03-20,0.06333333
2021-03-21,4.3166666
2021-03-22,4.2533336
2021-03-23,4.6766667
2021-03-24,5.883333
2021-03-25,7.843333
2021-03-26,9.413333
2021-03-27,4.49
2021-03-28,6.53
2021-03-29,12.443334
2021-03-30,10.983333
2021-03-31,12.473332
2021-04-01,11.110001
2021-04-02,6.063333
2021-04-03,5.2966666
2021-04-04,3.993333
2021-04-05,1.68
2021-04-06,0.5233333
2021-04-07,0.9533333
2021-04-08,1.88
2021-04-09,5.6166663
2021-04-10,6.1299996
2021-04-11,6.5533333
2021-04-12,2.6366665
2021-04-13,2.0199997
2021-04-14,1.7233332
2021-04-15,2.6033332
2021-04-16,5.3766665
2021-04-17,5.22
2021-04-18,7.263334
2021-04-19,7.9233336
2021-04-20,8.403333
2021-04-21,8.96
2021-04-22,5.4666667
2021-04-23,5.39
2021-04-24,5.4300003
2021-04-25,4.16
2021-04-26,5.0
2021-04-27,6.9933333
2021-04-28,10.53
2021-04-29,9.916667
2021-04-30,7.36
2021-05-01,9.083333
2021-05-02,6.9533334
2021-05-03,7.476666
2021-05-04,9.233333
2021-05-05,6.0399995
2021-05-06,6.16
2021-05-07,5.486666
2021-05-08,8.929999
2021-05-09,17.83
2021-05-10,17.203333
2021-05-11,13.723332
2021-05-12,12.19
2021-05-13,11.936666
2021-05-14,12.089999
2021-05-15,10.22
2021-05-16,10.349999
2021-05-17,10.333333
2021-05-18,9.616666
2021-05-19,10.0199995
2021-05-20,11.823334
2021-05-21,13.506667
2021-05-22,9.973332
2021-05-23,9.853333
2021-05-24,12.556666
2021-05-25,8.869999
2021-05-26,9.093333
2021-05-27,9.856666
2021-05-28,11.756665
2021-05-29,10.466666
2021-05-30,12.263333
2021-05-31,13.87
2021-06-01,14.936666
2021-06-02,17.973333
2021-06-03,19.456667
2021-06-04,19.21
2021-06-05,18.313334
2021-06-06,16.050001
2021-06-07,16.413332
2021-06-08,17.546667
2021-06-09,18.51
2021-06-10,18.539999
2021-06-11,19.196665
2021-06-12,17.446665
2021-06-13,14.43
2021-06-14,17.426666
2021-06-15,18.596666
2021-06-16,20.943335
2021-06-17,23.826666
2021-06-18,24.706665
2021-06-19,24.549997
2021-06-20,22.863333
2021-06-21,19.433332
2021-06-22,15.259999
2021-06-23,17.276667
2021-06-24,16.63
2021-06-25,17.14
2021-06-26,17.753334
2021-06-27,19.51
2021-06-28,21.416666
2021-06-29,19.073334
2021-06-30,16.673334
2021-07-01,13.366666
2021-07-02,14.3
2021-07-03,16.986666
2021-07-04,17.300001
2021-07-05,17.193333
2021-07-06,18.37
2021-07-07,18.266665
2021-07-08,17.566666
2021-07-09,15.400001
2021-07-10,17.189999
2021-07-11,16.533335
2021-07-12,19.016666
2021-07-13,19.243332
2021-07-14,16.106667
2021-07-15,17.323334
2021-07-16,17.749998
2021-07-17,19.496666
2021-07-18,18.956667
2021-07-19,17.476667
2021-07-20,15.38
2021-07-21,16.036667
2021-07-22,17.623331
2021-07-23,18.016668
2021-07-24,19.866667
2021-07-25,19.773333
2021-07-26,19.966667
2021-07-27,18.49
2021-07-28,17.789999
2021-07-29,17.04
2021-07-30,17.9
2021-07-31,16.88
2021-08-01,15.336667
2021-08-02,15.606667
2021-08-03,14.476666
2021-08-04,15.696667
2021-08-05,16.333334
2021-08-06,16.283333
2021-08-07,16.88
2021-08-08,15.413333
2021-08-09,15.246666
2021-08-10,15.09
2021-08-11,16.936666
2021-08-12,18.71
2021-08-13,20.323334
2021-08-14,19.316666
2021-08-15,18.586666
2021-08-16,14.756665
2021-08-17,13.2
2021-08-18,15.256665
2021-08-19,16.589998
2021-08-20,16.769999
2021-08-21,17.146666
2021-08-22,16.193333
2021-08-23,15.046666
2021-08-24,13.079999
2021-08-25,14.473332
2021-08-26,13.7699995
2021-08-27,12.586666
2021-08-28,13.903333
2021-08-29,14.203334
2021-08-30,14.953334
2021-08-31,14.966667
2021-09-01,14.150001
2021-09-02,14.216666
2021-09-03,15.503333
2021-09-04,14.19
2021-09-05,13.8
2021-09-06,15.373333
2021-09-07,16.33
2021-09-08,16.523333
2021-09-09,18.136667
2021-09-10,19.326666
2021-09-11,17.776665
2021-09-12,15.88
2021-09-13,14.203334
2021-09-14,16.463333
2021-09-15,17.863333
2021-09-16,15.013332
2021-09-17,14.143333
2021-09-18,13.736667
2021-09-19,11.583333
2021-09-20,9.1866665
2021-09-21,10.146667
2021-09-22,12.28
2021-09-23,14.19
2021-09-24,15.243333
2021-09-25,14.94
2021-09-26,16.723333
2021-09-27,17.136665
2021-09-28,12.36
2021-09-29,10.116666
2021-09-30,9.503333
2021-10-01,10.756667
2021-10-02,13.97
2021-10-03,17.699999
2021-10-04,11.993333
2021-10-05,11.043334
2021-10-06,10.933333
2021-10-07,10.936667
2021-10-08,8.666667
2021-10-09,6.49
2021-10-10,4.9133334
2021-10-11,6.853333
2021-10-12,7.6
2021-10-13,7.7433333
2021-10-14,9.73
2021-10-15,8.766666
2021-10-16,5.5
2021-10-17,6.683333
2021-10-18,7.0399995
2021-10-19,10.576667
2021-10-20,14.403333
2021-10-21,10.28
2021-10-22,6.433333
2021-10-23,4.74
2021-10-24,4.2233334
2021-10-25,5.593333
2021-10-26,9.863334
2021-10-27,9.996666
2021-10-28,8.163333
2021-10-29,8.506667
2021-10-30,8.043333
2021-10-31,14.06
2021-11-01,10.323333
2021-11-02,6.7899995
2021-11-03,6.7899995
2021-11-04,6.44
2021-11-05,6.9366665
2021-11-06,6.623333
2021-11-07,6.906667
2021-11-08,7.0533333
2021-11-09,6.033333
2021-11-10,1.98
2021-11-11,0.86999995
2021-11-12,2.04
2021-11-13,4.46
2021-11-14,6.7033334
2021-11-15,4.9733334
2021-11-16,3.9466667
2021-11-17,4.636667
2021-11-18,6.6066666
2021-11-19,8.636666
2021-11-20,8.89
2021-11-21,6.36
2021-11-22,2.84
2021-11-23,1.4666667
2021-11-24,4.3266664
2021-11-25,2.87
2021-11-26,2.3166666
2021-11-27,1.4166666
2021-11-28,0.14333333
2021-11-29,1.0066667
2021-11-30,3.5466664
2021-12-01,6.023333
2021-12-02,1.4466667
2021-12-03,-0.66
2021-12-04,1.8133332
2021-12-05,2.71
2021-12-06,0.40666667
2021-12-07,1.3066666
2021-12-08,1.8699999
2021-12-09,2.0
2021-12-10,1.1733333
2021-12-11,-1.7666668
2021-12-12,2.0233333
2021-12-13,5.6999993
2021-12-14,5.723333
2021-12-15,6.5533333
2021-12-16,5.7966666
2021-12-17,5.92
2021-12-18,5.313333
2021-12-19,5.3133335
2021-12-20,-0.19666667
2021-12-21,-4.8266664
2021-12-22,-4.89
2021-12-23,-0.90000004
2021-12-24,5.863333
2021-12-25,-3.9333332
2021-12-26,-5.6433334
2021-12-27,0.39999998
2021-12-28,4.5299997
2021-12-29,6.8333335
2021-12-30,11.936666
2021-12-31,12.376666
