time,FRK14
2021-01-01,-0.8425
2021-01-02,1.1550001
2021-01-03,2.5125
2021-01-04,2.5525
2021-01-05,1.6075
2021-01-06,0.37
2021-01-07,0.109999985
2021-01-08,-0.2125
2021-01-09,-1.3725
2021-01-10,-1.8600001
2021-01-11,-4.2124996
2021-01-12,-3.4199998
2021-01-13,-0.66499996
2021-01-14,-1.4625
2021-01-15,-3.8899999
2021-01-16,-6.225
2021-01-17,-8.9925
2021-01-18,-11.945
2021-01-19,-4.4674997
2021-01-20,3.0674999
2021-01-21,2.3325
2021-01-22,4.5525
2021-01-23,5.47
2021-01-24,2.6174998
2021-01-25,-0.28499997
2021-01-26,-1.31
2021-01-27,-2.205
2021-01-28,-3.1
2021-01-29,-1.0425
2021-01-30,-0.135
2021-01-31,-6.0249996
2021-02-01,-7.785
2021-02-02,-2.635
2021-02-03,4.6175
2021-02-04,4.51
2021-02-05,0.16
2021-02-06,-2.2475
2021-02-07,-5.4974995
2021-02-08,-6.8199997
2021-02-09,-7.3824997
2021-02-10,-4.8575
2021-02-11,-8.514999
2021-02-12,-11.6325
2021-02-13,-8.4925
2021-02-14,-5.07
2021-02-15,-6.0499997
2021-02-16,-6.13
2021-02-17,-0.16
2021-02-18,1.7674999
2021-02-19,1.1925
2021-02-20,3.715
2021-02-21,3.47
2021-02-22,5.225
2021-02-23,4.5499997
2021-02-24,9.0275
2021-02-25,9.9925
2021-02-26,9.264999
2021-02-27,5.5099998
2021-02-28,3.725
2021-03-01,3.5025
2021-03-02,4.76
2021-03-03,6.7875
2021-03-04,5.9399996
2021-03-05,2.3425
2021-03-06,-1.015
2021-03-07,1.04
2021-03-08,-0.2525
2021-03-09,-2.78
2021-03-10,-2.525
2021-03-11,-1.645
2021-03-12,4.9375
2021-03-13,5.1375003
2021-03-14,6.7549996
2021-03-15,3.12
2021-03-16,1.135
2021-03-17,3.0725
2021-03-18,1.3100001
2021-03-19,-1.6425
2021-03-20,-2.8399997
2021-03-21,-4.0375
2021-03-22,0.86749995
2021-03-23,1.92
2021-03-24,6.1775
2021-03-25,5.5175
2021-03-26,6.8875
2021-03-27,10.86
2021-03-28,5.1525
2021-03-29,6.2924995
2021-03-30,12.1475
2021-03-31,12.955
2021-04-01,14.08
2021-04-02,8.705
2021-04-03,3.51
2021-04-04,2.7324998
2021-04-05,5.14
2021-04-06,5.7325
2021-04-07,1.865
2021-04-08,0.755
2021-04-09,3.8674998
2021-04-10,10.227499
2021-04-11,9.584999
2021-04-12,9.494999
2021-04-13,3.2124999
2021-04-14,1.8
2021-04-15,1.3874999
2021-04-16,1.7125
2021-04-17,3.105
2021-04-18,5.99
2021-04-19,6.7625
2021-04-20,7.8025
2021-04-21,9.349999
2021-04-22,7.035
2021-04-23,4.0225
2021-04-24,6.845
2021-04-25,5.5125
2021-04-26,2.7749999
2021-04-27,4.1724997
2021-04-28,8.09
2021-04-29,10.5475
2021-04-30,13.6125
2021-05-01,10.4075
2021-05-02,9.934999
2021-05-03,7.2024994
2021-05-04,8.84
2021-05-05,13.1125
2021-05-06,7.4925
2021-05-07,9.7
2021-05-08,7.6575
2021-05-09,11.5075
2021-05-10,16.804998
2021-05-11,19.462502
2021-05-12,18.94
2021-05-13,16.58
2021-05-14,12.8925
2021-05-15,13.344999
2021-05-16,12.585
2021-05-17,11.045
2021-05-18,11.69
2021-05-19,10.7875
2021-05-20,12.452499
2021-05-21,11.632501
2021-05-22,11.870001
2021-05-23,11.245001
2021-05-24,11.785
2021-05-25,13.1925
2021-05-26,12.237499
2021-05-27,13.4975
2021-05-28,11.67
2021-05-29,11.025
2021-05-30,11.179999
2021-05-31,12.3775
2021-06-01,10.684999
2021-06-02,12.539999
2021-06-03,13.715
2021-06-04,15.559999
2021-06-05,17.75
2021-06-06,16.377499
2021-06-07,17.032501
2021-06-08,17.550001
2021-06-09,17.8325
2021-06-10,16.4575
2021-06-11,16.7875
2021-06-12,17.5075
2021-06-13,14.0824995
2021-06-14,14.6675005
2021-06-15,15.7775
2021-06-16,18.664999
2021-06-17,20.515
2021-06-18,21.554998
2021-06-19,22.7725
2021-06-20,23.09
2021-06-21,24.267498
2021-06-22,23.589998
2021-06-23,22.2225
2021-06-24,24.605
2021-06-25,19.294998
2021-06-26,18.9075
2021-06-27,18.6025
2021-06-28,19.905
2021-06-29,20.7225
2021-06-30,21.134998
2021-07-01,18.907501
2021-07-02,17.96
2021-07-03,17.8675
2021-07-04,18.2925
2021-07-05,19.2875
2021-07-06,21.422499
2021-07-07,23.445
2021-07-08,23.792498
2021-07-09,24.5075
2021-07-10,19.314999
2021-07-11,20.01
2021-07-12,19.357498
2021-07-13,22.325
2021-07-14,24.922499
2021-07-15,21.66
2021-07-16,22.1375
2021-07-17,22.5975
2021-07-18,21.855
2021-07-19,21.2475
2021-07-20,17.7025
2021-07-21,17.9075
2021-07-22,17.495
2021-07-23,18.7025
2021-07-24,20.1325
2021-07-25,20.5475
2021-07-26,22.6125
