time,FRG01
2021-01-01,-1.2049999
2021-01-02,-0.5042857
2021-01-03,0.30142856
2021-01-04,0.2728571
2021-01-05,1.42
2021-01-06,1.0435714
2021-01-07,-0.1592857
2021-01-08,0.107857145
2021-01-09,0.044999998
2021-01-10,0.49428573
2021-01-11,-0.2192857
2021-01-12,0.39714286
2021-01-13,-0.04428571
2021-01-14,-0.9464286
2021-01-15,-2.200714
2021-01-16,-3.4771426
2021-01-17,-8.142142
2021-01-18,-10.162857
2021-01-19,-2.0885713
2021-01-20,3.1807141
2021-01-21,5.3857145
2021-01-22,5.8742857
2021-01-23,2.722143
2021-01-24,0.9557143
2021-01-25,0.5928572
2021-01-26,0.16714284
2021-01-27,0.21428572
2021-01-28,0.11428571
2021-01-29,-1.4557142
2021-01-30,-2.1085713
2021-01-31,-4.323571
2021-02-01,-5.066429
2021-02-02,-1.6521429
2021-02-03,1.3571428
2021-02-04,1.0185715
2021-02-05,-3.8171425
2021-02-06,-4.7814283
2021-02-07,-8.095714
2021-02-08,-10.167143
2021-02-09,-8.270714
2021-02-10,-9.322143
2021-02-11,-7.642857
2021-02-12,-7.2757144
2021-02-13,-3.1764283
2021-02-14,-2.9714284
2021-02-15,-5.195
2021-02-16,-3.492857
2021-02-17,0.6549999
2021-02-18,1.2557143
2021-02-19,1.7221426
2021-02-20,3.2085712
2021-02-21,4.7285714
2021-02-22,4.0264287
2021-02-23,4.873572
2021-02-24,9.159286
2021-02-25,9.559999
2021-02-26,7.285
2021-02-27,5.195
2021-02-28,3.7885716
2021-03-01,4.261428
2021-03-02,4.115714
2021-03-03,4.752857
2021-03-04,3.7821426
2021-03-05,0.49357143
2021-03-06,0.5935715
2021-03-07,2.2364285
2021-03-08,0.40928572
2021-03-09,-1.3314285
2021-03-10,-0.108571425
2021-03-11,1.4235713
2021-03-12,6.222142
2021-03-13,5.73
2021-03-14,4.8528566
2021-03-15,4.671428
2021-03-16,3.7700002
2021-03-17,3.167857
2021-03-18,1.7014287
2021-03-19,0.34642857
2021-03-20,-1.005
2021-03-21,2.6392856
2021-03-22,3.3871427
2021-03-23,5.162857
2021-03-24,6.1835713
2021-03-25,7.435
2021-03-26,8.509285
2021-03-27,9.624286
2021-03-28,6.550714
2021-03-29,10.162143
2021-03-30,14.4042845
2021-03-31,13.9800005
2021-04-01,11.2535715
2021-04-02,5.7071424
2021-04-03,4.1814284
2021-04-04,4.0064287
2021-04-05,3.9657142
2021-04-06,2.8057141
2021-04-07,2.78
2021-04-08,4.7335715
2021-04-09,6.5807147
2021-04-10,5.9649997
2021-04-11,11.571428
2021-04-12,8.675
2021-04-13,5.182143
2021-04-14,4.4992857
2021-04-15,3.3728569
2021-04-16,5.1514287
2021-04-17,7.735714
2021-04-18,8.788571
2021-04-19,10.659999
2021-04-20,10.025714
2021-04-21,10.229999
2021-04-22,7.077143
2021-04-23,6.345714
2021-04-24,6.825
2021-04-25,4.7235713
2021-04-26,3.2992857
2021-04-27,4.929286
2021-04-28,8.772857
2021-04-29,11.165715
2021-04-30,8.620714
2021-05-01,6.822857
2021-05-02,7.0928574
2021-05-03,6.859286
2021-05-04,8.358571
2021-05-05,10.412142
2021-05-06,8.484285
2021-05-07,6.783571
2021-05-08,8.071429
2021-05-09,14.345
2021-05-10,18.877857
2021-05-11,21.837143
2021-05-12,20.582142
2021-05-13,15.955713
2021-05-14,12.697858
2021-05-15,13.1214285
2021-05-16,13.712142
2021-05-17,13.161428
2021-05-18,13.179999
2021-05-19,12.169999
2021-05-20,11.362143
2021-05-21,13.162142
2021-05-22,12.894286
2021-05-23,12.4821415
2021-05-24,12.763572
2021-05-25,14.157857
2021-05-26,11.575
2021-05-27,12.148572
2021-05-28,11.464999
2021-05-29,11.327856
