time,ITG12
2021-04-20,8.625
2021-04-21,8.485
2021-04-22,6.2799997
2021-04-23,8.205
2021-04-24,8.325
2021-04-25,6.92
2021-04-26,6.7599998
2021-04-27,7.455
2021-04-28,7.415
2021-04-29,5.67
2021-04-30,6.2749996
2021-05-01,6.095
2021-05-02,6.73
2021-05-03,7.9699993
2021-05-04,7.995
2021-05-05,6.41
2021-05-06,5.805
2021-05-07,6.7599998
2021-05-08,8.63
2021-05-09,12.344999
2021-05-10,12.195
2021-05-11,10.625
2021-05-12,9.975
2021-05-13,10.98
2021-05-14,9.789999
2021-05-15,10.125
2021-05-16,10.65
2021-05-17,11.09
2021-05-18,11.035
2021-05-19,11.15
2021-05-20,9.4
2021-05-21,10.395
2021-05-22,9.51
2021-05-23,8.799999
2021-05-24,9.334999
2021-05-25,10.225
2021-05-26,10.575
2021-05-27,11.59
2021-05-28,12.184999
2021-05-29,13.86
2021-05-30,12.43
2021-05-31,13.315
2021-06-01,16.33
2021-06-02,16.86
2021-06-03,15.895
2021-06-04,14.135
2021-06-05,14.465
2021-06-06,15.99
2021-06-07,15.5
2021-06-08,15.625
2021-06-09,16.83
2021-06-10,18.134998
2021-06-11,17.415
2021-06-12,15.17
2021-06-13,17.395
2021-06-14,17.24
2021-06-15,14.805
2021-06-16,18.02
2021-06-17,16.045
2021-06-18,13.945
2021-06-19,12.5
2021-06-20,13.379999
2021-06-21,12.844999
2021-06-22,12.674999
2021-06-23,13.65
2021-06-24,16.105
2021-06-25,13.955
2021-06-26,14.23
2021-06-27,15.7699995
2021-06-28,15.375
2021-06-29,16.57
2021-06-30,15.084999
2021-07-01,15.059999
2021-07-02,16.935
2021-07-03,17.810001
2021-07-04,17.939999
2021-07-05,16.09
2021-07-06,15.49
2021-07-07,17.064999
2021-07-08,17.395
2021-07-09,17.07
2021-07-10,17.029999
2021-07-11,16.255
2021-07-12,17.22
2021-07-13,18.074999
2021-07-14,18.05
2021-07-15,18.035
2021-07-16,18.955
2021-07-17,20.4
2021-07-18,21.05
2021-07-19,20.39
2021-07-20,20.615
2021-07-21,20.265
2021-07-22,20.18
2021-07-23,17.509998
2021-07-24,17.525
2021-07-25,17.789999
2021-07-26,19.735
2021-07-27,18.535
2021-07-28,17.26
2021-07-29,16.395
2021-07-30,15.575
2021-07-31,16.57
2021-08-01,15.08
2021-08-02,14.79
2021-08-03,14.8949995
2021-08-04,16.015
2021-08-05,16.595
2021-08-06,17.335
2021-08-07,16.375
2021-08-08,16.375
2021-08-09,16.24
2021-08-10,16.885
2021-08-11,15.974999
2021-08-12,15.955
2021-08-13,16.825
2021-08-14,16.619999
2021-08-15,16.27
2021-08-16,15.385
2021-08-17,15.57
2021-08-18,17.08
2021-08-19,15.969999
2021-08-20,16.880001
2021-08-21,17.4
2021-08-22,17.29
2021-08-23,16.925
2021-08-24,16.395
2021-08-25,16.57
2021-08-26,15.95
2021-08-27,14.865
2021-08-28,15.275
2021-08-29,14.59
2021-08-30,15.429999
2021-08-31,15.009999
2021-09-01,15.025
2021-09-02,15.115
2021-09-03,14.495
2021-09-04,15.254999
2021-09-05,16.84
2021-09-06,18.785
2021-09-07,20.085
2021-09-08,19.765
2021-09-09,18.720001
2021-09-10,18.625
2021-09-11,17.925
2021-09-12,14.674999
2021-09-13,14.73
2021-09-14,15.974999
2021-09-15,15.69
2021-09-16,15.469999
2021-09-17,16.285
2021-09-18,16.744999
2021-09-19,16.59
2021-09-20,13.885
2021-09-21,15.0
2021-09-22,15.844999
2021-09-23,15.15
2021-09-24,16.525
2021-09-25,17.395
2021-09-26,17.785
2021-09-27,14.434999
2021-09-28,13.535
2021-09-29,11.375
2021-09-30,11.8949995
2021-10-01,13.26
2021-10-02,10.295
2021-10-03,10.639999
2021-10-04,12.455
2021-10-05,11.1
2021-10-06,11.99
2021-10-07,15.155
2021-10-08,15.99
2021-10-09,14.07
2021-10-10,13.049999
2021-10-11,11.559999
2021-10-12,12.045
2021-10-13,13.264999
2021-10-14,12.719999
2021-10-15,10.344999
2021-10-16,10.039999
2021-10-17,12.5199995
2021-10-18,12.969999
2021-10-19,15.639999
2021-10-20,12.615
2021-10-21,8.215
2021-10-22,9.28
2021-10-23,10.23
2021-10-24,11.88
2021-10-25,11.459999
2021-10-26,10.639999
2021-10-27,14.48
2021-10-28,13.469999
2021-10-29,11.67
2021-10-30,9.37
2021-10-31,8.24
2021-11-01,8.67
2021-11-02,6.88
2021-11-03,5.95
2021-11-04,6.6049995
2021-11-05,6.8849998
2021-11-06,10.635
2021-11-07,10.440001
2021-11-08,7.7149997
2021-11-09,11.48
2021-11-10,10.434999
2021-11-11,9.325
2021-11-12,10.88
2021-11-13,11.2
2021-11-14,9.645
2021-11-15,9.045
2021-11-16,8.53
2021-11-17,8.549999
2021-11-18,9.985
2021-11-19,12.094999
2021-11-20,9.87
2021-11-21,6.575
2021-11-22,4.8
2021-11-23,5.9249997
2021-11-24,5.8
2021-11-25,3.695
2021-11-26,5.17
2021-11-27,2.3400002
2021-11-28,0.965
2021-11-29,1.435
2021-11-30,7.5899997
2021-12-01,6.895
2021-12-02,2.355
2021-12-03,4.5699997
2021-12-04,4.8949995
2021-12-05,4.58
2021-12-06,2.295
2021-12-07,2.975
2021-12-08,4.4049997
2021-12-09,4.755
2021-12-10,4.5099998
2021-12-11,4.4849997
2021-12-12,9.045
2021-12-13,8.2699995
2021-12-14,8.325
2021-12-15,9.869999
2021-12-16,7.765
2021-12-17,6.2699995
2021-12-18,5.41
2021-12-19,3.71
2021-12-20,4.6549997
2021-12-21,3.4499998
2021-12-22,0.25
2021-12-23,4.6099997
2021-12-24,5.685
2021-12-25,3.505
2021-12-26,3.565
2021-12-27,6.12
2021-12-28,6.2
2021-12-29,6.2149997
2021-12-30,9.86
2021-12-31,11.025
