time,ITG12
2021-01-01,0.91999996
2021-01-02,0.24000001
2021-01-03,1.875
2021-01-04,2.205
2021-01-05,2.055
2021-01-06,1.72
2021-01-07,-0.78
2021-01-08,-0.145
2021-01-09,0.39499998
2021-01-10,1.685
2021-01-11,5.785
2021-01-12,3.8999999
2021-01-13,1.685
2021-01-14,3.23
2021-01-15,0.16
2021-01-16,3.5049999
2021-01-17,4.9049997
2021-01-18,4.48
2021-01-19,6.4399996
2021-01-20,6.1899996
2021-01-21,3.135
2021-01-22,2.155
2021-01-23,0.24499997
2021-01-24,-0.88
2021-01-25,0.46499997
2021-01-26,2.105
2021-01-27,4.685
2021-01-28,4.995
2021-01-29,5.705
2021-01-30,3.0149999
2021-01-31,-0.22
2021-02-01,2.485
2021-02-02,3.365
2021-02-03,5.935
2021-02-04,4.295
2021-02-05,5.7349997
2021-02-06,4.16
2021-02-07,1.655
2021-02-08,-0.35
2021-02-09,-0.66999996
2021-02-10,-0.32999998
2021-02-11,-1.4300001
2021-02-12,-0.825
2021-02-13,-0.405
2021-02-14,2.425
2021-02-15,6.42
2021-02-16,8.315001
2021-02-17,7.995
2021-02-18,7.67
2021-02-19,5.975
2021-02-20,9.924999
2021-02-21,9.49
2021-02-22,8.93
2021-02-23,7.8799996
2021-02-24,12.055
2021-02-25,8.469999
2021-02-26,6.16
2021-02-27,5.705
2021-02-28,6.075
2021-03-01,4.5950003
2021-03-02,4.2149997
2021-03-03,3.8449998
2021-03-04,5.09
2021-03-05,4.09
2021-03-06,3.12
2021-03-07,4.2299995
2021-03-08,5.62
2021-03-09,7.7699995
2021-03-10,7.8149996
2021-03-11,8.365
2021-03-12,6.4249997
2021-03-13,5.46
2021-03-14,6.9399996
2021-03-15,8.615
2021-03-16,9.705
2021-03-17,7.845
2021-03-18,8.225
2021-03-19,8.059999
2021-03-20,8.459999
2021-03-21,8.405
2021-03-22,6.93
2021-03-23,7.67
2021-03-24,8.735001
2021-03-25,8.85
2021-03-26,9.315
2021-03-27,5.805
2021-03-28,10.094999
2021-03-29,12.17
2021-03-30,11.87
2021-03-31,12.13
2021-04-01,7.52
2021-04-02,6.0249996
2021-04-03,6.495
2021-04-04,7.34
2021-04-05,4.085
2021-04-06,3.08
2021-04-07,3.03
2021-04-08,7.06
2021-04-09,5.285
2021-04-10,3.5349998
2021-04-11,3.27
2021-04-12,4.255
2021-04-13,5.255
2021-04-14,6.375
2021-04-15,5.8050003
2021-04-16,5.825
2021-04-17,6.64
2021-04-18,6.795
2021-04-19,8.76
