time,FRC23
2021-01-01,4.32625
2021-01-02,6.0099998
2021-01-03,7.58375
2021-01-04,5.855
2021-01-05,4.68
2021-01-06,5.30625
2021-01-07,2.9775
2021-01-08,2.6074998
2021-01-09,1.6987499
2021-01-10,0.36249998
2021-01-11,-0.26749998
2021-01-12,-0.69
2021-01-13,0.2325
2021-01-14,0.20625
2021-01-15,-0.185
2021-01-16,-1.71625
2021-01-17,-2.945
2021-01-18,-4.50375
2021-01-19,0.74499995
2021-01-20,6.13
2021-01-21,7.36625
2021-01-22,8.60125
2021-01-23,9.849999
2021-01-24,7.17125
2021-01-25,2.2224998
2021-01-26,2.14375
2021-01-27,1.27875
2021-01-28,0.94125
2021-01-29,6.10875
2021-01-30,7.84125
2021-01-31,2.6937501
2021-02-01,0.24624996
2021-02-02,0.110000014
2021-02-03,6.74375
2021-02-04,12.5025
2021-02-05,10.486249
2021-02-06,10.19625
2021-02-07,9.72625
2021-02-08,9.62375
2021-02-09,5.60875
2021-02-10,8.11625
2021-02-11,0.11875
2021-02-12,-4.36125
2021-02-13,-5.03125
2021-02-14,-2.6062498
2021-02-15,-1.215
2021-02-16,-0.92875
2021-02-17,2.2624998
2021-02-18,6.6874995
2021-02-19,7.0325
2021-02-20,6.69875
2021-02-21,6.3162503
2021-02-22,8.805
2021-02-23,9.67375
2021-02-24,9.5225
2021-02-25,10.9575
2021-02-26,11.78375
2021-02-27,8.58875
2021-02-28,6.4062495
2021-03-01,5.6237497
2021-03-02,5.7475
2021-03-03,7.5625
2021-03-04,9.049999
2021-03-05,9.248749
2021-03-06,3.2
2021-03-07,1.8225
2021-03-08,4.07625
2021-03-09,2.5612497
2021-03-10,3.2375
2021-03-11,3.145
2021-03-12,8.468749
2021-03-13,9.709999
2021-03-14,10.59375
2021-03-15,5.8125
2021-03-16,6.40625
2021-03-17,5.2299995
2021-03-18,4.07375
2021-03-19,2.47125
2021-03-20,2.185
2021-03-21,2.27875
2021-03-22,3.2112498
2021-03-23,4.37625
2021-03-24,6.61625
2021-03-25,5.815
2021-03-26,8.5875
2021-03-27,11.30875
2021-03-28,11.152499
2021-03-29,9.973749
2021-03-30,13.49375
2021-03-31,15.30875
2021-04-01,15.30375
2021-04-02,15.925
2021-04-03,10.587501
2021-04-04,6.3275
2021-04-05,6.8762503
2021-04-06,4.72
2021-04-07,2.98625
2021-04-08,4.3775
2021-04-09,7.4249997
2021-04-10,10.85625
2021-04-11,10.37
2021-04-12,13.95
2021-04-13,5.61875
2021-04-14,5.0099998
2021-04-15,5.3062496
2021-04-16,5.6087494
2021-04-17,7.20875
2021-04-18,7.2025
2021-04-19,8.88125
2021-04-20,9.8925
2021-04-21,12.275
2021-04-22,13.639999
2021-04-23,11.46375
2021-04-24,10.208749
2021-04-25,12.25375
2021-04-26,10.808749
2021-04-27,8.891251
2021-04-28,10.6762495
2021-04-29,16.65375
2021-04-30,18.71375
2021-05-01,19.9
2021-05-02,20.5025
2021-05-03,11.79
2021-05-04,12.47375
2021-05-05,16.3
2021-05-06,12.7275
2021-05-07,13.73625
2021-05-08,10.96375
2021-05-09,13.72625
2021-05-10,17.83
2021-05-11,20.845
2021-05-12,16.414999
2021-05-13,15.381248
2021-05-14,16.4625
2021-05-15,15.462501
2021-05-16,17.13625
2021-05-17,15.193749
2021-05-18,15.296249
2021-05-19,13.3675
2021-05-20,12.13
2021-05-21,14.969999
2021-05-22,16.14875
2021-05-23,19.1325
2021-05-24,14.826249
2021-05-25,17.15875
2021-05-26,14.12
2021-05-27,16.635
2021-05-28,15.983749
2021-05-29,15.1125
2021-05-30,14.412499
2021-05-31,14.434999
2021-06-01,14.809999
2021-06-02,15.1575
2021-06-03,17.32375
2021-06-04,18.55125
2021-06-05,20.262499
2021-06-06,19.638752
2021-06-07,21.088749
2021-06-08,21.49625
2021-06-09,22.0
2021-06-10,21.043749
2021-06-11,20.1625
2021-06-12,21.1325
2021-06-13,20.52375
2021-06-14,16.529999
2021-06-15,19.845
2021-06-16,21.331251
2021-06-17,22.41
2021-06-18,23.1925
2021-06-19,25.135
2021-06-20,24.996248
2021-06-21,27.08125
2021-06-22,28.01375
2021-06-23,27.85
2021-06-24,29.464998
2021-06-25,28.02375
2021-06-26,23.72875
2021-06-27,23.96875
2021-06-28,25.53125
2021-06-29,27.113749
2021-06-30,27.490002
2021-07-01,22.785
2021-07-02,20.68375
2021-07-03,21.4525
2021-07-04,21.984999
2021-07-05,23.9425
2021-07-06,24.6975
2021-07-07,27.1575
2021-07-08,28.575
2021-07-09,29.2375
2021-07-10,24.5925
2021-07-11,25.688751
2021-07-12,25.0525
2021-07-13,27.5075
2021-07-14,28.154999
2021-07-15,25.345
2021-07-16,24.09625
2021-07-17,22.93125
2021-07-18,23.157497
2021-07-19,21.84625
2021-07-20,22.96
2021-07-21,21.216251
2021-07-22,20.98375
2021-07-23,21.695
2021-07-24,22.724998
2021-07-25,25.6775
2021-07-26,26.79375
2021-07-27,27.30625
2021-07-28,27.828749
2021-07-29,25.708748
2021-07-30,25.942501
2021-07-31,26.0
2021-08-01,26.59875
2021-08-02,22.075
2021-08-03,23.048748
2021-08-04,24.16625
2021-08-05,22.274998
2021-08-06,21.175
2021-08-07,22.997498
2021-08-08,25.77125
2021-08-09,25.650002
2021-08-10,25.54625
2021-08-11,25.93125
2021-08-12,24.933748
