time,EL432
2021-01-01,2.2799997
2021-01-02,3.4099998
2021-01-03,2.8849998
2021-01-04,2.46
2021-01-05,2.62
2021-01-06,1.0799999
2021-01-07,0.605
2021-01-08,0.575
2021-01-09,0.13999999
2021-01-10,1.41
2021-01-11,2.84
2021-01-12,4.0249996
2021-01-13,2.07
2021-01-14,0.85999995
2021-01-15,-0.57
2021-01-16,-1.255
2021-01-17,-0.585
2021-01-18,3.4650002
2021-01-19,5.83
2021-01-20,8.18
2021-01-21,7.705
2021-01-22,4.6949997
2021-01-23,2.09
2021-01-24,0.91999996
2021-01-25,0.08
2021-01-26,1.4549999
2021-01-27,1.9849999
2021-01-28,1.45
2021-01-29,-0.775
2021-01-30,-3.52
2021-01-31,-7.475
2021-02-01,-3.83
2021-02-02,-0.39499998
2021-02-03,2.385
2021-02-04,0.96
2021-02-05,1.015
2021-02-06,-0.91499996
2021-02-07,-4.63
2021-02-08,-4.965
2021-02-09,-6.335
2021-02-10,-3.98
2021-02-11,-6.305
2021-02-12,-7.49
2021-02-13,-9.24
2021-02-14,-6.45
2021-02-15,-0.435
2021-02-16,3.405
2021-02-17,6.7349997
2021-02-18,8.03
2021-02-19,6.8149996
2021-02-20,9.58
2021-02-21,9.235
2021-02-22,10.01
2021-02-23,11.895
2021-02-24,12.634999
2021-02-25,11.285
2021-02-26,6.9399996
2021-02-27,5.105
2021-02-28,3.59
2021-03-01,3.9199998
2021-03-02,3.715
2021-03-03,5.285
2021-03-04,3.07
2021-03-05,0.92999995
2021-03-06,1.8799999
2021-03-07,2.615
2021-03-08,2.115
2021-03-09,1.3799999
2021-03-10,4.4849997
2021-03-11,7.625
2021-03-12,6.1549997
2021-03-13,5.51
2021-03-14,5.1899996
2021-03-15,4.9749994
2021-03-16,4.4399996
2021-03-17,3.435
2021-03-18,1.8449999
2021-03-19,1.525
2021-03-20,1.56
2021-03-21,5.55
2021-03-22,5.5649996
2021-03-23,5.965
2021-03-24,8.19
2021-03-25,7.84
2021-03-26,9.965
2021-03-27,5.8199997
2021-03-28,7.7699995
2021-03-29,13.195
2021-03-30,12.695
2021-03-31,13.164999
2021-04-01,9.45
2021-04-02,4.9
2021-04-03,5.865
2021-04-04,5.615
2021-04-05,2.435
2021-04-06,0.77
2021-04-07,1.8199999
2021-04-08,3.71
2021-04-09,6.44
2021-04-10,5.92
2021-04-11,5.875
2021-04-12,3.36
2021-04-13,3.6549997
2021-04-14,3.025
2021-04-15,4.43
2021-04-16,6.66
2021-04-17,7.3199997
2021-04-18,10.235001
2021-04-19,9.985
2021-04-20,10.244999
2021-04-21,7.2
2021-04-22,6.6749997
2021-04-23,7.46
2021-04-24,6.5249996
2021-04-25,6.425
2021-04-26,5.8149996
2021-04-27,7.7
2021-04-28,10.695
2021-04-29,9.415
2021-04-30,8.959999
2021-05-01,8.754999
2021-05-02,5.975
2021-05-03,5.85
2021-05-04,8.785
2021-05-05,6.9799995
2021-05-06,6.265
2021-05-07,6.615
2021-05-08,8.639999
2021-05-09,19.585
2021-05-10,19.535
2021-05-11,13.285
2021-05-12,12.825
2021-05-13,11.475
2021-05-14,9.934999
2021-05-15,10.195
2021-05-16,11.35
2021-05-17,11.309999
2021-05-18,10.969999
2021-05-19,9.83
2021-05-20,10.965
2021-05-21,11.535
2021-05-22,10.455
2021-05-23,10.355
2021-05-24,13.525
2021-05-25,10.325
2021-05-26,10.67
2021-05-27,11.26
2021-05-28,11.084999
2021-05-29,10.555
2021-05-30,12.605
2021-05-31,16.039999
2021-06-01,17.3
2021-06-02,18.455
2021-06-03,18.869999
2021-06-04,20.615
2021-06-05,18.57
2021-06-06,16.235
2021-06-07,15.235
2021-06-08,18.265
2021-06-09,19.36
2021-06-10,19.82
2021-06-11,19.72
2021-06-12,16.845
2021-06-13,15.115
2021-06-14,19.079998
2021-06-15,16.975
2021-06-16,20.544998
2021-06-17,26.71
2021-06-18,25.279999
2021-06-19,24.165
2021-06-20,21.294998
2021-06-21,14.78
2021-06-22,14.674999
2021-06-23,15.11
2021-06-24,16.14
2021-06-25,16.875
2021-06-26,18.759998
2021-06-27,20.525
2021-06-28,22.645
2021-06-29,19.285
2021-06-30,16.625
2021-07-01,15.955
2021-07-02,16.785
2021-07-03,17.73
2021-07-04,18.65
2021-07-05,18.009998
2021-07-06,20.04
2021-07-07,19.105
2021-07-08,19.74
2021-07-09,17.825
2021-07-10,17.57
2021-07-11,20.185
2021-07-12,21.169998
2021-07-13,22.61
2021-07-14,20.71
2021-07-15,20.814999
2021-07-16,19.99
2021-07-17,20.099998
2021-07-18,19.395
2021-07-19,16.3
2021-07-20,17.09
2021-07-21,18.064999
2021-07-22,16.939999
2021-07-23,15.215
2021-07-24,20.105
2021-07-25,21.63
2021-07-26,21.215
2021-07-27,19.994999
2021-07-28,19.08
2021-07-29,17.630001
2021-07-30,18.55
2021-07-31,16.654999
2021-08-01,16.09
2021-08-02,15.205
2021-08-03,16.025
2021-08-04,16.645
2021-08-05,17.125
2021-08-06,17.05
2021-08-07,17.555
