time,FI1D3
2021-10-29,9.205714
2021-10-30,10.190714
2021-10-31,8.036428
2021-11-01,5.437857
2021-11-02,4.5628567
2021-11-03,7.077857
2021-11-04,10.772141
2021-11-05,11.209999
2021-11-06,7.265714
2021-11-07,5.178571
2021-11-08,5.6321425
2021-11-09,3.7135713
2021-11-10,3.3199997
2021-11-11,3.2192855
2021-11-12,4.5721426
2021-11-13,5.0521426
2021-11-14,5.720714
2021-11-15,4.4592857
2021-11-16,3.6685712
2021-11-17,1.5542858
2021-11-18,-0.22
2021-11-19,1.9907143
2021-11-20,5.5192857
2021-11-21,5.308571
2021-11-22,1.5150001
2021-11-23,1.782857
2021-11-24,0.5492857
2021-11-25,0.4164286
2021-11-26,3.9442852
2021-11-27,4.9785714
2021-11-28,5.2414284
2021-11-29,3.5757139
2021-11-30,-1.2514286
2021-12-01,-0.10857142
2021-12-02,2.8192859
2021-12-03,1.06
2021-12-04,-3.0285714
2021-12-05,-1.8450001
2021-12-06,0.8285713
2021-12-07,-1.1457142
2021-12-08,-0.8
2021-12-09,-1.1214286
2021-12-10,2.3114285
2021-12-11,0.6385714
2021-12-12,1.0064287
2021-12-13,0.14142856
2021-12-14,-1.4135714
2021-12-15,-1.2892857
2021-12-16,-0.2785714
2021-12-17,0.015714271
2021-12-18,-0.58214283
2021-12-19,1.5485715
2021-12-20,-1.8571427
2021-12-21,-6.685
2021-12-22,-9.913571
2021-12-23,-8.380714
2021-12-24,-3.0135713
2021-12-25,1.1757143
2021-12-26,-1.2307142
2021-12-27,-2.4014285
2021-12-28,-1.5092857
2021-12-29,-1.1671429
2021-12-30,0.0414286
2021-12-31,1.8399999
