time,FRF11
2021-01-01,-0.02
2021-01-02,2.38
2021-01-03,2.355
2021-01-04,2.5949998
2021-01-05,2.735
2021-01-06,2.5149999
2021-01-07,-1.7249999
2021-01-08,0.555
2021-01-09,0.765
2021-01-10,1.365
2021-01-11,6.0
2021-01-12,7.6049995
2021-01-13,6.0649996
2021-01-14,8.43
2021-01-15,2.1
2021-01-16,4.765
2021-01-17,5.85
2021-01-18,5.265
2021-01-19,9.559999
2021-01-20,9.875
2021-01-21,4.59
2021-01-22,3.78
2021-01-23,1.3499999
2021-01-24,-0.505
2021-01-25,1.03
2021-01-26,3.35
2021-01-27,7.64
2021-01-28,9.514999
2021-01-29,9.295
2021-01-30,5.67
2021-01-31,0.91499996
2021-02-01,3.09
2021-02-02,7.995
2021-02-03,8.09
2021-02-04,6.41
2021-02-05,6.96
2021-02-06,3.975
2021-02-07,2.185
2021-02-08,1.24
2021-02-09,-0.51
2021-02-10,0.030000001
2021-02-11,-1.9849999
2021-02-12,0.38
2021-02-13,-0.775
2021-02-14,3.61
2021-02-15,8.434999
2021-02-16,9.43
2021-02-17,8.51
2021-02-18,8.455
2021-02-19,7.47
2021-02-20,10.9
2021-02-21,9.395
2021-02-22,8.86
2021-02-23,8.53
2021-02-24,12.73
2021-02-25,9.105
2021-02-26,5.4449997
2021-02-27,5.495
2021-02-28,5.535
2021-03-01,4.935
2021-03-02,4.535
2021-03-03,5.68
2021-03-04,5.355
2021-03-05,4.045
2021-03-06,2.275
2021-03-07,1.9599999
2021-03-08,4.545
2021-03-09,5.2200003
2021-03-10,8.389999
2021-03-11,8.934999
2021-03-12,6.8599997
2021-03-13,6.75
2021-03-14,6.8999996
2021-03-15,9.434999
2021-03-16,9.985
2021-03-17,6.59
2021-03-18,6.475
2021-03-19,8.815001
2021-03-20,7.74
2021-03-21,8.54
2021-03-22,6.215
2021-03-23,7.3949995
2021-03-24,9.07
2021-03-25,8.105
2021-03-26,8.96
2021-03-27,6.845
2021-03-28,10.084999
2021-03-29,12.17
2021-03-30,12.27
2021-03-31,13.264999
2021-04-01,10.535
2021-04-02,7.3599997
2021-04-03,5.795
2021-04-04,6.835
2021-04-05,5.865
2021-04-06,3.1599998
2021-04-07,2.52
2021-04-08,6.5899997
2021-04-09,6.555
2021-04-10,5.115
2021-04-11,4.0699997
2021-04-12,4.5950003
2021-04-13,6.0649996
2021-04-14,6.17
2021-04-15,4.97
2021-04-16,4.6
2021-04-17,5.865
2021-04-18,6.59
2021-04-19,8.155
2021-04-20,9.215
2021-04-21,9.674999
2021-04-22,7.8849998
2021-04-23,9.585
2021-04-24,9.99
2021-04-25,8.46
2021-04-26,7.3599997
2021-04-27,8.135
2021-04-28,7.62
2021-04-29,5.4849997
2021-04-30,6.4649997
2021-05-01,5.79
2021-05-02,6.9049997
2021-05-03,8.094999
2021-05-04,9.495
2021-05-05,6.1449995
2021-05-06,6.38
2021-05-07,6.8599997
2021-05-08,10.0
2021-05-09,13.629999
2021-05-10,12.02
2021-05-11,10.695
2021-05-12,10.48
2021-05-13,10.61
2021-05-14,11.139999
2021-05-15,10.889999
2021-05-16,10.684999
2021-05-17,11.9
2021-05-18,10.635
2021-05-19,11.305
2021-05-20,9.889999
2021-05-21,10.190001
2021-05-22,10.434999
2021-05-23,8.875
2021-05-24,8.94
2021-05-25,10.639999
2021-05-26,10.12
2021-05-27,10.889999
2021-05-28,13.07
2021-05-29,15.5
2021-05-30,13.719999
2021-05-31,14.455
2021-06-01,17.68
2021-06-02,17.8
2021-06-03,15.449999
2021-06-04,13.985
2021-06-05,13.879999
2021-06-06,16.255001
2021-06-07,15.575
2021-06-08,14.5199995
2021-06-09,15.83
2021-06-10,18.07
2021-06-11,17.505001
2021-06-12,16.205
2021-06-13,18.145
2021-06-14,17.98
2021-06-15,15.65
2021-06-16,17.27
2021-06-17,16.63
2021-06-18,14.254999
2021-06-19,13.73
2021-06-20,14.12
2021-06-21,12.945
2021-06-22,13.315
2021-06-23,12.985
2021-06-24,16.14
2021-06-25,15.085
2021-06-26,14.385
2021-06-27,15.7
2021-06-28,15.16
2021-06-29,15.88
2021-06-30,15.964999
2021-07-01,15.884999
2021-07-02,16.954998
2021-07-03,17.99
2021-07-04,17.29
2021-07-05,15.299999
2021-07-06,14.994999
2021-07-07,16.939999
2021-07-08,16.635
2021-07-09,16.1
2021-07-10,15.9
2021-07-11,14.764999
2021-07-12,16.835
2021-07-13,18.0
2021-07-14,17.615
2021-07-15,17.72
2021-07-16,18.735
2021-07-17,20.88
2021-07-18,21.675
2021-07-19,22.439999
2021-07-20,22.23
2021-07-21,21.92
2021-07-22,22.055
2021-07-23,20.759998
2021-07-24,18.17
2021-07-25,18.205
2021-07-26,18.5
2021-07-27,18.3
2021-07-28,16.605
2021-07-29,16.044998
2021-07-30,15.654999
2021-07-31,16.725
2021-08-01,16.035
2021-08-02,14.92
2021-08-03,14.469999
2021-08-04,16.005001
2021-08-05,15.9
2021-08-06,16.575
2021-08-07,15.469999
2021-08-08,15.965
2021-08-09,16.045
2021-08-10,16.445
2021-08-11,16.05
2021-08-12,16.15
2021-08-13,16.855
2021-08-14,16.869999
2021-08-15,16.665
2021-08-16,14.76
2021-08-17,15.655
2021-08-18,16.71
2021-08-19,16.27
2021-08-20,17.17
2021-08-21,17.22
2021-08-22,17.115
2021-08-23,16.285
2021-08-24,15.904999
2021-08-25,15.815001
2021-08-26,16.039999
2021-08-27,13.625
2021-08-28,14.455
2021-08-29,14.719999
2021-08-30,15.389999
2021-08-31,14.865
2021-09-01,15.355
2021-09-02,15.525
2021-09-03,16.494999
2021-09-04,16.380001
2021-09-05,17.665
2021-09-06,19.59
2021-09-07,21.375
2021-09-08,20.685
2021-09-09,18.470001
2021-09-10,18.215
2021-09-11,17.224998
2021-09-12,14.495
2021-09-13,15.48
2021-09-14,16.494999
2021-09-15,15.74
2021-09-16,15.5199995
2021-09-17,15.625
2021-09-18,16.795
2021-09-19,16.105
2021-09-20,13.625
2021-09-21,14.299999
2021-09-22,14.504999
2021-09-23,15.725
2021-09-24,15.99
2021-09-25,17.09
2021-09-26,16.324999
2021-09-27,14.36
2021-09-28,13.1449995
2021-09-29,11.205
2021-09-30,12.139999
2021-10-01,14.164999
2021-10-02,10.565001
2021-10-03,11.715
2021-10-04,12.5
2021-10-05,12.1449995
2021-10-06,12.889999
2021-10-07,15.75
2021-10-08,15.235
2021-10-09,14.434999
2021-10-10,14.58
2021-10-11,11.57
2021-10-12,11.690001
2021-10-13,13.23
2021-10-14,12.43
2021-10-15,11.6
2021-10-16,11.78
2021-10-17,13.715
2021-10-18,13.09
2021-10-19,16.435
2021-10-20,14.215
2021-10-21,9.66
2021-10-22,9.455
2021-10-23,11.075
2021-10-24,12.625
2021-10-25,12.555
2021-10-26,12.035
2021-10-27,14.875
2021-10-28,14.49
2021-10-29,11.934999
2021-10-30,10.615
2021-10-31,9.799999
2021-11-01,9.945
2021-11-02,7.1849995
2021-11-03,6.005
2021-11-04,6.755
2021-11-05,6.2599998
2021-11-06,10.69
2021-11-07,9.934999
2021-11-08,7.16
2021-11-09,12.32
2021-11-10,11.235
2021-11-11,10.835
2021-11-12,11.129999
2021-11-13,11.585
2021-11-14,9.655
2021-11-15,8.42
2021-11-16,9.44
2021-11-17,9.455
2021-11-18,10.055
2021-11-19,11.105
2021-11-20,9.535
2021-11-21,6.505
2021-11-22,4.585
2021-11-23,4.0699997
2021-11-24,5.87
2021-11-25,4.59
2021-11-26,5.38
2021-11-27,3.585
2021-11-28,1.9549999
2021-11-29,1.745
2021-11-30,8.165
2021-12-01,8.23
2021-12-02,3.105
2021-12-03,5.325
2021-12-04,6.5499997
2021-12-05,5.38
2021-12-06,4.88
2021-12-07,5.145
2021-12-08,5.535
2021-12-09,6.315
2021-12-10,6.285
2021-12-11,6.825
2021-12-12,11.599999
2021-12-13,10.055
2021-12-14,9.4
2021-12-15,10.45
2021-12-16,8.53
2021-12-17,7.5249996
2021-12-18,6.8599997
2021-12-19,5.255
2021-12-20,5.0599995
2021-12-21,3.8449998
2021-12-22,2.295
2021-12-23,7.215
2021-12-24,8.135
2021-12-25,7.49
2021-12-26,8.43
2021-12-27,8.174999
2021-12-28,8.86
2021-12-29,9.594999
2021-12-30,12.5
2021-12-31,12.715
