time,DEB21
2021-01-01,5.803
2021-01-02,7.0600004
2021-01-03,6.63
2021-01-04,4.5509996
2021-01-05,3.8049996
2021-01-06,3.807
2021-01-07,3.558
2021-01-08,2.6979997
2021-01-09,2.017
2021-01-10,2.2009997
2021-01-11,0.50899994
2021-01-12,1.846
2021-01-13,3.8269997
2021-01-14,4.745
2021-01-15,3.7800002
2021-01-16,1.4020001
2021-01-17,0.313
2021-01-18,1.8440001
2021-01-19,3.442
2021-01-20,5.736
2021-01-21,8.3
2021-01-22,10.113
2021-01-23,7.9730005
2021-01-24,5.406
2021-01-25,3.6629996
2021-01-26,3.093
2021-01-27,2.3709998
2021-01-28,3.561
2021-01-29,6.949
2021-01-30,8.219999
2021-01-31,7.293
2021-02-01,5.8779993
2021-02-02,7.09
2021-02-03,9.064
2021-02-04,10.198999
2021-02-05,9.632999
2021-02-06,9.653999
2021-02-07,10.454
2021-02-08,7.7339997
2021-02-09,8.49
2021-02-10,8.740999
2021-02-11,7.2600007
2021-02-12,2.685
2021-02-13,-1.766
2021-02-14,-1.716
2021-02-15,-0.103
2021-02-16,3.0829997
2021-02-17,5.871
2021-02-18,7.2660003
2021-02-19,8.115
2021-02-20,9.030001
2021-02-21,8.365
2021-02-22,8.532
2021-02-23,9.806
2021-02-24,12.032
2021-02-25,12.879
2021-02-26,11.464
2021-02-27,9.279
2021-02-28,6.439
2021-03-01,5.1280003
2021-03-02,6.486
2021-03-03,8.643
2021-03-04,7.789
2021-03-05,8.404
2021-03-06,3.987
2021-03-07,3.9019997
2021-03-08,5.73
2021-03-09,5.1309996
2021-03-10,5.29
2021-03-11,7.176
2021-03-12,9.229
2021-03-13,9.133
2021-03-14,6.407
2021-03-15,6.108
2021-03-16,6.3849993
2021-03-17,5.281
2021-03-18,3.0449998
2021-03-19,2.23
2021-03-20,2.8209996
2021-03-21,2.81
2021-03-22,4.839
2021-03-23,4.6769996
2021-03-24,7.05
2021-03-25,9.271999
2021-03-26,9.73
2021-03-27,9.937
2021-03-28,11.24
2021-03-29,11.965999
2021-03-30,13.469999
2021-03-31,14.414
2021-04-01,17.151999
2021-04-02,15.469999
2021-04-03,11.055999
2021-04-04,7.1219993
2021-04-05,8.006
2021-04-06,5.3529997
2021-04-07,2.396
2021-04-08,5.7790003
2021-04-09,7.4089994
2021-04-10,7.7869997
2021-04-11,9.200999
2021-04-12,10.175
2021-04-13,5.6949997
2021-04-14,5.5779996
2021-04-15,5.443
2021-04-16,6.1600003
2021-04-17,6.564
2021-04-18,6.6799994
2021-04-19,7.1759996
2021-04-20,8.816999
2021-04-21,10.834001
2021-04-22,9.88
2021-04-23,10.314001
2021-04-24,11.969999
2021-04-25,14.136999
2021-04-26,11.940001
2021-04-27,9.775
2021-04-28,11.186
2021-04-29,13.547999
2021-04-30,15.812999
2021-05-01,15.622999
2021-05-02,13.968999
2021-05-03,11.9869995
2021-05-04,12.250999
2021-05-05,12.778
2021-05-06,14.298999
2021-05-07,14.796
