time,ITI15
2021-01-01,0.17636363
2021-01-02,2.7181816
2021-01-03,3.1022727
2021-01-04,3.5754547
2021-01-05,1.8454545
2021-01-06,0.31
2021-01-07,-0.3109091
2021-01-08,-2.2022727
2021-01-09,-2.826818
2021-01-10,-4.4177275
2021-01-11,-5.0363636
2021-01-12,-6.0504546
2021-01-13,-1.8554546
2021-01-14,-2.5254545
2021-01-15,-3.4763634
2021-01-16,-7.239545
2021-01-17,-6.7413635
2021-01-18,-10.69
2021-01-19,-5.1600003
2021-01-20,-0.009545457
2021-01-21,1.8840908
2021-01-22,3.2822726
2021-01-23,4.1136365
2021-01-24,2.5222726
2021-01-25,-0.56454545
2021-01-26,-2.2531817
2021-01-27,-3.6772726
2021-01-28,-5.2622724
2021-01-29,-1.7636364
2021-01-30,1.4177272
2021-01-31,-2.1304543
2021-02-01,-5.054546
2021-02-02,-2.9013636
2021-02-03,1.6272727
2021-02-04,5.550454
2021-02-05,1.6309091
2021-02-06,1.1563636
2021-02-07,-0.5990909
2021-02-08,1.1768181
2021-02-09,-2.5681818
2021-02-10,-3.1322725
2021-02-11,-5.985454
2021-02-12,-12.142273
2021-02-13,-11.0254545
2021-02-14,-6.3563633
2021-02-15,-6.206818
2021-02-16,-5.9399996
2021-02-17,-0.70681816
2021-02-18,3.1572726
2021-02-19,0.60318184
2021-02-20,2.2518182
2021-02-21,0.39227274
2021-02-22,4.8540907
2021-02-23,3.1359093
2021-02-24,7.3218174
2021-02-25,8.330454
2021-02-26,8.236817
2021-02-27,4.9127274
2021-02-28,2.902727
2021-03-01,3.7404542
2021-03-02,4.5095453
2021-03-03,6.0359087
2021-03-04,5.171364
2021-03-05,1.905
2021-03-06,-1.6468182
2021-03-07,-1.230909
2021-03-08,-1.664091
2021-03-09,-2.5295453
2021-03-10,-1.6704545
2021-03-11,-2.8186364
2021-03-12,3.803636
2021-03-13,3.9627273
2021-03-14,5.4522724
2021-03-15,2.4909089
2021-03-16,1.4345454
2021-03-17,2.235
2021-03-18,0.2309091
2021-03-19,-2.2104547
2021-03-20,-3.0572724
2021-03-21,-3.1422727
2021-03-22,-0.69045454
2021-03-23,0.94999987
2021-03-24,3.261818
2021-03-25,3.288182
2021-03-26,5.277272
2021-03-27,7.215909
2021-03-28,5.760454
2021-03-29,5.9890904
2021-03-30,11.175909
2021-03-31,12.360455
2021-04-01,13.141818
2021-04-02,8.613636
2021-04-03,3.7740908
2021-04-04,1.6904546
2021-04-05,3.428636
2021-04-06,1.5863637
2021-04-07,-1.6672727
2021-04-08,-0.72272724
2021-04-09,2.1668181
2021-04-10,7.473182
2021-04-11,6.8045454
2021-04-12,11.649545
2021-04-13,3.7445452
2021-04-14,2.3331816
2021-04-15,1.7086364
2021-04-16,1.6418182
2021-04-17,3.1631815
2021-04-18,6.1259093
2021-04-19,6.8640914
2021-04-20,8.41
2021-04-21,7.5109086
2021-04-22,8.796818
2021-04-23,4.7877274
2021-04-24,5.592727
2021-04-25,6.031364
2021-04-26,3.6231818
2021-04-27,4.424091
2021-04-28,7.519545
2021-04-29,10.755454
2021-04-30,13.535
2021-05-01,13.926364
2021-05-02,12.935909
2021-05-03,7.7086363
2021-05-04,8.374545
2021-05-05,10.941363
2021-05-06,7.599545
2021-05-07,8.970454
2021-05-08,6.6404543
2021-05-09,9.548636
2021-05-10,14.574545
2021-05-11,17.058636
2021-05-12,16.623182
2021-05-13,12.627273
2021-05-14,11.214089
2021-05-15,11.386818
2021-05-16,11.931818
2021-05-17,9.356363
2021-05-18,11.267727
2021-05-19,9.290455
2021-05-20,11.282272
2021-05-21,10.266364
2021-05-22,10.333181
2021-05-23,8.523182
2021-05-24,9.520453
2021-05-25,11.9118185
2021-05-26,10.65
2021-05-27,11.981818
2021-05-28,13.142273
2021-05-29,11.0654545
2021-05-30,10.092727
2021-05-31,10.285
2021-06-01,10.916818
2021-06-02,11.76909
2021-06-03,13.514091
2021-06-04,15.625455
2021-06-05,16.331818
2021-06-06,16.89318
2021-06-07,17.256365
2021-06-08,17.717726
2021-06-09,18.177273
2021-06-10,17.4
2021-06-11,17.126818
2021-06-12,17.480453
2021-06-13,14.102728
2021-06-14,13.53
2021-06-15,15.461364
2021-06-16,18.267729
2021-06-17,19.889545
2021-06-18,20.735455
2021-06-19,21.09591
2021-06-20,21.926817
2021-06-21,22.318182
2021-06-22,23.326818
2021-06-23,23.823181
2021-06-24,25.351362
2021-06-25,22.543636
2021-06-26,19.782274
2021-06-27,18.847727
2021-06-28,20.343182
2021-06-29,23.031818
2021-06-30,22.331818
2021-07-01,18.630455
2021-07-02,17.184546
2021-07-03,18.270454
2021-07-04,18.192726
2021-07-05,19.429546
2021-07-06,20.579546
2021-07-07,22.565454
2021-07-08,25.025908
2021-07-09,23.59591
2021-07-10,20.595453
2021-07-11,19.188635
2021-07-12,20.558636
2021-07-13,22.522728
2021-07-14,24.134544
2021-07-15,21.960455
2021-07-16,21.471363
2021-07-17,22.566818
2021-07-18,22.263636
2021-07-19,20.213636
2021-07-20,17.922728
2021-07-21,17.415
2021-07-22,16.721819
2021-07-23,18.045454
2021-07-24,19.325909
2021-07-25,20.219545
2021-07-26,22.738182
2021-07-27,23.168634
2021-07-28,23.121363
2021-07-29,21.864998
2021-07-30,21.541363
2021-07-31,20.740454
2021-08-01,19.640455
2021-08-02,18.013636
2021-08-03,16.991364
2021-08-04,17.975454
2021-08-05,16.588182
2021-08-06,16.325909
2021-08-07,18.156818
2021-08-08,20.465454
2021-08-09,19.733635
2021-08-10,20.832273
2021-08-11,19.742725
2021-08-12,18.279545
2021-08-13,19.532726
2021-08-14,21.65409
2021-08-15,23.112272
2021-08-16,22.85409
2021-08-17,16.789091
2021-08-18,14.265909
2021-08-19,15.426818
2021-08-20,17.440454
2021-08-21,17.722727
2021-08-22,18.567726
2021-08-23,18.035002
2021-08-24,16.191818
2021-08-25,12.895453
2021-08-26,10.4518175
2021-08-27,12.680454
2021-08-28,12.100454
2021-08-29,12.694999
2021-08-30,12.825909
2021-08-31,12.898637
2021-09-01,14.402726
2021-09-02,13.889091
2021-09-03,14.233182
2021-09-04,15.009091
2021-09-05,13.635453
2021-09-06,12.531818
2021-09-07,13.331818
2021-09-08,14.680453
2021-09-09,14.682727
2021-09-10,14.830454
2021-09-11,15.809091
2021-09-12,16.445
2021-09-13,17.153635
2021-09-14,17.160454
2021-09-15,18.51909
2021-09-16,19.454544
2021-09-17,15.914545
2021-09-18,12.180454
2021-09-19,11.371818
2021-09-20,9.615455
2021-09-21,8.408636
