time,CH063
2021-01-01,1.5433334
2021-01-02,1.2616667
2021-01-03,0.6116666
2021-01-04,0.3033333
2021-01-05,0.29666665
2021-01-06,0.5083333
2021-01-07,0.37166667
2021-01-08,0.5133333
2021-01-09,-0.054999996
2021-01-10,-0.94666666
2021-01-11,-1.8399998
2021-01-12,0.3033333
2021-01-13,0.9433333
2021-01-14,-0.325
2021-01-15,-1.0099999
2021-01-16,-4.085
2021-01-17,-4.2116666
2021-01-18,-2.4533331
2021-01-19,2.5
2021-01-20,5.5499997
2021-01-21,6.0783334
2021-01-22,6.4666667
2021-01-23,1.0366668
2021-01-24,0.22833331
2021-01-25,0.23500001
2021-01-26,-0.5683333
2021-01-27,0.39666668
2021-01-28,1.1166667
2021-01-29,-0.7966666
2021-01-30,-1.4733334
2021-01-31,-5.8683333
2021-02-01,-2.6233335
2021-02-02,2.6916666
2021-02-03,7.5366664
2021-02-04,4.738333
2021-02-05,1.225
2021-02-06,-0.91499996
2021-02-07,-6.5333333
2021-02-08,-9.474999
2021-02-09,-11.349999
2021-02-10,-12.224999
2021-02-11,-7.8683333
2021-02-12,-8.788333
2021-02-13,-8.826667
2021-02-14,-7.8766665
2021-02-15,-6.635
2021-02-16,0.7316666
2021-02-17,4.603333
2021-02-18,6.4933333
2021-02-19,5.7599998
2021-02-20,6.0283337
2021-02-21,4.9249997
2021-02-22,4.985
2021-02-23,8.11
2021-02-24,10.115
2021-02-25,10.384999
2021-02-26,4.945
2021-02-27,3.3933332
2021-02-28,4.3033333
2021-03-01,2.6666665
2021-03-02,3.7316666
2021-03-03,4.815
2021-03-04,4.605
2021-03-05,0.65
2021-03-06,0.63666666
2021-03-07,2.0916667
2021-03-08,0.81666666
2021-03-09,-0.31666666
2021-03-10,1.5883332
2021-03-11,5.476667
2021-03-12,6.603333
2021-03-13,6.7966666
2021-03-14,4.758333
2021-03-15,3.7299998
2021-03-16,3.0566666
2021-03-17,1.045
2021-03-18,0.7866667
2021-03-19,0.21
2021-03-20,-1.7416667
2021-03-21,2.4466665
2021-03-22,3.2033331
2021-03-23,4.5983334
2021-03-24,6.616667
2021-03-25,8.341666
2021-03-26,9.501666
2021-03-27,6.773333
2021-03-28,7.0033336
2021-03-29,12.955001
2021-03-30,13.489999
2021-03-31,13.501667
2021-04-01,12.098332
2021-04-02,6.0166664
2021-04-03,4.463333
2021-04-04,3.7683332
2021-04-05,3.1699998
2021-04-06,0.34833336
2021-04-07,1.8549999
2021-04-08,2.9133332
2021-04-09,6.736666
2021-04-10,6.8316665
2021-04-11,12.858333
2021-04-12,3.253333
2021-04-13,3.5466669
2021-04-14,3.1716664
